date,QCOM stock
2017-10-06,12
2017-10-07,3
2017-10-08,2
2017-10-09,19
2017-10-10,12
2017-10-11,23
2017-10-12,14
2017-10-13,20
2017-10-14,8
2017-10-15,0
2017-10-16,10
2017-10-17,15
2017-10-18,15
2017-10-19,9
2017-10-20,12
2017-10-21,4
2017-10-22,3
2017-10-23,13
2017-10-24,12
2017-10-25,17
2017-10-26,20
2017-10-27,8
2017-10-28,4
2017-10-29,4
2017-10-30,17
2017-10-31,49
2017-11-01,52
2017-11-02,40
2017-11-03,79
2017-11-04,31
2017-11-05,21
2017-11-06,100
2017-11-07,77
2017-11-08,47
2017-11-09,38
2017-11-10,23
2017-11-11,12
2017-11-12,4
2017-11-13,50
2017-11-14,41
2017-11-15,30
2017-11-16,20
2017-11-17,24
2017-11-18,10
2017-11-19,2
2017-11-20,27
2017-11-21,20
2017-11-22,29
2017-11-23,14
2017-11-24,24
2017-11-25,6
2017-11-26,10
2017-11-27,22
2017-11-28,28
2017-11-29,28
2017-11-30,35
2017-12-01,30
2017-12-02,10
2017-12-03,7
2017-12-04,26
2017-12-05,23
2017-12-06,28
2017-12-07,20
2017-12-08,18
2017-12-09,4
2017-12-10,4
2017-12-11,19
2017-12-12,18
2017-12-13,14
2017-12-14,15
2017-12-15,10
2017-12-16,6
2017-12-17,1
2017-12-18,19
2017-12-19,14
2017-12-20,15
2017-12-21,14
2017-12-22,11
2017-12-23,5
2017-12-24,2
2017-12-25,7
2017-12-26,17
2017-12-27,19
2017-12-28,12
2017-12-29,9
2017-12-30,8
2017-12-31,5
2018-01-01,2
2018-01-02,17
2018-01-03,13
2018-01-04,20
2018-01-05,18
2018-01-06,6
2018-01-07,2
2018-01-08,12
2018-01-09,13
2018-01-10,12
2018-01-11,15
2018-01-12,10
2018-01-13,5
2018-01-14,2
2018-01-15,4
2018-01-16,26
2018-01-17,24
2018-01-18,25
2018-01-19,14
2018-01-20,3
2018-01-21,4
2018-01-22,11
2018-01-23,22
2018-01-24,30
2018-01-25,25
2018-01-26,15
2018-01-27,9
2018-01-28,3
2018-01-29,11
2018-01-30,22
2018-01-31,29
2018-02-01,31
2018-02-02,20
2018-02-03,6
2018-02-04,3
2018-02-05,48
2018-02-06,35
2018-02-07,32
2018-02-08,31
2018-02-09,41
2018-02-10,11
2018-02-11,6
2018-02-12,28
2018-02-13,29
2018-02-14,24
2018-02-15,34
2018-02-16,30
2018-02-17,9
2018-02-18,7
2018-02-19,4
2018-02-20,27
2018-02-21,25
2018-02-22,21
2018-02-23,24
2018-02-24,5
2018-02-25,3
2018-02-26,34
2018-02-27,48
2018-02-28,26
2018-03-01,24
2018-03-02,27
2018-03-03,13
2018-03-04,5
2018-03-05,32
2018-03-06,32
2018-03-07,30
2018-03-08,20
2018-03-09,32
2018-03-10,5
2018-03-11,5
2018-03-12,35
2018-03-13,73
2018-03-14,36
2018-03-15,29
2018-03-16,44
2018-03-17,12
2018-03-18,8
2018-03-19,18
2018-03-20,28
2018-03-21,25
2018-03-22,29
2018-03-23,23
2018-03-24,7
2018-03-25,4
2018-03-26,32
2018-03-27,28
2018-03-28,30
2018-03-29,23
2018-03-30,19
2018-03-31,5
2018-04-01,3
2018-04-02,25
2018-04-03,18
2018-04-04,25
2018-04-05,18
2018-04-06,21
2018-04-07,3
2018-04-08,3
2018-04-09,14
