date,QCOM stock
2014-12-01,6
2014-12-02,32
2014-12-03,52
2014-12-04,33
2014-12-05,28
2014-12-06,24
2014-12-07,0
2014-12-08,13
2014-12-09,58
2014-12-10,13
2014-12-11,20
2014-12-12,28
2014-12-13,24
2014-12-14,8
2014-12-15,7
2014-12-16,27
2014-12-17,13
2014-12-18,14
2014-12-19,43
2014-12-20,0
2014-12-21,8
2014-12-22,21
2014-12-23,15
2014-12-24,16
2014-12-25,0
2014-12-26,23
2014-12-27,24
2014-12-28,0
2014-12-29,49
2014-12-30,29
2014-12-31,8
2015-01-01,8
2015-01-02,7
2015-01-03,8
2015-01-04,0
2015-01-05,20
2015-01-06,20
2015-01-07,32
2015-01-08,19
2015-01-09,46
2015-01-10,0
2015-01-11,0
2015-01-12,6
2015-01-13,12
2015-01-14,25
2015-01-15,25
2015-01-16,20
2015-01-17,15
2015-01-18,7
2015-01-19,0
2015-01-20,19
2015-01-21,44
2015-01-22,12
2015-01-23,7
2015-01-24,7
2015-01-25,7
2015-01-26,12
2015-01-27,18
2015-01-28,50
2015-01-29,76
2015-01-30,65
2015-01-31,29
2015-02-01,22
2015-02-02,43
2015-02-03,43
2015-02-04,31
2015-02-05,38
2015-02-06,45
2015-02-07,0
2015-02-08,36
2015-02-09,43
2015-02-10,87
2015-02-11,87
2015-02-12,38
2015-02-13,20
2015-02-14,22
2015-02-15,0
2015-02-16,6
2015-02-17,65
2015-02-18,25
2015-02-19,38
2015-02-20,46
2015-02-21,15
2015-02-22,7
2015-02-23,24
2015-02-24,37
2015-02-25,31
2015-02-26,6
2015-02-27,26
2015-02-28,7
2015-03-01,14
2015-03-02,62
2015-03-03,18
2015-03-04,31
2015-03-05,13
2015-03-06,46
2015-03-07,7
2015-03-08,15
2015-03-09,37
2015-03-10,55
2015-03-11,25
2015-03-12,38
2015-03-13,6
2015-03-14,7
2015-03-15,0
2015-03-16,31
2015-03-17,25
2015-03-18,19
2015-03-19,12
2015-03-20,13
2015-03-21,15
2015-03-22,0
2015-03-23,25
2015-03-24,12
2015-03-25,18
2015-03-26,43
2015-03-27,19
2015-03-28,8
2015-03-29,0
2015-03-30,13
2015-03-31,25
2015-04-01,19
2015-04-02,26
2015-04-03,21
2015-04-04,0
2015-04-05,0
2015-04-06,27
2015-04-07,25
2015-04-08,31
2015-04-09,12
2015-04-10,26
2015-04-11,15
2015-04-12,0
2015-04-13,56
2015-04-14,12
2015-04-15,50
2015-04-16,19
2015-04-17,39
2015-04-18,7
2015-04-19,15
2015-04-20,49
2015-04-21,43
2015-04-22,31
2015-04-23,50
2015-04-24,13
2015-04-25,7
2015-04-26,7
2015-04-27,31
2015-04-28,55
2015-04-29,18
2015-04-30,39
2015-05-01,14
2015-05-02,15
2015-05-03,0
2015-05-04,37
2015-05-05,24
2015-05-06,18
2015-05-07,19
2015-05-08,26
2015-05-09,0
2015-05-10,0
2015-05-11,25
2015-05-12,18
2015-05-13,31
2015-05-14,32
2015-05-15,52
2015-05-16,0
2015-05-17,7
2015-05-18,25
2015-05-19,30
2015-05-20,0
2015-05-21,50
2015-05-22,13
2015-05-23,0
2015-05-24,7
2015-05-25,0
2015-05-26,36
2015-05-27,18
2015-05-28,31
2015-05-29,32
2015-05-30,7
2015-05-31,7
2015-06-01,24
2015-06-02,31
2015-06-03,43
2015-06-04,26
2015-06-05,20
2015-06-06,0
2015-06-07,15
2015-06-08,18
2015-06-09,12
2015-06-10,25
2015-06-11,25
2015-06-12,13
2015-06-13,7
2015-06-14,0
2015-06-15,18
2015-06-16,12
2015-06-17,19
2015-06-18,25
2015-06-19,26
2015-06-20,15
2015-06-21,0
2015-06-22,6
2015-06-23,24
2015-06-24,12
2015-06-25,38
2015-06-26,32
2015-06-27,23
2015-06-28,0
2015-06-29,56
2015-06-30,31
2015-07-01,25
2015-07-02,19
2015-07-03,7
2015-07-04,0
2015-07-05,0
2015-07-06,24
2015-07-07,12
2015-07-08,43
2015-07-09,38
2015-07-10,45
2015-07-11,0
2015-07-12,7
2015-07-13,18
2015-07-14,25
2015-07-15,25
2015-07-16,32
2015-07-17,40
2015-07-18,0
2015-07-19,16
2015-07-20,40
2015-07-21,81
2015-07-22,100
2015-07-23,87
2015-07-24,59
2015-07-25,0
2015-07-26,0
2015-07-27,0
2015-07-28,24
2015-07-29,18
2015-07-30,12
2015-07-31,39
2015-08-01,7
2015-08-02,7
2015-08-03,19
2015-08-04,25
2015-08-05,37
2015-08-06,19
2015-08-07,33
2015-08-08,15
2015-08-09,15
2015-08-10,25
2015-08-11,31
2015-08-12,19
2015-08-13,25
2015-08-14,39
2015-08-15,22
2015-08-16,15
2015-08-17,12
2015-08-18,12
