date,Expedia,isPartial
2010-08-24,84,False
2010-08-25,81,False
2010-08-26,77,False
2010-08-27,69,False
2010-08-28,71,False
2010-08-29,75,False
2010-08-30,82,False
2010-08-31,80,False
2010-09-01,79,False
2010-09-02,75,False
2010-09-03,72,False
2010-09-04,65,False
2010-09-05,78,False
2010-09-06,74,False
2010-09-07,81,False
2010-09-08,82,False
2010-09-09,82,False
2010-09-10,77,False
2010-09-11,69,False
2010-09-12,78,False
2010-09-13,81,False
2010-09-14,82,False
2010-09-15,78,False
2010-09-16,75,False
2010-09-17,76,False
2010-09-18,71,False
2010-09-19,78,False
2010-09-20,85,False
2010-09-21,81,False
2010-09-22,80,False
2010-09-23,81,False
2010-09-24,69,False
2010-09-25,67,False
2010-09-26,71,False
2010-09-27,82,False
2010-09-28,77,False
2010-09-29,74,False
2010-09-30,75,False
2010-10-01,72,False
2010-10-02,64,False
2010-10-03,74,False
2010-10-04,78,False
2010-10-05,82,False
2010-10-06,76,False
2010-10-07,76,False
2010-10-08,74,False
2010-10-09,63,False
2010-10-10,73,False
2010-10-11,85,False
2010-10-12,72,False
2010-10-13,72,False
2010-10-14,74,False
2010-10-15,70,False
2010-10-16,62,False
2010-10-17,75,False
2010-10-18,74,False
2010-10-19,75,False
2010-10-20,71,False
2010-10-21,73,False
2010-10-22,70,False
2010-10-23,67,False
2010-10-24,76,False
2010-10-25,73,False
2010-10-26,76,False
2010-10-27,68,False
2010-10-28,68,False
2010-10-29,65,False
2010-10-30,58,False
2010-10-31,65,False
2010-11-01,77,False
2010-11-02,71,False
2010-11-03,73,False
2010-11-04,75,False
2010-11-05,64,False
2010-11-06,62,False
2010-11-07,70,False
2010-11-08,75,False
2010-11-09,75,False
2010-11-10,68,False
2010-11-11,68,False
2010-11-12,66,False
2010-11-13,62,False
2010-11-14,71,False
2010-11-15,74,False
2010-11-16,71,False
2010-11-17,67,False
2010-11-18,63,False
2010-11-19,68,False
2010-11-20,65,False
2010-11-21,63,False
2010-11-22,69,False
2010-11-23,64,False
2010-11-24,60,False
2010-11-25,51,False
2010-11-26,53,False
2010-11-27,60,False
2010-11-28,63,False
2010-11-29,64,False
2010-11-30,68,False
2010-12-01,69,False
2010-12-02,62,False
2010-12-03,57,False
2010-12-04,56,False
2010-12-05,61,False
2010-12-06,68,False
2010-12-07,64,False
2010-12-08,64,False
2010-12-09,58,False
2010-12-10,60,False
2010-12-11,52,False
2010-12-12,59,False
2010-12-13,61,False
2010-12-14,66,False
2010-12-15,63,False
2010-12-16,63,False
2010-12-17,59,False
2010-12-18,60,False
2010-12-19,66,False
2010-12-20,65,False
2010-12-21,64,False
2010-12-22,63,False
2010-12-23,60,False
2010-12-24,49,False
2010-12-25,54,False
2010-12-26,76,False
2010-12-27,81,False
2010-12-28,84,False
2010-12-29,84,False
2010-12-30,79,False
2010-12-31,69,False
2011-01-01,76,False
2011-01-02,100,False
2011-01-03,93,False
2011-01-04,98,False
2011-01-05,91,False
2011-01-06,96,False
2011-01-07,92,False
2011-01-08,88,False
2011-01-09,92,False
2011-01-10,99,False
2011-01-11,93,False
2011-01-12,86,False
2011-01-13,87,False
2011-01-14,86,False
2011-01-15,84,False
2011-01-16,91,False
2011-01-17,89,False
2011-01-18,94,False
2011-01-19,87,False
2011-01-20,88,False
2011-01-21,82,False
2011-01-22,81,False
2011-01-23,92,False
2011-01-24,89,False
2011-01-25,92,False
2011-01-26,83,False
2011-01-27,82,False
2011-01-28,79,False
2011-01-29,72,False
2011-01-30,89,False
2011-01-31,85,False
2011-02-01,87,False
2011-02-02,83,False
2011-02-03,81,False
2011-02-04,78,False
2011-02-05,78,False
2011-02-06,80,False
2011-02-07,84,False
2011-02-08,91,False
2011-02-09,83,False
2011-02-10,83,False
2011-02-11,80,False
2011-02-12,73,False
2011-02-13,83,False
2011-02-14,84,False
2011-02-15,90,False
2011-02-16,86,False
2011-02-17,85,False
2011-02-18,82,False
2011-02-19,79,False
2011-02-20,92,False
2011-02-21,88,False
2011-02-22,93,False
2011-02-23,88,False
2011-02-24,81,False
2011-02-25,82,False
2011-02-26,83,False
2011-02-27,86,False
2011-02-28,85,False
2011-03-01,90,False
2011-03-02,88,False
2011-03-03,88,False
2011-03-04,82,False
2011-03-05,79,False
2011-03-06,92,False
2011-03-07,97,False
2011-03-08,91,False
2011-03-09,90,False
2011-03-10,87,False
2011-03-11,77,False
2011-03-12,69,False
2011-03-13,79,False
2011-03-14,77,False
2011-03-15,84,False
2011-03-16,79,False
2011-03-17,76,False
2011-03-18,75,False
2011-03-19,69,False
2011-03-20,80,False
2011-03-21,87,False
2011-03-22,85,False
2011-03-23,84,False
2011-03-24,77,False
2011-03-25,74,False
2011-03-26,76,False
2011-03-27,84,False
2011-03-28,83,False
2011-03-29,82,False
2011-03-30,83,False
2011-03-31,77,False
2011-04-01,76,False
2011-04-02,70,False
2011-04-03,79,False
2011-04-04,86,False
2011-04-05,86,False
2011-04-06,84,False
2011-04-07,82,False
2011-04-08,78,False
2011-04-09,66,False
2011-04-10,78,False
2011-04-11,87,False
2011-04-12,83,False
2011-04-13,81,False
2011-04-14,82,False
2011-04-15,82,False
2011-04-16,76,False
2011-04-17,80,False
2011-04-18,81,False
2011-04-19,85,False
2011-04-20,82,False
2011-04-21,77,False
