date,Expedia,isPartial
2011-01-01,75,False
2011-01-02,88,False
2011-01-03,93,False
2011-01-04,95,False
2011-01-05,89,False
2011-01-06,90,False
2011-01-07,84,False
2011-01-08,81,False
2011-01-09,87,False
2011-01-10,85,False
2011-01-11,89,False
2011-01-12,87,False
2011-01-13,80,False
2011-01-14,79,False
2011-01-15,77,False
2011-01-16,86,False
2011-01-17,84,False
2011-01-18,86,False
2011-01-19,83,False
2011-01-20,80,False
2011-01-21,73,False
2011-01-22,75,False
2011-01-23,86,False
2011-01-24,80,False
2011-01-25,83,False
2011-01-26,80,False
2011-01-27,73,False
2011-01-28,69,False
2011-01-29,71,False
2011-01-30,80,False
2011-01-31,77,False
2011-02-01,80,False
2011-02-02,79,False
2011-02-03,75,False
2011-02-04,71,False
2011-02-05,71,False
2011-02-06,80,False
2011-02-07,76,False
2011-02-08,84,False
2011-02-09,78,False
2011-02-10,77,False
2011-02-11,73,False
2011-02-12,71,False
2011-02-13,78,False
2011-02-14,77,False
2011-02-15,78,False
2011-02-16,83,False
2011-02-17,84,False
2011-02-18,77,False
2011-02-19,75,False
2011-02-20,81,False
2011-02-21,88,False
2011-02-22,86,False
2011-02-23,82,False
2011-02-24,81,False
2011-02-25,76,False
2011-02-26,79,False
2011-02-27,84,False
2011-02-28,79,False
2011-03-01,85,False
2011-03-02,84,False
2011-03-03,81,False
2011-03-04,82,False
2011-03-05,75,False
2011-03-06,86,False
2011-03-07,94,False
2011-03-08,94,False
2011-03-09,83,False
2011-03-10,77,False
2011-03-11,72,False
2011-03-12,62,False
2011-03-13,70,False
2011-03-14,74,False
2011-03-15,78,False
2011-03-16,72,False
2011-03-17,72,False
2011-03-18,69,False
2011-03-19,69,False
2011-03-20,81,False
2011-03-21,79,False
2011-03-22,81,False
2011-03-23,79,False
2011-03-24,75,False
2011-03-25,70,False
2011-03-26,70,False
2011-03-27,81,False
2011-03-28,79,False
2011-03-29,79,False
2011-03-30,77,False
2011-03-31,75,False
2011-04-01,68,False
2011-04-02,71,False
2011-04-03,75,False
2011-04-04,75,False
2011-04-05,79,False
2011-04-06,79,False
2011-04-07,75,False
2011-04-08,73,False
2011-04-09,67,False
2011-04-10,75,False
2011-04-11,80,False
2011-04-12,84,False
2011-04-13,83,False
2011-04-14,75,False
2011-04-15,76,False
2011-04-16,70,False
2011-04-17,76,False
2011-04-18,79,False
2011-04-19,83,False
2011-04-20,77,False
2011-04-21,70,False
2011-04-22,72,False
2011-04-23,68,False
2011-04-24,68,False
2011-04-25,76,False
2011-04-26,80,False
2011-04-27,77,False
2011-04-28,72,False
2011-04-29,64,False
2011-04-30,62,False
2011-05-01,69,False
2011-05-02,77,False
2011-05-03,86,False
2011-05-04,83,False
2011-05-05,74,False
2011-05-06,70,False
2011-05-07,61,False
2011-05-08,70,False
2011-05-09,86,False
2011-05-10,84,False
2011-05-11,84,False
2011-05-12,79,False
2011-05-13,74,False
2011-05-14,71,False
2011-05-15,80,False
2011-05-16,84,False
2011-05-17,80,False
2011-05-18,79,False
2011-05-19,83,False
2011-05-20,70,False
2011-05-21,67,False
2011-05-22,79,False
2011-05-23,80,False
2011-05-24,85,False
2011-05-25,77,False
2011-05-26,77,False
2011-05-27,74,False
2011-05-28,67,False
2011-05-29,79,False
2011-05-30,73,False
2011-05-31,84,False
2011-06-01,80,False
2011-06-02,80,False
2011-06-03,79,False
2011-06-04,71,False
2011-06-05,84,False
2011-06-06,80,False
2011-06-07,81,False
2011-06-08,81,False
2011-06-09,77,False
2011-06-10,78,False
2011-06-11,75,False
2011-06-12,81,False
2011-06-13,83,False
2011-06-14,88,False
2011-06-15,89,False
2011-06-16,84,False
2011-06-17,80,False
2011-06-18,73,False
2011-06-19,88,False
2011-06-20,85,False
2011-06-21,84,False
2011-06-22,87,False
2011-06-23,91,False
2011-06-24,80,False
2011-06-25,78,False
2011-06-26,87,False
2011-06-27,86,False
2011-06-28,85,False
2011-06-29,85,False
2011-06-30,82,False
2011-07-01,76,False
2011-07-02,75,False
2011-07-03,81,False
2011-07-04,73,False
2011-07-05,94,False
2011-07-06,97,False
2011-07-07,83,False
2011-07-08,85,False
2011-07-09,77,False
2011-07-10,91,False
2011-07-11,97,False
2011-07-12,95,False
2011-07-13,95,False
2011-07-14,88,False
2011-07-15,86,False
2011-07-16,85,False
2011-07-17,87,False
2011-07-18,97,False
2011-07-19,100,False
2011-07-20,92,False
2011-07-21,89,False
2011-07-22,84,False
2011-07-23,78,False
2011-07-24,90,False
2011-07-25,93,False
2011-07-26,93,False
2011-07-27,91,False
2011-07-28,89,False
2011-07-29,84,False
2011-07-30,85,False
2011-07-31,87,False
2011-08-01,89,False
2011-08-02,94,False
2011-08-03,89,False
2011-08-04,86,False
2011-08-05,80,False
2011-08-06,79,False
2011-08-07,85,False
2011-08-08,88,False
2011-08-09,88,False
2011-08-10,85,False
2011-08-11,84,False
2011-08-12,74,False
2011-08-13,74,False
2011-08-14,83,False
2011-08-15,87,False
2011-08-16,80,False
2011-08-17,82,False
2011-08-18,76,False
2011-08-19,74,False
2011-08-20,73,False
2011-08-21,79,False
2011-08-22,82,False
2011-08-23,80,False
2011-08-24,74,False
2011-08-25,74,False
2011-08-26,77,False
2011-08-27,70,False
2011-08-28,75,False
2011-08-29,81,False
2011-08-30,79,False
2011-08-31,77,False
2011-09-01,82,False
2011-09-02,74,False
2011-09-03,71,False
2011-09-04,69,False
2011-09-05,73,False
2011-09-06,78,False
2011-09-07,79,False
2011-09-08,73,False
2011-09-09,72,False
2011-09-10,67,False
2011-09-11,67,False
2011-09-12,76,False
2011-09-13,80,False
2011-09-14,78,False
2011-09-15,74,False
2011-09-16,68,False
2011-09-17,68,False
2011-09-18,71,False
