date,Expedia,isPartial
2013-11-06,71,False
2013-11-07,67,False
2013-11-08,63,False
2013-11-09,59,False
2013-11-10,60,False
2013-11-11,71,False
2013-11-12,69,False
2013-11-13,65,False
2013-11-14,65,False
2013-11-15,61,False
2013-11-16,57,False
2013-11-17,64,False
2013-11-18,66,False
2013-11-19,67,False
2013-11-20,62,False
2013-11-21,60,False
2013-11-22,58,False
2013-11-23,56,False
2013-11-24,61,False
2013-11-25,63,False
2013-11-26,63,False
2013-11-27,57,False
2013-11-28,48,False
2013-11-29,52,False
2013-11-30,52,False
2013-12-01,56,False
2013-12-02,63,False
2013-12-03,64,False
2013-12-04,60,False
2013-12-05,57,False
2013-12-06,55,False
2013-12-07,57,False
2013-12-08,60,False
2013-12-09,62,False
2013-12-10,65,False
2013-12-11,57,False
2013-12-12,56,False
2013-12-13,55,False
2013-12-14,52,False
2013-12-15,58,False
2013-12-16,58,False
2013-12-17,61,False
2013-12-18,58,False
2013-12-19,56,False
2013-12-20,56,False
2013-12-21,56,False
2013-12-22,57,False
2013-12-23,57,False
2013-12-24,53,False
2013-12-25,55,False
2013-12-26,78,False
2013-12-27,81,False
2013-12-28,77,False
2013-12-29,82,False
2013-12-30,82,False
2013-12-31,76,False
2014-01-01,80,False
2014-01-02,90,False
2014-01-03,92,False
2014-01-04,85,False
2014-01-05,93,False
2014-01-06,92,False
2014-01-07,92,False
2014-01-08,90,False
2014-01-09,94,False
2014-01-10,87,False
2014-01-11,85,False
2014-01-12,92,False
2014-01-13,93,False
2014-01-14,94,False
2014-01-15,90,False
2014-01-16,88,False
2014-01-17,77,False
2014-01-18,78,False
2014-01-19,87,False
2014-01-20,87,False
2014-01-21,89,False
2014-01-22,86,False
2014-01-23,84,False
2014-01-24,79,False
2014-01-25,76,False
2014-01-26,86,False
2014-01-27,85,False
2014-01-28,84,False
2014-01-29,82,False
2014-01-30,77,False
2014-01-31,70,False
2014-02-01,73,False
2014-02-02,80,False
2014-02-03,79,False
2014-02-04,85,False
2014-02-05,85,False
2014-02-06,76,False
2014-02-07,73,False
2014-02-08,76,False
2014-02-09,88,False
2014-02-10,84,False
2014-02-11,85,False
2014-02-12,79,False
2014-02-13,83,False
2014-02-14,72,False
2014-02-15,78,False
2014-02-16,82,False
2014-02-17,81,False
2014-02-18,82,False
2014-02-19,83,False
2014-02-20,78,False
2014-02-21,78,False
2014-02-22,76,False
2014-02-23,83,False
2014-02-24,83,False
2014-02-25,88,False
2014-02-26,81,False
2014-02-27,82,False
2014-02-28,75,False
2014-03-01,74,False
2014-03-02,87,False
2014-03-03,84,False
2014-03-04,88,False
2014-03-05,83,False
2014-03-06,84,False
2014-03-07,78,False
2014-03-08,75,False
2014-03-09,83,False
2014-03-10,85,False
2014-03-11,81,False
2014-03-12,79,False
2014-03-13,78,False
2014-03-14,72,False
2014-03-15,71,False
2014-03-16,78,False
2014-03-17,82,False
2014-03-18,79,False
2014-03-19,77,False
2014-03-20,78,False
2014-03-21,74,False
2014-03-22,71,False
2014-03-23,73,False
2014-03-24,82,False
2014-03-25,82,False
2014-03-26,78,False
2014-03-27,76,False
2014-03-28,73,False
2014-03-29,70,False
2014-03-30,79,False
2014-03-31,80,False
2014-04-01,80,False
2014-04-02,76,False
2014-04-03,74,False
2014-04-04,72,False
2014-04-05,70,False
2014-04-06,76,False
2014-04-07,82,False
