date,Expedia,isPartial
2012-10-12,66,False
2012-10-13,66,False
2012-10-14,71,False
2012-10-15,79,False
2012-10-16,77,False
2012-10-17,72,False
2012-10-18,66,False
2012-10-19,68,False
2012-10-20,64,False
2012-10-21,68,False
2012-10-22,76,False
2012-10-23,70,False
2012-10-24,73,False
2012-10-25,73,False
2012-10-26,64,False
2012-10-27,64,False
2012-10-28,65,False
2012-10-29,67,False
2012-10-30,69,False
2012-10-31,67,False
2012-11-01,72,False
2012-11-02,63,False
2012-11-03,62,False
2012-11-04,66,False
2012-11-05,71,False
2012-11-06,64,False
2012-11-07,63,False
2012-11-08,67,False
2012-11-09,63,False
2012-11-10,63,False
2012-11-11,65,False
2012-11-12,72,False
2012-11-13,69,False
2012-11-14,68,False
2012-11-15,63,False
2012-11-16,62,False
2012-11-17,56,False
2012-11-18,65,False
2012-11-19,64,False
2012-11-20,66,False
2012-11-21,64,False
2012-11-22,53,False
2012-11-23,56,False
2012-11-24,58,False
2012-11-25,65,False
2012-11-26,74,False
2012-11-27,72,False
2012-11-28,64,False
2012-11-29,61,False
2012-11-30,61,False
2012-12-01,56,False
2012-12-02,63,False
2012-12-03,66,False
2012-12-04,66,False
2012-12-05,66,False
2012-12-06,58,False
2012-12-07,60,False
2012-12-08,56,False
2012-12-09,59,False
2012-12-10,61,False
2012-12-11,61,False
2012-12-12,61,False
2012-12-13,57,False
2012-12-14,54,False
2012-12-15,56,False
2012-12-16,57,False
2012-12-17,61,False
2012-12-18,58,False
2012-12-19,59,False
2012-12-20,60,False
2012-12-21,57,False
2012-12-22,57,False
2012-12-23,56,False
2012-12-24,52,False
2012-12-25,54,False
2012-12-26,77,False
2012-12-27,84,False
2012-12-28,78,False
2012-12-29,76,False
2012-12-30,77,False
2012-12-31,75,False
2013-01-01,84,False
2013-01-02,94,False
2013-01-03,92,False
2013-01-04,90,False
2013-01-05,85,False
2013-01-06,94,False
2013-01-07,96,False
2013-01-08,99,False
2013-01-09,100,False
2013-01-10,92,False
2013-01-11,86,False
2013-01-12,85,False
2013-01-13,90,False
2013-01-14,87,False
2013-01-15,91,False
2013-01-16,91,False
2013-01-17,93,False
