date,Expedia,isPartial
2017-10-06,78,False
2017-10-07,72,False
2017-10-08,74,False
2017-10-09,83,False
2017-10-10,85,False
2017-10-11,82,False
2017-10-12,80,False
2017-10-13,75,False
2017-10-14,72,False
2017-10-15,77,False
2017-10-16,78,False
2017-10-17,81,False
2017-10-18,78,False
2017-10-19,80,False
2017-10-20,73,False
2017-10-21,66,False
2017-10-22,74,False
2017-10-23,77,False
2017-10-24,80,False
2017-10-25,76,False
2017-10-26,73,False
2017-10-27,75,False
2017-10-28,61,False
2017-10-29,71,False
2017-10-30,75,False
2017-10-31,75,False
2017-11-01,72,False
2017-11-02,74,False
2017-11-03,75,False
2017-11-04,67,False
2017-11-05,75,False
2017-11-06,78,False
2017-11-07,77,False
2017-11-08,81,False
2017-11-09,75,False
2017-11-10,73,False
2017-11-11,64,False
2017-11-12,73,False
2017-11-13,79,False
2017-11-14,79,False
2017-11-15,76,False
2017-11-16,73,False
2017-11-17,72,False
2017-11-18,65,False
2017-11-19,69,False
2017-11-20,73,False
2017-11-21,76,False
2017-11-22,69,False
2017-11-23,58,False
2017-11-24,73,False
2017-11-25,65,False
2017-11-26,71,False
2017-11-27,87,False
2017-11-28,84,False
2017-11-29,73,False
2017-11-30,67,False
2017-12-01,66,False
2017-12-02,59,False
2017-12-03,64,False
2017-12-04,72,False
2017-12-05,74,False
2017-12-06,68,False
2017-12-07,66,False
2017-12-08,64,False
2017-12-09,59,False
2017-12-10,60,False
2017-12-11,68,False
2017-12-12,69,False
2017-12-13,64,False
2017-12-14,61,False
2017-12-15,60,False
2017-12-16,59,False
2017-12-17,63,False
2017-12-18,67,False
2017-12-19,67,False
2017-12-20,68,False
2017-12-21,61,False
2017-12-22,62,False
2017-12-23,56,False
2017-12-24,52,False
2017-12-25,56,False
2017-12-26,78,False
2017-12-27,85,False
2017-12-28,87,False
2017-12-29,82,False
2017-12-30,75,False
2017-12-31,67,False
2018-01-01,81,False
2018-01-02,97,False
2018-01-03,100,False
2018-01-04,96,False
2018-01-05,95,False
2018-01-06,85,False
2018-01-07,91,False
2018-01-08,92,False
2018-01-09,97,False
2018-01-10,97,False
2018-01-11,91,False
2018-01-12,90,False
2018-01-13,82,False
2018-01-14,92,False
2018-01-15,95,False
2018-01-16,95,False
2018-01-17,91,False
2018-01-18,86,False
2018-01-19,86,False
2018-01-20,79,False
2018-01-21,93,False
2018-01-22,96,False
2018-01-23,91,False
2018-01-24,88,False
2018-01-25,89,False
2018-01-26,84,False
2018-01-27,75,False
2018-01-28,85,False
2018-01-29,91,False
2018-01-30,93,False
2018-01-31,87,False
2018-02-01,86,False
2018-02-02,80,False
2018-02-03,77,False
2018-02-04,87,False
2018-02-05,86,False
2018-02-06,91,False
2018-02-07,91,False
2018-02-08,87,False
2018-02-09,83,False
2018-02-10,75,False
2018-02-11,91,False
2018-02-12,89,False
2018-02-13,89,False
2018-02-14,81,False
2018-02-15,83,False
2018-02-16,85,False
2018-02-17,79,False
2018-02-18,87,False
2018-02-19,91,False
2018-02-20,92,False
2018-02-21,92,False
2018-02-22,90,False
2018-02-23,83,False
2018-02-24,79,False
2018-02-25,89,False
2018-02-26,92,False
2018-02-27,91,False
2018-02-28,89,False
2018-03-01,90,False
2018-03-02,86,False
2018-03-03,84,False
2018-03-04,89,False
2018-03-05,91,False
2018-03-06,92,False
2018-03-07,93,False
2018-03-08,90,False
2018-03-09,84,False
2018-03-10,83,False
2018-03-11,89,False
2018-03-12,91,False
2018-03-13,99,False
2018-03-14,87,False
2018-03-15,86,False
2018-03-16,82,False
2018-03-17,73,False
2018-03-18,83,False
2018-03-19,91,False
2018-03-20,92,False
2018-03-21,86,False
2018-03-22,88,False
2018-03-23,78,False
2018-03-24,72,False
2018-03-25,84,False
2018-03-26,91,False
2018-03-27,91,False
2018-03-28,85,False
2018-03-29,81,False
2018-03-30,82,False
2018-03-31,71,False
2018-04-01,75,False
2018-04-02,93,False
2018-04-03,89,False
2018-04-04,90,False
2018-04-05,88,False
2018-04-06,78,False
2018-04-07,74,False
2018-04-08,82,False
2018-04-09,89,False
2018-04-10,88,False
2018-04-11,86,False
2018-04-12,84,False
2018-04-13,81,False
2018-04-14,71,False
2018-04-15,87,False
2018-04-16,85,False
2018-04-17,84,False
2018-04-18,84,False
2018-04-19,82,False
2018-04-20,78,False
2018-04-21,71,False
2018-04-22,79,False
2018-04-23,80,False
2018-04-24,85,False
2018-04-25,82,False
2018-04-26,80,False
2018-04-27,79,False
2018-04-28,70,False
2018-04-29,78,False
2018-04-30,80,False
2018-05-01,93,False
2018-05-02,83,False
2018-05-03,86,False
2018-05-04,72,False
2018-05-05,68,False
2018-05-06,76,False
2018-05-07,86,False
2018-05-08,88,False
2018-05-09,85,False
2018-05-10,81,False
2018-05-11,75,False
2018-05-12,68,False
2018-05-13,70,False
2018-05-14,82,False
2018-05-15,87,False
2018-05-16,82,False
2018-05-17,82,False
2018-05-18,76,False
2018-05-19,64,False
2018-05-20,78,False
2018-05-21,83,False
2018-05-22,85,False
2018-05-23,87,False
2018-05-24,81,False
2018-05-25,73,False
2018-05-26,69,False
2018-05-27,72,False
2018-05-28,75,False
2018-05-29,84,False
2018-05-30,85,False
2018-05-31,82,False
2018-06-01,80,False
2018-06-02,74,False
2018-06-03,80,False
2018-06-04,85,False
2018-06-05,92,False
2018-06-06,92,False
2018-06-07,86,False
2018-06-08,79,False
2018-06-09,75,False
2018-06-10,84,False
2018-06-11,91,False
2018-06-12,88,False
2018-06-13,88,False
2018-06-14,81,False
2018-06-15,77,False
2018-06-16,71,False
2018-06-17,71,False
2018-06-18,89,False
2018-06-19,92,False
2018-06-20,89,False
2018-06-21,83,False
2018-06-22,82,False
2018-06-23,75,False
