date,Expedia,isPartial
2014-12-01,75,False
2014-12-02,67,False
2014-12-03,67,False
2014-12-04,65,False
2014-12-05,60,False
2014-12-06,56,False
2014-12-07,60,False
2014-12-08,68,False
2014-12-09,68,False
2014-12-10,64,False
2014-12-11,58,False
2014-12-12,58,False
2014-12-13,53,False
2014-12-14,61,False
2014-12-15,63,False
2014-12-16,61,False
2014-12-17,60,False
2014-12-18,58,False
2014-12-19,61,False
2014-12-20,59,False
2014-12-21,60,False
2014-12-22,64,False
2014-12-23,60,False
2014-12-24,55,False
2014-12-25,51,False
2014-12-26,75,False
2014-12-27,74,False
2014-12-28,77,False
2014-12-29,81,False
2014-12-30,83,False
2014-12-31,74,False
2015-01-01,77,False
2015-01-02,83,False
2015-01-03,79,False
2015-01-04,86,False
2015-01-05,86,False
2015-01-06,96,False
2015-01-07,94,False
2015-01-08,86,False
2015-01-09,80,False
2015-01-10,78,False
2015-01-11,87,False
2015-01-12,93,False
2015-01-13,91,False
2015-01-14,87,False
2015-01-15,83,False
2015-01-16,84,False
2015-01-17,77,False
2015-01-18,88,False
2015-01-19,89,False
2015-01-20,88,False
2015-01-21,92,False
2015-01-22,80,False
2015-01-23,79,False
2015-01-24,81,False
2015-01-25,88,False
2015-01-26,88,False
2015-01-27,85,False
2015-01-28,88,False
2015-01-29,79,False
2015-01-30,76,False
2015-01-31,74,False
2015-02-01,79,False
2015-02-02,79,False
2015-02-03,82,False
2015-02-04,82,False
2015-02-05,80,False
2015-02-06,77,False
2015-02-07,74,False
2015-02-08,84,False
2015-02-09,87,False
2015-02-10,87,False
2015-02-11,82,False
2015-02-12,86,False
2015-02-13,81,False
2015-02-14,77,False
2015-02-15,83,False
2015-02-16,86,False
2015-02-17,86,False
2015-02-18,89,False
2015-02-19,82,False
2015-02-20,81,False
2015-02-21,80,False
2015-02-22,85,False
2015-02-23,86,False
2015-02-24,88,False
2015-02-25,85,False
2015-02-26,82,False
2015-02-27,76,False
2015-02-28,77,False
2015-03-01,84,False
2015-03-02,88,False
2015-03-03,89,False
2015-03-04,89,False
2015-03-05,84,False
2015-03-06,81,False
2015-03-07,81,False
2015-03-08,88,False
2015-03-09,89,False
2015-03-10,94,False
2015-03-11,88,False
2015-03-12,81,False
2015-03-13,79,False
2015-03-14,78,False
2015-03-15,88,False
2015-03-16,89,False
2015-03-17,89,False
2015-03-18,82,False
2015-03-19,80,False
2015-03-20,75,False
2015-03-21,77,False
2015-03-22,82,False
2015-03-23,86,False
2015-03-24,85,False
2015-03-25,81,False
2015-03-26,76,False
2015-03-27,77,False
2015-03-28,73,False
2015-03-29,78,False
2015-03-30,85,False
2015-03-31,81,False
2015-04-01,80,False
2015-04-02,80,False
2015-04-03,79,False
2015-04-04,65,False
2015-04-05,70,False
2015-04-06,88,False
2015-04-07,88,False
2015-04-08,85,False
2015-04-09,82,False
2015-04-10,79,False
2015-04-11,71,False
2015-04-12,77,False
2015-04-13,84,False
2015-04-14,81,False
2015-04-15,83,False
2015-04-16,79,False
2015-04-17,76,False
2015-04-18,69,False
2015-04-19,77,False
2015-04-20,82,False
2015-04-21,80,False
2015-04-22,82,False
2015-04-23,78,False
2015-04-24,73,False
2015-04-25,71,False
2015-04-26,80,False
2015-04-27,83,False
2015-04-28,84,False
2015-04-29,81,False
2015-04-30,76,False
2015-05-01,77,False
2015-05-02,69,False
2015-05-03,69,False
2015-05-04,80,False
2015-05-05,81,False
2015-05-06,80,False
2015-05-07,82,False
2015-05-08,78,False
2015-05-09,68,False
2015-05-10,74,False
2015-05-11,87,False
2015-05-12,85,False
2015-05-13,86,False
2015-05-14,84,False
2015-05-15,78,False
2015-05-16,72,False
2015-05-17,81,False
2015-05-18,88,False
2015-05-19,89,False
2015-05-20,83,False
2015-05-21,80,False
2015-05-22,79,False
2015-05-23,71,False
