date,Expedia,isPartial
2015-12-26,83,False
2015-12-27,92,False
2015-12-28,98,False
2015-12-29,100,False
2015-12-30,92,False
2015-12-31,81,False
2016-01-01,75,False
2016-01-02,78,False
2016-01-03,86,False
2016-01-04,85,False
2016-01-05,90,False
2016-01-06,91,False
2016-01-07,89,False
2016-01-08,83,False
2016-01-09,78,False
2016-01-10,86,False
2016-01-11,84,False
2016-01-12,86,False
2016-01-13,84,False
2016-01-14,81,False
2016-01-15,80,False
2016-01-16,79,False
2016-01-17,86,False
2016-01-18,84,False
2016-01-19,87,False
2016-01-20,84,False
2016-01-21,82,False
2016-01-22,79,False
2016-01-23,78,False
2016-01-24,83,False
2016-01-25,88,False
2016-01-26,85,False
2016-01-27,86,False
2016-01-28,82,False
2016-01-29,74,False
2016-01-30,74,False
2016-01-31,78,False
2016-02-01,85,False
2016-02-02,86,False
2016-02-03,87,False
2016-02-04,84,False
2016-02-05,79,False
2016-02-06,74,False
2016-02-07,81,False
2016-02-08,77,False
2016-02-09,87,False
2016-02-10,83,False
2016-02-11,82,False
2016-02-12,76,False
2016-02-13,76,False
2016-02-14,82,False
2016-02-15,85,False
2016-02-16,84,False
2016-02-17,87,False
2016-02-18,86,False
2016-02-19,81,False
2016-02-20,74,False
2016-02-21,86,False
2016-02-22,86,False
2016-02-23,91,False
2016-02-24,84,False
2016-02-25,81,False
2016-02-26,75,False
2016-02-27,71,False
2016-02-28,85,False
2016-02-29,86,False
2016-03-01,87,False
2016-03-02,89,False
2016-03-03,89,False
2016-03-04,81,False
2016-03-05,80,False
2016-03-06,87,False
2016-03-07,91,False
2016-03-08,88,False
2016-03-09,90,False
2016-03-10,80,False
2016-03-11,79,False
2016-03-12,80,False
2016-03-13,82,False
2016-03-14,85,False
2016-03-15,89,False
2016-03-16,81,False
2016-03-17,85,False
2016-03-18,77,False
2016-03-19,75,False
2016-03-20,82,False
2016-03-21,86,False
2016-03-22,81,False
2016-03-23,81,False
2016-03-24,78,False
2016-03-25,78,False
2016-03-26,65,False
2016-03-27,68,False
2016-03-28,80,False
2016-03-29,82,False
2016-03-30,81,False
2016-03-31,76,False
2016-04-01,78,False
2016-04-02,68,False
2016-04-03,76,False
2016-04-04,83,False
2016-04-05,82,False
2016-04-06,80,False
2016-04-07,75,False
2016-04-08,71,False
2016-04-09,69,False
2016-04-10,79,False
2016-04-11,81,False
2016-04-12,84,False
2016-04-13,79,False
2016-04-14,77,False
2016-04-15,74,False
2016-04-16,69,False
2016-04-17,77,False
2016-04-18,79,False
2016-04-19,83,False
2016-04-20,78,False
2016-04-21,74,False
2016-04-22,71,False
2016-04-23,68,False
2016-04-24,73,False
2016-04-25,83,False
2016-04-26,80,False
2016-04-27,79,False
2016-04-28,73,False
2016-04-29,70,False
2016-04-30,63,False
2016-05-01,71,False
2016-05-02,77,False
2016-05-03,79,False
2016-05-04,78,False
2016-05-05,73,False
2016-05-06,70,False
2016-05-07,63,False
2016-05-08,68,False
2016-05-09,84,False
2016-05-10,83,False
2016-05-11,82,False
2016-05-12,79,False
2016-05-13,73,False
2016-05-14,70,False
2016-05-15,73,False
2016-05-16,84,False
2016-05-17,87,False
2016-05-18,81,False
2016-05-19,75,False
2016-05-20,75,False
2016-05-21,67,False
2016-05-22,74,False
2016-05-23,82,False
2016-05-24,83,False
2016-05-25,81,False
2016-05-26,81,False
2016-05-27,73,False
2016-05-28,67,False
2016-05-29,72,False
2016-05-30,78,False
2016-05-31,82,False
2016-06-01,84,False
2016-06-02,84,False
2016-06-03,76,False
2016-06-04,72,False
2016-06-05,74,False
2016-06-06,84,False
2016-06-07,84,False
2016-06-08,84,False
2016-06-09,79,False
2016-06-10,75,False
2016-06-11,73,False
2016-06-12,79,False
2016-06-13,83,False
2016-06-14,84,False
2016-06-15,80,False
2016-06-16,77,False
2016-06-17,78,False
2016-06-18,71,False
2016-06-19,79,False
2016-06-20,82,False
2016-06-21,84,False
2016-06-22,87,False
2016-06-23,82,False
2016-06-24,80,False
2016-06-25,77,False
2016-06-26,84,False
2016-06-27,86,False
2016-06-28,90,False
2016-06-29,87,False
2016-06-30,83,False
2016-07-01,82,False
2016-07-02,77,False
2016-07-03,84,False
2016-07-04,83,False
2016-07-05,89,False
2016-07-06,88,False
2016-07-07,86,False
2016-07-08,85,False
2016-07-09,81,False
2016-07-10,87,False
2016-07-11,92,False
2016-07-12,92,False
2016-07-13,93,False
2016-07-14,89,False
2016-07-15,83,False
2016-07-16,82,False
2016-07-17,87,False
2016-07-18,94,False
2016-07-19,92,False
2016-07-20,92,False
2016-07-21,93,False
2016-07-22,86,False
2016-07-23,83,False
2016-07-24,87,False
2016-07-25,92,False
2016-07-26,90,False
2016-07-27,86,False
2016-07-28,85,False
2016-07-29,88,False
2016-07-30,79,False
2016-07-31,86,False
2016-08-01,88,False
2016-08-02,91,False
2016-08-03,88,False
2016-08-04,82,False
2016-08-05,85,False
2016-08-06,75,False
2016-08-07,81,False
2016-08-08,87,False
2016-08-09,86,False
2016-08-10,87,False
2016-08-11,80,False
2016-08-12,80,False
2016-08-13,74,False
2016-08-14,78,False
2016-08-15,79,False
2016-08-16,78,False
2016-08-17,77,False
2016-08-18,77,False
2016-08-19,73,False
2016-08-20,68,False
2016-08-21,70,False
2016-08-22,81,False
2016-08-23,83,False
2016-08-24,75,False
2016-08-25,76,False
2016-08-26,69,False
2016-08-27,68,False
2016-08-28,72,False
2016-08-29,76,False
2016-08-30,75,False
2016-08-31,74,False
2016-09-01,75,False
2016-09-02,71,False
2016-09-03,71,False
2016-09-04,71,False
2016-09-05,74,False
2016-09-06,79,False
2016-09-07,78,False
2016-09-08,75,False
2016-09-09,71,False
2016-09-10,65,False
2016-09-11,71,False
