date,Expedia,isPartial
2012-06-04,83,False
2012-06-05,83,False
2012-06-06,83,False
2012-06-07,85,False
2012-06-08,77,False
2012-06-09,76,False
2012-06-10,81,False
2012-06-11,84,False
2012-06-12,92,False
2012-06-13,86,False
2012-06-14,83,False
2012-06-15,76,False
2012-06-16,74,False
2012-06-17,85,False
2012-06-18,89,False
2012-06-19,89,False
2012-06-20,89,False
2012-06-21,85,False
2012-06-22,79,False
2012-06-23,79,False
2012-06-24,87,False
2012-06-25,92,False
2012-06-26,91,False
2012-06-27,89,False
2012-06-28,82,False
2012-06-29,81,False
2012-06-30,80,False
2012-07-01,88,False
2012-07-02,90,False
2012-07-03,89,False
2012-07-04,81,False
2012-07-05,83,False
2012-07-06,86,False
2012-07-07,86,False
2012-07-08,91,False
2012-07-09,97,False
2012-07-10,100,False
2012-07-11,96,False
2012-07-12,92,False
2012-07-13,88,False
2012-07-14,87,False
2012-07-15,94,False
2012-07-16,100,False
2012-07-17,94,False
2012-07-18,95,False
2012-07-19,92,False
2012-07-20,84,False
2012-07-21,84,False
2012-07-22,93,False
2012-07-23,93,False
2012-07-24,92,False
2012-07-25,89,False
2012-07-26,86,False
2012-07-27,81,False
2012-07-28,77,False
2012-07-29,88,False
2012-07-30,87,False
2012-07-31,93,False
2012-08-01,90,False
2012-08-02,88,False
2012-08-03,84,False
2012-08-04,83,False
2012-08-05,86,False
2012-08-06,93,False
2012-08-07,89,False
2012-08-08,90,False
2012-08-09,85,False
2012-08-10,83,False
2012-08-11,77,False
2012-08-12,85,False
2012-08-13,90,False
2012-08-14,92,False
2012-08-15,88,False
2012-08-16,84,False
2012-08-17,79,False
2012-08-18,77,False
2012-08-19,84,False
2012-08-20,92,False
2012-08-21,90,False
2012-08-22,86,False
2012-08-23,82,False
2012-08-24,77,False
2012-08-25,74,False
2012-08-26,81,False
2012-08-27,84,False
2012-08-28,85,False
2012-08-29,81,False
2012-08-30,76,False
2012-08-31,75,False
2012-09-01,70,False
2012-09-02,75,False
2012-09-03,76,False
2012-09-04,83,False
2012-09-05,82,False
2012-09-06,79,False
2012-09-07,74,False
2012-09-08,70,False
2012-09-09,77,False
2012-09-10,78,False
2012-09-11,78,False
2012-09-12,79,False
2012-09-13,73,False
2012-09-14,71,False
2012-09-15,66,False
2012-09-16,75,False
2012-09-17,77,False
2012-09-18,78,False
2012-09-19,75,False
2012-09-20,72,False
2012-09-21,70,False
2012-09-22,64,False
2012-09-23,71,False
2012-09-24,76,False
2012-09-25,74,False
2012-09-26,73,False
2012-09-27,70,False
2012-09-28,67,False
2012-09-29,62,False
2012-09-30,71,False
2012-10-01,75,False
2012-10-02,79,False
2012-10-03,78,False
2012-10-04,75,False
2012-10-05,70,False
2012-10-06,66,False
2012-10-07,69,False
2012-10-08,75,False
2012-10-09,76,False
2012-10-10,75,False
2012-10-11,72,False
2012-10-12,64,False
2012-10-13,66,False
2012-10-14,69,False
2012-10-15,76,False
2012-10-16,74,False
2012-10-17,70,False
2012-10-18,69,False
2012-10-19,65,False
2012-10-20,60,False
2012-10-21,68,False
2012-10-22,74,False
2012-10-23,71,False
2012-10-24,70,False
2012-10-25,69,False
2012-10-26,62,False
2012-10-27,59,False
2012-10-28,67,False
2012-10-29,65,False
2012-10-30,65,False
2012-10-31,65,False
2012-11-01,68,False
2012-11-02,62,False
2012-11-03,59,False
2012-11-04,65,False
2012-11-05,68,False
2012-11-06,66,False
2012-11-07,62,False
2012-11-08,68,False
2012-11-09,62,False
2012-11-10,60,False
2012-11-11,65,False
2012-11-12,69,False
2012-11-13,68,False
2012-11-14,67,False
2012-11-15,64,False
2012-11-16,61,False
2012-11-17,59,False
2012-11-18,62,False
2012-11-19,66,False
2012-11-20,64,False
2012-11-21,61,False
2012-11-22,52,False
