date,DISH stock
2010-08-24,20
2010-08-25,21
2010-08-26,21
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,20
2010-08-31,20
2010-09-01,0
2010-09-02,20
2010-09-03,43
2010-09-04,0
2010-09-05,0
2010-09-06,42
2010-09-07,0
2010-09-08,0
2010-09-09,20
2010-09-10,0
2010-09-11,0
2010-09-12,25
2010-09-13,19
2010-09-14,19
2010-09-15,0
2010-09-16,20
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,20
2010-09-24,0
2010-09-25,0
2010-09-26,48
2010-09-27,0
2010-09-28,0
2010-09-29,19
2010-09-30,0
2010-10-01,41
2010-10-02,0
2010-10-03,24
2010-10-04,56
2010-10-05,38
2010-10-06,39
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,38
2010-10-14,19
2010-10-15,0
2010-10-16,0
2010-10-17,23
2010-10-18,0
2010-10-19,37
2010-10-20,19
2010-10-21,19
2010-10-22,0
2010-10-23,0
2010-10-24,23
2010-10-25,0
2010-10-26,19
2010-10-27,0
2010-10-28,0
2010-10-29,20
2010-10-30,24
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,18
2010-11-05,20
2010-11-06,0
2010-11-07,23
2010-11-08,36
2010-11-09,0
2010-11-10,19
2010-11-11,19
2010-11-12,0
2010-11-13,47
2010-11-14,23
2010-11-15,37
2010-11-16,18
2010-11-17,19
2010-11-18,19
2010-11-19,0
2010-11-20,23
2010-11-21,45
2010-11-22,0
2010-11-23,18
2010-11-24,18
2010-11-25,20
2010-11-26,0
2010-11-27,46
2010-11-28,0
2010-11-29,18
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,19
2010-12-09,0
2010-12-10,58
2010-12-11,46
2010-12-12,0
2010-12-13,0
2010-12-14,18
2010-12-15,18
2010-12-16,19
2010-12-17,0
2010-12-18,24
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,20
2010-12-23,0
2010-12-24,25
2010-12-25,0
2010-12-26,0
2010-12-27,20
2010-12-28,20
2010-12-29,0
2010-12-30,0
2010-12-31,25
2011-01-01,0
2011-01-02,23
2011-01-03,0
2011-01-04,18
2011-01-05,18
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,22
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,21
2011-01-17,0
2011-01-18,0
2011-01-19,68
2011-01-20,17
2011-01-21,18
2011-01-22,0
2011-01-23,0
2011-01-24,17
2011-01-25,17
2011-01-26,0
2011-01-27,0
2011-01-28,54
2011-01-29,62
2011-01-30,0
2011-01-31,16
2011-02-01,0
2011-02-02,16
2011-02-03,17
2011-02-04,0
2011-02-05,0
2011-02-06,0
2011-02-07,0
2011-02-08,17
2011-02-09,50
2011-02-10,17
2011-02-11,36
2011-02-12,0
2011-02-13,0
2011-02-14,17
2011-02-15,16
2011-02-16,33
2011-02-17,0
2011-02-18,0
2011-02-19,0
2011-02-20,20
2011-02-21,0
2011-02-22,34
2011-02-23,17
2011-02-24,0
2011-02-25,18
2011-02-26,0
2011-02-27,0
2011-02-28,0
2011-03-01,16
2011-03-02,0
2011-03-03,0
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,17
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,34
2011-03-12,42
2011-03-13,0
2011-03-14,17
2011-03-15,50
2011-03-16,0
2011-03-17,0
2011-03-18,35
2011-03-19,21
2011-03-20,21
2011-03-21,33
2011-03-22,0
2011-03-23,0
2011-03-24,17
2011-03-25,0
2011-03-26,0
2011-03-27,20
2011-03-28,0
2011-03-29,0
2011-03-30,17
2011-03-31,0
2011-04-01,18
2011-04-02,21
2011-04-03,20
2011-04-04,16
2011-04-05,33
2011-04-06,100
2011-04-07,67
2011-04-08,70
2011-04-09,21
2011-04-10,63
2011-04-11,16
2011-04-12,32
2011-04-13,17
2011-04-14,34
2011-04-15,18
2011-04-16,0
2011-04-17,0
2011-04-18,17
2011-04-19,50
2011-04-20,52
2011-04-21,18
2011-04-22,20
2011-04-23,45
2011-04-24,0
2011-04-25,18
2011-04-26,33
2011-04-27,0
2011-04-28,33
2011-04-29,35
2011-04-30,21
2011-05-01,63
2011-05-02,17
2011-05-03,16
2011-05-04,0
2011-05-05,34
2011-05-06,53
2011-05-07,0
2011-05-08,0
2011-05-09,32
2011-05-10,16
2011-05-11,49
