date,DISH stock
2016-05-04,67
2016-05-05,58
2016-05-06,59
2016-05-07,13
2016-05-08,13
2016-05-09,22
2016-05-10,44
2016-05-11,33
2016-05-12,67
2016-05-13,35
2016-05-14,26
2016-05-15,13
2016-05-16,66
2016-05-17,33
2016-05-18,22
2016-05-19,44
2016-05-20,46
2016-05-21,0
2016-05-22,0
2016-05-23,55
2016-05-24,55
2016-05-25,34
2016-05-26,35
2016-05-27,12
2016-05-28,13
2016-05-29,13
2016-05-30,23
2016-05-31,0
2016-06-01,45
2016-06-02,23
2016-06-03,59
2016-06-04,27
2016-06-05,0
2016-06-06,11
2016-06-07,45
2016-06-08,79
2016-06-09,57
2016-06-10,47
2016-06-11,0
2016-06-12,13
2016-06-13,66
2016-06-14,44
2016-06-15,45
2016-06-16,89
2016-06-17,12
2016-06-18,40
2016-06-19,13
2016-06-20,34
2016-06-21,11
2016-06-22,79
2016-06-23,23
2016-06-24,60
2016-06-25,13
2016-06-26,13
2016-06-27,45
2016-06-28,34
2016-06-29,46
2016-06-30,11
2016-07-01,48
2016-07-02,14
2016-07-03,0
2016-07-04,0
2016-07-05,36
2016-07-06,0
2016-07-07,61
2016-07-08,13
2016-07-09,14
2016-07-10,0
2016-07-11,24
2016-07-12,35
2016-07-13,60
2016-07-14,0
2016-07-15,25
2016-07-16,0
2016-07-17,0
2016-07-18,24
2016-07-19,12
2016-07-20,48
2016-07-21,48
2016-07-22,49
2016-07-23,28
2016-07-24,28
2016-07-25,35
2016-07-26,0
2016-07-27,35
2016-07-28,48
2016-07-29,12
2016-07-30,42
2016-07-31,14
2016-08-01,24
2016-08-02,23
2016-08-03,83
2016-08-04,12
2016-08-05,38
2016-08-06,29
2016-08-07,0
2016-08-08,24
2016-08-09,61
2016-08-10,24
2016-08-11,25
2016-08-12,13
2016-08-13,14
2016-08-14,0
2016-08-15,0
2016-08-16,37
2016-08-17,100
2016-08-18,0
2016-08-19,65
2016-08-20,29
2016-08-21,14
2016-08-22,12
2016-08-23,37
2016-08-24,61
2016-08-25,24
2016-08-26,25
2016-08-27,0
2016-08-28,40
2016-08-29,58
2016-08-30,81
2016-08-31,92
2016-09-01,23
2016-09-02,61
2016-09-03,0
2016-09-04,13
2016-09-05,24
2016-09-06,23
2016-09-07,23
2016-09-08,59
2016-09-09,24
2016-09-10,14
2016-09-11,0
2016-09-12,0
2016-09-13,46
2016-09-14,23
2016-09-15,47
2016-09-16,12
2016-09-17,13
2016-09-18,26
2016-09-19,23
2016-09-20,68
2016-09-21,23
2016-09-22,35
2016-09-23,36
2016-09-24,13
2016-09-25,13
2016-09-26,23
2016-09-27,45
2016-09-28,23
2016-09-29,34
2016-09-30,36
2016-10-01,39
2016-10-02,25
2016-10-03,23
2016-10-04,45
2016-10-05,34
2016-10-06,23
2016-10-07,46
2016-10-08,13
2016-10-09,0
2016-10-10,23
2016-10-11,23
2016-10-12,23
2016-10-13,57
2016-10-14,12
2016-10-15,0
2016-10-16,13
2016-10-17,67
2016-10-18,56
2016-10-19,22
2016-10-20,78
2016-10-21,24
2016-10-22,13
2016-10-23,26
2016-10-24,22
2016-10-25,45
2016-10-26,45
2016-10-27,46
2016-10-28,35
2016-10-29,13
2016-10-30,39
2016-10-31,12
2016-11-01,81
2016-11-02,46
2016-11-03,45
2016-11-04,12
2016-11-05,13
2016-11-06,13
2016-11-07,22
2016-11-08,22
2016-11-09,41
2016-11-10,68
2016-11-11,35
2016-11-12,13
2016-11-13,13
2016-11-14,33
2016-11-15,100
2016-11-16,55
2016-11-17,23
2016-11-18,12
2016-11-19,25
2016-11-20,50
2016-11-21,33
2016-11-22,65
2016-11-23,11
2016-11-24,11
2016-11-25,23
2016-11-26,25
2016-11-27,24
2016-11-28,74
2016-11-29,53
2016-11-30,43
2016-12-01,44
2016-12-02,56
2016-12-03,49
2016-12-04,23
2016-12-05,20
2016-12-06,42
2016-12-07,64
2016-12-08,87
2016-12-09,33
2016-12-10,50
2016-12-11,12
2016-12-12,21
2016-12-13,42
2016-12-14,21
2016-12-15,11
2016-12-16,46
2016-12-17,13
2016-12-18,13
2016-12-19,22
2016-12-20,23
2016-12-21,34
2016-12-22,46
2016-12-23,24
2016-12-24,55
2016-12-25,14
2016-12-26,12
2016-12-27,11
2016-12-28,35
2016-12-29,35
2016-12-30,24
2016-12-31,40
2017-01-01,27
2017-01-02,11
2017-01-03,55
2017-01-04,55
2017-01-05,66
2017-01-06,34
2017-01-07,24
2017-01-08,12
2017-01-09,52
2017-01-10,63
2017-01-11,10
2017-01-12,42
2017-01-13,54
2017-01-14,24
2017-01-15,71
2017-01-16,11
2017-01-17,62
2017-01-18,21
2017-01-19,62
