date,DISH stock
2015-12-26,16
2015-12-27,16
2015-12-28,49
2015-12-29,42
2015-12-30,28
2015-12-31,78
2016-01-01,52
2016-01-02,16
2016-01-03,71
2016-01-04,55
2016-01-05,42
2016-01-06,48
2016-01-07,41
2016-01-08,56
2016-01-09,31
2016-01-10,45
2016-01-11,40
2016-01-12,40
2016-01-13,82
2016-01-14,33
2016-01-15,56
2016-01-16,39
2016-01-17,0
2016-01-18,27
2016-01-19,47
2016-01-20,61
2016-01-21,69
2016-01-22,57
2016-01-23,23
2016-01-24,30
2016-01-25,47
2016-01-26,80
2016-01-27,27
2016-01-28,67
2016-01-29,49
2016-01-30,23
2016-01-31,60
2016-02-01,67
2016-02-02,100
2016-02-03,87
2016-02-04,68
2016-02-05,49
2016-02-06,23
2016-02-07,38
2016-02-08,69
2016-02-09,76
2016-02-10,80
2016-02-11,74
2016-02-12,35
2016-02-13,53
2016-02-14,15
2016-02-15,47
2016-02-16,40
2016-02-17,40
2016-02-18,73
2016-02-19,34
2016-02-20,15
2016-02-21,38
2016-02-22,59
2016-02-23,46
2016-02-24,53
2016-02-25,27
2016-02-26,35
2016-02-27,53
2016-02-28,22
2016-02-29,71
2016-03-01,33
2016-03-02,39
2016-03-03,53
2016-03-04,55
2016-03-05,23
2016-03-06,15
2016-03-07,26
2016-03-08,20
2016-03-09,67
2016-03-10,13
2016-03-11,84
2016-03-12,46
2016-03-13,38
2016-03-14,33
2016-03-15,73
2016-03-16,40
2016-03-17,54
2016-03-18,21
2016-03-19,30
2016-03-20,23
2016-03-21,61
2016-03-22,40
2016-03-23,41
2016-03-24,29
2016-03-25,15
2016-03-26,16
2016-03-27,24
2016-03-28,42
2016-03-29,33
2016-03-30,20
2016-03-31,34
2016-04-01,69
2016-04-02,46
2016-04-03,15
2016-04-04,53
2016-04-05,33
2016-04-06,13
2016-04-07,41
2016-04-08,42
2016-04-09,15
2016-04-10,38
2016-04-11,27
2016-04-12,53
2016-04-13,27
2016-04-14,34
2016-04-15,35
2016-04-16,16
2016-04-17,38
2016-04-18,27
2016-04-19,47
2016-04-20,81
2016-04-21,75
2016-04-22,49
2016-04-23,23
2016-04-24,45
2016-04-25,39
2016-04-26,59
2016-04-27,66
2016-04-28,54
2016-04-29,35
2016-04-30,16
2016-05-01,47
2016-05-02,41
2016-05-03,33
2016-05-04,54
2016-05-05,76
2016-05-06,100
2016-05-07,64
2016-05-08,24
2016-05-09,54
2016-05-10,33
2016-05-11,73
2016-05-12,47
2016-05-13,41
2016-05-14,47
2016-05-15,31
2016-05-16,53
2016-05-17,86
2016-05-18,13
2016-05-19,47
2016-05-20,35
2016-05-21,0
2016-05-22,39
2016-05-23,53
2016-05-24,33
2016-05-25,61
2016-05-26,56
2016-05-27,86
2016-05-28,24
2016-05-29,39
2016-05-30,35
2016-05-31,41
2016-06-01,41
2016-06-02,76
2016-06-03,57
2016-06-04,24
2016-06-05,31
2016-06-06,47
2016-06-07,75
2016-06-08,75
2016-06-09,34
2016-06-10,29
2016-06-11,16
2016-06-12,16
2016-06-13,60
2016-06-14,33
2016-06-15,40
2016-06-16,74
2016-06-17,21
2016-06-18,16
2016-06-19,16
2016-06-20,27
2016-06-21,27
2016-06-22,47
2016-06-23,35
2016-06-24,94
2016-06-25,40
2016-06-26,0
2016-06-27,27
2016-06-28,55
2016-06-29,48
2016-06-30,14
2016-07-01,44
2016-07-02,16
2016-07-03,16
2016-07-04,43
2016-07-05,51
2016-07-06,58
2016-07-07,30
2016-07-08,38
2016-07-09,17
2016-07-10,16
2016-07-11,79
2016-07-12,50
2016-07-13,58
2016-07-14,28
2016-07-15,44
2016-07-16,16
2016-07-17,17
2016-07-18,50
2016-07-19,22
2016-07-20,43
2016-07-21,80
2016-07-22,30
2016-07-23,17
2016-07-24,0
2016-07-25,57
2016-07-26,29
2016-07-27,36
2016-07-28,58
2016-07-29,45
2016-07-30,25
2016-07-31,17
2016-08-01,36
2016-08-02,49
2016-08-03,79
2016-08-04,88
2016-08-05,15
2016-08-06,17
2016-08-07,35
2016-08-08,29
2016-08-09,37
2016-08-10,45
2016-08-11,76
2016-08-12,16
2016-08-13,0
2016-08-14,35
2016-08-15,32
2016-08-16,61
2016-08-17,91
2016-08-18,38
2016-08-19,63
2016-08-20,69
2016-08-21,70
2016-08-22,45
2016-08-23,15
2016-08-24,58
2016-08-25,42
2016-08-26,30
2016-08-27,0
2016-08-28,33
2016-08-29,56
2016-08-30,70
2016-08-31,42
2016-09-01,56
2016-09-02,30
2016-09-03,33
2016-09-04,0
2016-09-05,21
2016-09-06,41
2016-09-07,42
2016-09-08,64
2016-09-09,37
2016-09-10,16
2016-09-11,16
