date,DISH stock
2017-10-06,22
2017-10-07,6
2017-10-08,13
2017-10-09,21
2017-10-10,37
2017-10-11,22
2017-10-12,22
2017-10-13,56
2017-10-14,0
2017-10-15,12
2017-10-16,22
2017-10-17,27
2017-10-18,21
2017-10-19,39
2017-10-20,23
2017-10-21,6
2017-10-22,0
2017-10-23,16
2017-10-24,21
2017-10-25,5
2017-10-26,38
2017-10-27,28
2017-10-28,12
2017-10-29,12
2017-10-30,27
2017-10-31,22
2017-11-01,11
2017-11-02,22
2017-11-03,33
2017-11-04,6
2017-11-05,18
2017-11-06,36
2017-11-07,62
2017-11-08,42
2017-11-09,52
2017-11-10,27
2017-11-11,0
2017-11-12,30
2017-11-13,26
2017-11-14,0
2017-11-15,21
2017-11-16,21
2017-11-17,16
2017-11-18,12
2017-11-19,6
2017-11-20,21
2017-11-21,31
2017-11-22,32
2017-11-23,16
2017-11-24,22
2017-11-25,30
2017-11-26,12
2017-11-27,41
2017-11-28,16
2017-11-29,31
2017-11-30,37
2017-12-01,11
2017-12-02,6
2017-12-03,0
2017-12-04,16
2017-12-05,31
2017-12-06,42
2017-12-07,32
2017-12-08,22
2017-12-09,12
2017-12-10,6
2017-12-11,15
2017-12-12,32
2017-12-13,31
2017-12-14,59
2017-12-15,17
2017-12-16,31
2017-12-17,0
2017-12-18,53
2017-12-19,16
2017-12-20,39
2017-12-21,17
2017-12-22,30
2017-12-23,6
2017-12-24,14
2017-12-25,14
2017-12-26,35
2017-12-27,34
2017-12-28,28
2017-12-29,12
2017-12-30,6
2017-12-31,20
2018-01-01,19
2018-01-02,27
2018-01-03,100
2018-01-04,16
2018-01-05,43
2018-01-06,12
2018-01-07,0
2018-01-08,21
2018-01-09,25
2018-01-10,20
2018-01-11,26
2018-01-12,32
2018-01-13,18
2018-01-14,0
2018-01-15,10
2018-01-16,25
2018-01-17,60
2018-01-18,40
2018-01-19,21
2018-01-20,6
2018-01-21,12
2018-01-22,25
2018-01-23,35
2018-01-24,25
2018-01-25,30
2018-01-26,16
2018-01-27,18
2018-01-28,6
2018-01-29,10
2018-01-30,20
2018-01-31,15
2018-02-01,30
2018-02-02,16
2018-02-03,6
2018-02-04,17
2018-02-05,15
2018-02-06,35
2018-02-07,20
2018-02-08,31
2018-02-09,26
2018-02-10,18
2018-02-11,6
2018-02-12,21
2018-02-13,36
2018-02-14,10
2018-02-15,21
2018-02-16,32
2018-02-17,12
2018-02-18,6
2018-02-19,26
2018-02-20,20
2018-02-21,30
2018-02-22,20
2018-02-23,10
2018-02-24,12
2018-02-25,0
2018-02-26,20
2018-02-27,35
2018-02-28,10
2018-03-01,20
2018-03-02,10
2018-03-03,12
2018-03-04,11
2018-03-05,24
2018-03-06,30
2018-03-07,30
2018-03-08,20
2018-03-09,26
2018-03-10,12
2018-03-11,17
2018-03-12,20
2018-03-13,15
2018-03-14,30
2018-03-15,45
2018-03-16,31
2018-03-17,29
2018-03-18,17
2018-03-19,10
2018-03-20,30
2018-03-21,40
2018-03-22,31
2018-03-23,10
2018-03-24,0
2018-03-25,6
2018-03-26,30
2018-03-27,31
2018-03-28,31
2018-03-29,16
2018-03-30,23
2018-03-31,6
2018-04-01,6
2018-04-02,22
2018-04-03,40
2018-04-04,41
2018-04-05,36
2018-04-06,11
2018-04-07,12
2018-04-08,6
2018-04-09,30
