date,DISH stock
2017-05-29,18
2017-05-30,34
2017-05-31,25
2017-06-01,0
2017-06-02,0
2017-06-03,0
2017-06-04,10
2017-06-05,34
2017-06-06,49
2017-06-07,58
2017-06-08,33
2017-06-09,35
2017-06-10,0
2017-06-11,10
2017-06-12,25
2017-06-13,16
2017-06-14,34
2017-06-15,61
2017-06-16,27
2017-06-17,31
2017-06-18,0
2017-06-19,9
2017-06-20,41
2017-06-21,41
2017-06-22,25
2017-06-23,9
2017-06-24,20
2017-06-25,20
2017-06-26,34
2017-06-27,26
2017-06-28,61
2017-06-29,35
2017-06-30,27
2017-07-01,40
2017-07-02,20
2017-07-03,26
2017-07-04,18
2017-07-05,27
2017-07-06,45
2017-07-07,27
2017-07-08,10
2017-07-09,10
2017-07-10,34
2017-07-11,34
2017-07-12,43
2017-07-13,61
2017-07-14,18
2017-07-15,0
2017-07-16,20
2017-07-17,60
2017-07-18,52
2017-07-19,44
2017-07-20,35
2017-07-21,18
2017-07-22,30
2017-07-23,0
2017-07-24,42
2017-07-25,51
2017-07-26,33
2017-07-27,60
2017-07-28,54
2017-07-29,20
2017-07-30,40
2017-07-31,17
2017-08-01,8
2017-08-02,87
2017-08-03,100
2017-08-04,35
2017-08-05,29
2017-08-06,49
2017-08-07,16
2017-08-08,64
2017-08-09,33
2017-08-10,17
2017-08-11,36
2017-08-12,19
2017-08-13,19
2017-08-14,0
2017-08-15,17
2017-08-16,33
2017-08-17,8
2017-08-18,26
2017-08-19,29
2017-08-20,29
2017-08-21,73
2017-08-22,8
2017-08-23,50
2017-08-24,34
2017-08-25,9
2017-08-26,10
2017-08-27,9
2017-08-28,17
2017-08-29,25
2017-08-30,25
2017-08-31,42
2017-09-01,26
2017-09-02,0
2017-09-03,10
2017-09-04,26
2017-09-05,57
2017-09-06,41
2017-09-07,25
2017-09-08,26
2017-09-09,0
2017-09-10,19
2017-09-11,32
2017-09-12,32
2017-09-13,16
2017-09-14,25
2017-09-15,34
2017-09-16,10
2017-09-17,37
2017-09-18,41
2017-09-19,32
2017-09-20,8
2017-09-21,41
2017-09-22,17
2017-09-23,28
2017-09-24,28
2017-09-25,57
2017-09-26,24
2017-09-27,32
2017-09-28,41
2017-09-29,43
2017-09-30,19
2017-10-01,28
2017-10-02,16
2017-10-03,16
2017-10-04,33
2017-10-05,66
2017-10-06,42
2017-10-07,19
2017-10-08,28
2017-10-09,40
2017-10-10,24
2017-10-11,40
2017-10-12,33
2017-10-13,68
2017-10-14,9
2017-10-15,9
2017-10-16,40
2017-10-17,32
2017-10-18,40
2017-10-19,41
2017-10-20,8
2017-10-21,9
2017-10-22,27
2017-10-23,16
2017-10-24,31
2017-10-25,24
2017-10-26,48
2017-10-27,41
2017-10-28,19
2017-10-29,18
2017-10-30,48
2017-10-31,33
2017-11-01,17
2017-11-02,8
2017-11-03,17
2017-11-04,18
2017-11-05,18
2017-11-06,86
2017-11-07,70
2017-11-08,48
2017-11-09,23
2017-11-10,33
2017-11-11,0
2017-11-12,35
2017-11-13,31
2017-11-14,16
2017-11-15,39
2017-11-16,31
2017-11-17,24
2017-11-18,18
2017-11-19,0
2017-11-20,47
2017-11-21,39
2017-11-22,55
2017-11-23,49
2017-11-24,33
2017-11-25,36
2017-11-26,26
2017-11-27,61
2017-11-28,16
2017-11-29,31
2017-11-30,16
2017-12-01,25
2017-12-02,9
2017-12-03,0
2017-12-04,54
2017-12-05,47
2017-12-06,47
2017-12-07,24
2017-12-08,17
2017-12-09,28
2017-12-10,9
2017-12-11,23
2017-12-12,47
2017-12-13,31
2017-12-14,40
2017-12-15,50
2017-12-16,28
2017-12-17,27
2017-12-18,72
2017-12-19,16
2017-12-20,33
2017-12-21,17
2017-12-22,45
2017-12-23,19
2017-12-24,50
2017-12-25,20
2017-12-26,27
2017-12-27,42
2017-12-28,43
2017-12-29,26
2017-12-30,9
2017-12-31,0
2018-01-01,38
2018-01-02,49
2018-01-03,79
2018-01-04,32
2018-01-05,49
2018-01-06,44
2018-01-07,9
2018-01-08,38
2018-01-09,23
2018-01-10,39
2018-01-11,47
2018-01-12,48
2018-01-13,44
2018-01-14,0
2018-01-15,15
2018-01-16,53
2018-01-17,52
2018-01-18,53
2018-01-19,24
2018-01-20,9
2018-01-21,26
2018-01-22,67
2018-01-23,45
2018-01-24,23
2018-01-25,30
2018-01-26,24
2018-01-27,26
2018-01-28,17
2018-01-29,61
2018-01-30,23
2018-01-31,30
2018-02-01,46
2018-02-02,16
2018-02-03,9
2018-02-04,17
2018-02-05,23
2018-02-06,30
2018-02-07,30
2018-02-08,31
2018-02-09,39
2018-02-10,26
2018-02-11,9
2018-02-12,23
2018-02-13,47
