date,DISH stock
2013-11-06,35
2013-11-07,36
2013-11-08,74
2013-11-09,14
2013-11-10,14
2013-11-11,35
2013-11-12,35
2013-11-13,12
2013-11-14,72
2013-11-15,25
2013-11-16,0
2013-11-17,40
2013-11-18,12
2013-11-19,0
2013-11-20,35
2013-11-21,23
2013-11-22,12
2013-11-23,27
2013-11-24,0
2013-11-25,57
2013-11-26,34
2013-11-27,23
2013-11-28,25
2013-11-29,12
2013-11-30,28
2013-12-01,13
2013-12-02,45
2013-12-03,23
2013-12-04,35
2013-12-05,23
2013-12-06,48
2013-12-07,28
2013-12-08,0
2013-12-09,23
2013-12-10,11
2013-12-11,58
2013-12-12,12
2013-12-13,0
2013-12-14,0
2013-12-15,28
2013-12-16,23
2013-12-17,36
2013-12-18,24
2013-12-19,24
2013-12-20,13
2013-12-21,73
2013-12-22,29
2013-12-23,0
2013-12-24,14
2013-12-25,0
2013-12-26,13
2013-12-27,13
2013-12-28,0
2013-12-29,28
2013-12-30,38
2013-12-31,28
2014-01-01,15
2014-01-02,36
2014-01-03,0
2014-01-04,27
2014-01-05,13
2014-01-06,35
2014-01-07,34
2014-01-08,23
2014-01-09,69
2014-01-10,12
2014-01-11,0
2014-01-12,40
2014-01-13,11
2014-01-14,11
2014-01-15,11
2014-01-16,23
2014-01-17,23
2014-01-18,53
2014-01-19,0
2014-01-20,45
2014-01-21,22
2014-01-22,56
2014-01-23,33
2014-01-24,34
2014-01-25,13
2014-01-26,0
2014-01-27,66
2014-01-28,11
2014-01-29,33
2014-01-30,23
2014-01-31,70
2014-02-01,0
2014-02-02,0
2014-02-03,55
2014-02-04,77
2014-02-05,11
2014-02-06,30
2014-02-07,0
2014-02-08,39
2014-02-09,0
2014-02-10,33
2014-02-11,22
2014-02-12,22
2014-02-13,45
2014-02-14,23
2014-02-15,26
2014-02-16,26
2014-02-17,0
2014-02-18,22
2014-02-19,44
2014-02-20,22
2014-02-21,35
2014-02-22,0
2014-02-23,13
2014-02-24,33
2014-02-25,44
2014-02-26,11
2014-02-27,11
2014-02-28,12
2014-03-01,13
2014-03-02,0
2014-03-03,33
2014-03-04,56
2014-03-05,66
2014-03-06,78
2014-03-07,58
2014-03-08,52
2014-03-09,26
2014-03-10,11
2014-03-11,44
2014-03-12,22
2014-03-13,11
2014-03-14,23
2014-03-15,0
2014-03-16,0
2014-03-17,11
2014-03-18,33
2014-03-19,11
2014-03-20,22
2014-03-21,23
2014-03-22,13
2014-03-23,13
2014-03-24,43
2014-03-25,32
2014-03-26,88
2014-03-27,56
2014-03-28,23
2014-03-29,26
2014-03-30,64
2014-03-31,55
2014-04-01,33
2014-04-02,44
2014-04-03,44
2014-04-04,35
2014-04-05,13
2014-04-06,13
2014-04-07,22
2014-04-08,33
2014-04-09,44
2014-04-10,34
2014-04-11,35
2014-04-12,27
2014-04-13,0
2014-04-14,44
2014-04-15,56
2014-04-16,34
2014-04-17,12
2014-04-18,0
2014-04-19,14
2014-04-20,14
2014-04-21,0
2014-04-22,33
2014-04-23,55
2014-04-24,11
2014-04-25,24
2014-04-26,13
2014-04-27,51
2014-04-28,33
2014-04-29,33
2014-04-30,45
2014-05-01,24
2014-05-02,36
2014-05-03,0
2014-05-04,0
2014-05-05,56
2014-05-06,22
2014-05-07,22
2014-05-08,11
2014-05-09,35
2014-05-10,13
2014-05-11,0
2014-05-12,33
2014-05-13,32
2014-05-14,11
2014-05-15,56
2014-05-16,68
2014-05-17,0
2014-05-18,26
2014-05-19,44
2014-05-20,33
2014-05-21,48
2014-05-22,61
2014-05-23,13
2014-05-24,0
2014-05-25,15
2014-05-26,37
2014-05-27,24
2014-05-28,61
2014-05-29,100
2014-05-30,38
2014-05-31,59
2014-06-01,30
2014-06-02,36
2014-06-03,12
2014-06-04,12
2014-06-05,25
2014-06-06,26
2014-06-07,31
2014-06-08,30
2014-06-09,37
2014-06-10,25
2014-06-11,48
2014-06-12,37
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,61
2014-06-17,24
2014-06-18,0
2014-06-19,25
2014-06-20,13
2014-06-21,0
2014-06-22,15
2014-06-23,61
2014-06-24,36
2014-06-25,12
2014-06-26,25
2014-06-27,26
2014-06-28,15
2014-06-29,30
2014-06-30,12
2014-07-01,0
2014-07-02,13
2014-07-03,0
2014-07-04,14
2014-07-05,30
2014-07-06,46
2014-07-07,12
2014-07-08,12
2014-07-09,0
2014-07-10,12
2014-07-11,0
2014-07-12,15
2014-07-13,15
2014-07-14,50
2014-07-15,0
2014-07-16,25
2014-07-17,50
2014-07-18,13
2014-07-19,15
2014-07-20,0
2014-07-21,0
2014-07-22,37
2014-07-23,25
2014-07-24,25
