date,DISH stock
2015-04-10,6
2015-04-11,7
2015-04-12,7
2015-04-13,24
2015-04-14,12
2015-04-15,18
2015-04-16,24
2015-04-17,6
2015-04-18,0
2015-04-19,0
2015-04-20,12
2015-04-21,12
2015-04-22,12
2015-04-23,18
2015-04-24,19
2015-04-25,0
2015-04-26,0
2015-04-27,12
2015-04-28,29
2015-04-29,18
2015-04-30,25
2015-05-01,20
2015-05-02,7
2015-05-03,0
2015-05-04,24
2015-05-05,18
2015-05-06,12
2015-05-07,24
2015-05-08,19
2015-05-09,14
2015-05-10,7
2015-05-11,0
2015-05-12,35
2015-05-13,12
2015-05-14,49
2015-05-15,6
2015-05-16,14
2015-05-17,14
2015-05-18,23
2015-05-19,6
2015-05-20,18
2015-05-21,6
2015-05-22,19
2015-05-23,14
2015-05-24,7
2015-05-25,31
2015-05-26,29
2015-05-27,35
2015-05-28,18
2015-05-29,19
2015-05-30,21
2015-05-31,7
2015-06-01,53
2015-06-02,0
2015-06-03,24
2015-06-04,100
2015-06-05,45
2015-06-06,51
2015-06-07,29
2015-06-08,35
2015-06-09,23
2015-06-10,42
2015-06-11,18
2015-06-12,37
2015-06-13,29
2015-06-14,14
2015-06-15,12
2015-06-16,12
2015-06-17,12
2015-06-18,6
2015-06-19,25
2015-06-20,14
2015-06-21,22
2015-06-22,18
2015-06-23,18
2015-06-24,30
2015-06-25,12
2015-06-26,25
2015-06-27,7
2015-06-28,28
2015-06-29,24
2015-06-30,24
2015-07-01,12
2015-07-02,12
2015-07-03,39
2015-07-04,7
2015-07-05,0
2015-07-06,23
2015-07-07,6
2015-07-08,36
2015-07-09,18
2015-07-10,12
2015-07-11,14
2015-07-12,7
2015-07-13,12
2015-07-14,18
2015-07-15,6
2015-07-16,18
2015-07-17,32
2015-07-18,0
2015-07-19,8
2015-07-20,13
2015-07-21,18
2015-07-22,6
2015-07-23,12
2015-07-24,6
2015-07-25,14
2015-07-26,7
2015-07-27,24
2015-07-28,47
2015-07-29,6
2015-07-30,30
2015-07-31,31
2015-08-01,0
2015-08-02,0
2015-08-03,0
2015-08-04,36
2015-08-05,24
2015-08-06,12
2015-08-07,6
2015-08-08,0
2015-08-09,0
2015-08-10,18
2015-08-11,12
2015-08-12,6
2015-08-13,18
2015-08-14,12
2015-08-15,7
2015-08-16,0
2015-08-17,6
2015-08-18,0
2015-08-19,0
2015-08-20,24
2015-08-21,25
2015-08-22,7
2015-08-23,14
2015-08-24,23
2015-08-25,52
2015-08-26,12
2015-08-27,47
2015-08-28,6
2015-08-29,7
2015-08-30,14
2015-08-31,23
2015-09-01,11
2015-09-02,6
2015-09-03,6
2015-09-04,12
2015-09-05,0
2015-09-06,7
2015-09-07,6
2015-09-08,17
2015-09-09,23
2015-09-10,23
2015-09-11,18
2015-09-12,0
2015-09-13,13
2015-09-14,11
2015-09-15,34
2015-09-16,17
2015-09-17,28
2015-09-18,12
2015-09-19,0
2015-09-20,13
2015-09-21,17
2015-09-22,22
2015-09-23,17
2015-09-24,17
2015-09-25,12
2015-09-26,27
2015-09-27,20
2015-09-28,11
2015-09-29,22
2015-09-30,17
2015-10-01,11
2015-10-02,24
2015-10-03,7
2015-10-04,6
2015-10-05,17
2015-10-06,22
2015-10-07,17
2015-10-08,28
2015-10-09,17
2015-10-10,20
2015-10-11,20
2015-10-12,17
2015-10-13,22
2015-10-14,11
2015-10-15,6
2015-10-16,29
2015-10-17,0
2015-10-18,0
2015-10-19,16
2015-10-20,16
2015-10-21,16
2015-10-22,17
2015-10-23,18
2015-10-24,7
2015-10-25,19
2015-10-26,27
2015-10-27,33
2015-10-28,27
2015-10-29,39
2015-10-30,12
2015-10-31,13
2015-11-01,13
2015-11-02,17
2015-11-03,33
2015-11-04,5
2015-11-05,22
2015-11-06,12
2015-11-07,13
2015-11-08,6
2015-11-09,16
2015-11-10,22
2015-11-11,17
2015-11-12,6
2015-11-13,23
2015-11-14,0
2015-11-15,6
2015-11-16,22
2015-11-17,22
2015-11-18,33
2015-11-19,22
2015-11-20,6
2015-11-21,0
2015-11-22,25
2015-11-23,44
2015-11-24,22
2015-11-25,17
2015-11-26,6
2015-11-27,6
2015-11-28,39
2015-11-29,56
2015-11-30,5
2015-12-01,11
2015-12-02,5
2015-12-03,28
2015-12-04,0
2015-12-05,20
2015-12-06,13
2015-12-07,5
2015-12-08,22
2015-12-09,17
2015-12-10,17
2015-12-11,17
2015-12-12,0
2015-12-13,19
2015-12-14,16
2015-12-15,17
2015-12-16,11
2015-12-17,23
2015-12-18,0
2015-12-19,14
2015-12-20,27
2015-12-21,18
2015-12-22,0
2015-12-23,0
2015-12-24,14
2015-12-25,0
2015-12-26,0
