date,DISH stock
2012-01-26,0
2012-01-27,36
2012-01-28,0
2012-01-29,20
2012-01-30,0
2012-01-31,34
2012-02-01,0
2012-02-02,34
2012-02-03,71
2012-02-04,0
2012-02-05,20
2012-02-06,0
2012-02-07,17
2012-02-08,17
2012-02-09,34
2012-02-10,18
2012-02-11,0
2012-02-12,79
2012-02-13,100
2012-02-14,0
2012-02-15,34
2012-02-16,17
2012-02-17,18
2012-02-18,61
2012-02-19,0
2012-02-20,0
2012-02-21,0
2012-02-22,50
2012-02-23,34
2012-02-24,18
2012-02-25,41
2012-02-26,0
2012-02-27,67
2012-02-28,83
2012-02-29,17
2012-03-01,71
2012-03-02,0
2012-03-03,0
2012-03-04,21
2012-03-05,17
2012-03-06,33
2012-03-07,17
2012-03-08,34
2012-03-09,35
2012-03-10,0
2012-03-11,20
2012-03-12,17
2012-03-13,0
2012-03-14,84
2012-03-15,17
2012-03-16,18
2012-03-17,0
2012-03-18,40
2012-03-19,50
2012-03-20,0
2012-03-21,17
2012-03-22,52
2012-03-23,54
2012-03-24,41
2012-03-25,21
2012-03-26,51
2012-03-27,50
2012-03-28,0
2012-03-29,0
2012-03-30,18
2012-03-31,0
2012-04-01,21
2012-04-02,0
2012-04-03,34
2012-04-04,17
2012-04-05,18
2012-04-06,20
2012-04-07,0
2012-04-08,22
2012-04-09,40
2012-04-10,52
2012-04-11,34
2012-04-12,34
2012-04-13,18
2012-04-14,61
2012-04-15,0
2012-04-16,33
2012-04-17,0
2012-04-18,17
2012-04-19,17
2012-04-20,35
2012-04-21,0
2012-04-22,0
2012-04-23,16
2012-04-24,33
2012-04-25,0
2012-04-26,17
2012-04-27,0
2012-04-28,21
2012-04-29,41
2012-04-30,17
2012-05-01,18
2012-05-02,33
2012-05-03,17
2012-05-04,0
2012-05-05,0
2012-05-06,0
2012-05-07,33
2012-05-08,17
2012-05-09,33
2012-05-10,34
2012-05-11,18
2012-05-12,41
2012-05-13,0
2012-05-14,49
2012-05-15,33
2012-05-16,50
2012-05-17,17
2012-05-18,53
2012-05-19,42
2012-05-20,41
2012-05-21,0
2012-05-22,0
2012-05-23,0
2012-05-24,17
2012-05-25,35
2012-05-26,21
2012-05-27,0
2012-05-28,18
2012-05-29,16
2012-05-30,0
2012-05-31,0
2012-06-01,35
2012-06-02,0
2012-06-03,0
2012-06-04,33
2012-06-05,0
2012-06-06,16
2012-06-07,0
2012-06-08,35
2012-06-09,0
2012-06-10,0
2012-06-11,16
2012-06-12,16
2012-06-13,16
2012-06-14,0
2012-06-15,35
2012-06-16,0
2012-06-17,0
2012-06-18,33
2012-06-19,16
2012-06-20,50
2012-06-21,33
2012-06-22,35
2012-06-23,42
2012-06-24,0
2012-06-25,16
2012-06-26,0
2012-06-27,33
2012-06-28,17
2012-06-29,0
2012-06-30,21
2012-07-01,0
2012-07-02,0
2012-07-03,17
2012-07-04,17
2012-07-05,0
2012-07-06,0
2012-07-07,21
2012-07-08,21
2012-07-09,16
2012-07-10,16
2012-07-11,17
2012-07-12,34
2012-07-13,53
2012-07-14,0
2012-07-15,0
2012-07-16,17
2012-07-17,16
2012-07-18,33
2012-07-19,69
2012-07-20,54
2012-07-21,0
2012-07-22,0
2012-07-23,34
2012-07-24,17
2012-07-25,51
2012-07-26,0
2012-07-27,18
2012-07-28,0
2012-07-29,0
2012-07-30,67
2012-07-31,0
2012-08-01,17
2012-08-02,17
2012-08-03,35
2012-08-04,0
2012-08-05,21
2012-08-06,0
2012-08-07,67
2012-08-08,0
2012-08-09,17
2012-08-10,18
2012-08-11,21
2012-08-12,0
2012-08-13,0
2012-08-14,17
2012-08-15,0
2012-08-16,0
2012-08-17,18
2012-08-18,21
2012-08-19,21
2012-08-20,34
2012-08-21,34
2012-08-22,0
2012-08-23,17
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,16
2012-08-28,32
2012-08-29,16
2012-08-30,50
2012-08-31,17
2012-09-01,20
2012-09-02,20
2012-09-03,0
2012-09-04,16
2012-09-05,16
2012-09-06,49
2012-09-07,17
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,48
2012-09-12,0
2012-09-13,16
2012-09-14,34
2012-09-15,0
2012-09-16,20
2012-09-17,48
2012-09-18,47
2012-09-19,32
2012-09-20,0
2012-09-21,17
2012-09-22,19
2012-09-23,0
2012-09-24,0
2012-09-25,78
2012-09-26,79
2012-09-27,48
2012-09-28,33
2012-09-29,39
2012-09-30,0
2012-10-01,0
2012-10-02,32
2012-10-03,48
2012-10-04,63
2012-10-05,49
2012-10-06,19
2012-10-07,18
2012-10-08,30
2012-10-09,46
2012-10-10,0
2012-10-11,15
2012-10-12,33
