date,DISH stock
2016-09-11,0
2016-09-12,31
2016-09-13,40
2016-09-14,20
2016-09-15,30
2016-09-16,21
2016-09-17,34
2016-09-18,11
2016-09-19,68
2016-09-20,29
2016-09-21,20
2016-09-22,10
2016-09-23,21
2016-09-24,12
2016-09-25,0
2016-09-26,20
2016-09-27,20
2016-09-28,40
2016-09-29,10
2016-09-30,41
2016-10-01,23
2016-10-02,0
2016-10-03,39
2016-10-04,49
2016-10-05,39
2016-10-06,39
2016-10-07,20
2016-10-08,11
2016-10-09,22
2016-10-10,20
2016-10-11,20
2016-10-12,30
2016-10-13,39
2016-10-14,51
2016-10-15,11
2016-10-16,22
2016-10-17,49
2016-10-18,58
2016-10-19,39
2016-10-20,20
2016-10-21,20
2016-10-22,11
2016-10-23,11
2016-10-24,29
2016-10-25,48
2016-10-26,28
2016-10-27,20
2016-10-28,41
2016-10-29,34
2016-10-30,0
2016-10-31,20
2016-11-01,50
2016-11-02,39
2016-11-03,29
2016-11-04,31
2016-11-05,11
2016-11-06,11
2016-11-07,19
2016-11-08,38
2016-11-09,44
2016-11-10,69
2016-11-11,20
2016-11-12,34
2016-11-13,11
2016-11-14,48
2016-11-15,0
2016-11-16,10
2016-11-17,29
2016-11-18,30
2016-11-19,22
2016-11-20,11
2016-11-21,67
2016-11-22,19
2016-11-23,10
2016-11-24,30
2016-11-25,40
2016-11-26,11
2016-11-27,21
2016-11-28,36
2016-11-29,18
2016-11-30,37
2016-12-01,19
2016-12-02,0
2016-12-03,32
2016-12-04,0
2016-12-05,17
2016-12-06,46
2016-12-07,46
2016-12-08,28
2016-12-09,59
2016-12-10,0
2016-12-11,21
2016-12-12,9
2016-12-13,37
2016-12-14,46
2016-12-15,38
2016-12-16,30
2016-12-17,22
2016-12-18,0
2016-12-19,48
2016-12-20,77
2016-12-21,10
2016-12-22,10
2016-12-23,52
2016-12-24,24
2016-12-25,37
2016-12-26,0
2016-12-27,20
2016-12-28,20
2016-12-29,30
2016-12-30,11
2016-12-31,12
2017-01-01,12
2017-01-02,20
2017-01-03,47
2017-01-04,47
2017-01-05,19
2017-01-06,29
2017-01-07,32
2017-01-08,32
2017-01-09,55
2017-01-10,82
2017-01-11,18
2017-01-12,18
2017-01-13,28
2017-01-14,21
2017-01-15,31
2017-01-16,9
2017-01-17,27
2017-01-18,45
2017-01-19,9
2017-01-20,18
2017-01-21,31
2017-01-22,20
2017-01-23,44
2017-01-24,36
2017-01-25,63
2017-01-26,91
2017-01-27,19
2017-01-28,31
2017-01-29,0
2017-01-30,53
2017-01-31,36
2017-02-01,26
2017-02-02,73
2017-02-03,47
2017-02-04,71
2017-02-05,30
2017-02-06,35
2017-02-07,9
2017-02-08,27
2017-02-09,9
2017-02-10,37
2017-02-11,10
2017-02-12,30
2017-02-13,53
2017-02-14,36
2017-02-15,63
2017-02-16,62
2017-02-17,44
2017-02-18,0
2017-02-19,10
2017-02-20,18
2017-02-21,18
2017-02-22,62
2017-02-23,0
2017-02-24,9
2017-02-25,20
2017-02-26,20
2017-02-27,17
2017-02-28,53
2017-03-01,17
2017-03-02,0
2017-03-03,54
2017-03-04,10
2017-03-05,40
2017-03-06,25
2017-03-07,100
2017-03-08,35
2017-03-09,53
2017-03-10,37
2017-03-11,10
2017-03-12,10
2017-03-13,33
2017-03-14,26
2017-03-15,53
2017-03-16,18
2017-03-17,28
2017-03-18,0
2017-03-19,10
2017-03-20,35
2017-03-21,44
2017-03-22,26
2017-03-23,18
2017-03-24,37
2017-03-25,52
2017-03-26,31
2017-03-27,45
2017-03-28,44
2017-03-29,18
2017-03-30,27
2017-03-31,0
2017-04-01,10
2017-04-02,0
2017-04-03,35
2017-04-04,18
2017-04-05,44
2017-04-06,36
2017-04-07,18
2017-04-08,21
2017-04-09,21
2017-04-10,53
2017-04-11,73
2017-04-12,0
2017-04-13,38
2017-04-14,71
2017-04-15,0
2017-04-16,42
2017-04-17,83
2017-04-18,52
2017-04-19,0
2017-04-20,53
2017-04-21,46
2017-04-22,10
2017-04-23,20
2017-04-24,26
2017-04-25,26
2017-04-26,52
2017-04-27,80
2017-04-28,18
2017-04-29,21
2017-04-30,21
2017-05-01,38
2017-05-02,44
2017-05-03,44
2017-05-04,45
2017-05-05,28
2017-05-06,31
2017-05-07,31
2017-05-08,44
2017-05-09,61
2017-05-10,35
2017-05-11,18
2017-05-12,75
2017-05-13,10
2017-05-14,10
2017-05-15,65
2017-05-16,28
2017-05-17,56
2017-05-18,47
2017-05-19,30
2017-05-20,0
2017-05-21,0
2017-05-22,76
2017-05-23,65
2017-05-24,68
2017-05-25,29
2017-05-26,51
2017-05-27,0
2017-05-28,23
2017-05-29,30
