date,DISH stock
2017-01-19,37
2017-01-20,15
2017-01-21,17
2017-01-22,0
2017-01-23,22
2017-01-24,7
2017-01-25,37
2017-01-26,89
2017-01-27,31
2017-01-28,35
2017-01-29,17
2017-01-30,22
2017-01-31,37
2017-02-01,43
2017-02-02,59
2017-02-03,31
2017-02-04,42
2017-02-05,8
2017-02-06,51
2017-02-07,15
2017-02-08,22
2017-02-09,45
2017-02-10,38
2017-02-11,9
2017-02-12,17
2017-02-13,21
2017-02-14,44
2017-02-15,37
2017-02-16,36
2017-02-17,44
2017-02-18,0
2017-02-19,8
2017-02-20,22
2017-02-21,7
2017-02-22,36
2017-02-23,29
2017-02-24,23
2017-02-25,25
2017-02-26,16
2017-02-27,14
2017-02-28,22
2017-03-01,21
2017-03-02,14
2017-03-03,37
2017-03-04,16
2017-03-05,16
2017-03-06,41
2017-03-07,69
2017-03-08,22
2017-03-09,64
2017-03-10,30
2017-03-11,8
2017-03-12,0
2017-03-13,13
2017-03-14,15
2017-03-15,36
2017-03-16,29
2017-03-17,23
2017-03-18,0
2017-03-19,8
2017-03-20,22
2017-03-21,29
2017-03-22,7
2017-03-23,7
2017-03-24,38
2017-03-25,35
2017-03-26,25
2017-03-27,22
2017-03-28,15
2017-03-29,37
2017-03-30,37
2017-03-31,38
2017-04-01,8
2017-04-02,8
2017-04-03,36
2017-04-04,36
2017-04-05,51
2017-04-06,22
2017-04-07,15
2017-04-08,25
2017-04-09,17
2017-04-10,29
2017-04-11,52
2017-04-12,23
2017-04-13,16
2017-04-14,50
2017-04-15,9
2017-04-16,9
2017-04-17,38
2017-04-18,57
2017-04-19,7
2017-04-20,51
2017-04-21,23
2017-04-22,17
2017-04-23,16
2017-04-24,22
2017-04-25,22
2017-04-26,50
2017-04-27,51
2017-04-28,45
2017-04-29,17
2017-04-30,34
2017-05-01,31
2017-05-02,58
2017-05-03,36
2017-05-04,29
2017-05-05,8
2017-05-06,9
2017-05-07,8
2017-05-08,29
2017-05-09,21
2017-05-10,22
2017-05-11,59
2017-05-12,46
2017-05-13,9
2017-05-14,0
2017-05-15,46
2017-05-16,31
2017-05-17,39
2017-05-18,16
2017-05-19,24
2017-05-20,9
2017-05-21,0
2017-05-22,16
2017-05-23,46
2017-05-24,40
2017-05-25,40
2017-05-26,34
2017-05-27,0
2017-05-28,19
2017-05-29,8
2017-05-30,54
2017-05-31,38
2017-06-01,16
2017-06-02,17
2017-06-03,18
2017-06-04,0
2017-06-05,15
2017-06-06,53
2017-06-07,15
2017-06-08,38
2017-06-09,32
2017-06-10,28
2017-06-11,18
2017-06-12,8
2017-06-13,38
2017-06-14,31
2017-06-15,32
2017-06-16,0
2017-06-17,19
2017-06-18,9
2017-06-19,31
2017-06-20,15
2017-06-21,52
2017-06-22,7
2017-06-23,23
2017-06-24,0
2017-06-25,28
2017-06-26,16
2017-06-27,32
2017-06-28,40
2017-06-29,32
2017-06-30,25
2017-07-01,55
2017-07-02,37
2017-07-03,32
2017-07-04,0
2017-07-05,32
2017-07-06,32
2017-07-07,49
2017-07-08,19
2017-07-09,9
2017-07-10,39
2017-07-11,31
2017-07-12,32
2017-07-13,48
2017-07-14,41
2017-07-15,0
2017-07-16,9
2017-07-17,71
2017-07-18,71
2017-07-19,56
2017-07-20,32
2017-07-21,0
2017-07-22,27
2017-07-23,18
2017-07-24,54
2017-07-25,15
2017-07-26,38
2017-07-27,39
2017-07-28,41
2017-07-29,18
2017-07-30,18
2017-07-31,31
2017-08-01,45
2017-08-02,58
2017-08-03,100
2017-08-04,32
2017-08-05,18
2017-08-06,18
2017-08-07,15
2017-08-08,37
2017-08-09,0
2017-08-10,31
2017-08-11,32
2017-08-12,0
2017-08-13,0
2017-08-14,8
2017-08-15,16
2017-08-16,23
2017-08-17,38
2017-08-18,16
2017-08-19,9
2017-08-20,9
2017-08-21,45
2017-08-22,23
2017-08-23,30
2017-08-24,69
2017-08-25,16
2017-08-26,18
2017-08-27,0
2017-08-28,23
2017-08-29,37
2017-08-30,8
2017-08-31,38
2017-09-01,48
2017-09-02,0
2017-09-03,0
2017-09-04,16
2017-09-05,51
2017-09-06,22
2017-09-07,23
2017-09-08,16
2017-09-09,17
2017-09-10,8
2017-09-11,15
2017-09-12,15
2017-09-13,22
2017-09-14,37
2017-09-15,23
2017-09-16,17
2017-09-17,34
2017-09-18,30
2017-09-19,7
2017-09-20,37
2017-09-21,23
2017-09-22,24
2017-09-23,26
2017-09-24,8
2017-09-25,30
2017-09-26,44
2017-09-27,29
2017-09-28,52
2017-09-29,39
2017-09-30,0
2017-10-01,17
2017-10-02,29
2017-10-03,30
2017-10-04,37
2017-10-05,82
2017-10-06,23
