date,DISH stock
2014-03-16,0
2014-03-17,51
2014-03-18,13
2014-03-19,25
2014-03-20,38
2014-03-21,53
2014-03-22,0
2014-03-23,14
2014-03-24,37
2014-03-25,24
2014-03-26,75
2014-03-27,51
2014-03-28,52
2014-03-29,0
2014-03-30,44
2014-03-31,50
2014-04-01,50
2014-04-02,38
2014-04-03,25
2014-04-04,52
2014-04-05,15
2014-04-06,15
2014-04-07,25
2014-04-08,25
2014-04-09,38
2014-04-10,0
2014-04-11,93
2014-04-12,15
2014-04-13,15
2014-04-14,50
2014-04-15,25
2014-04-16,13
2014-04-17,27
2014-04-18,0
2014-04-19,32
2014-04-20,16
2014-04-21,28
2014-04-22,12
2014-04-23,38
2014-04-24,13
2014-04-25,40
2014-04-26,0
2014-04-27,29
2014-04-28,62
2014-04-29,25
2014-04-30,38
2014-05-01,56
2014-05-02,54
2014-05-03,0
2014-05-04,15
2014-05-05,25
2014-05-06,0
2014-05-07,0
2014-05-08,51
2014-05-09,27
2014-05-10,15
2014-05-11,0
2014-05-12,62
2014-05-13,87
2014-05-14,25
2014-05-15,76
2014-05-16,52
2014-05-17,15
2014-05-18,30
2014-05-19,100
2014-05-20,62
2014-05-21,55
2014-05-22,70
2014-05-23,58
2014-05-24,17
2014-05-25,17
2014-05-26,28
2014-05-27,41
2014-05-28,68
2014-05-29,42
2014-05-30,29
2014-05-31,17
2014-06-01,17
2014-06-02,42
2014-06-03,14
2014-06-04,27
2014-06-05,28
2014-06-06,44
2014-06-07,35
2014-06-08,17
2014-06-09,28
2014-06-10,57
2014-06-11,55
2014-06-12,42
2014-06-13,29
2014-06-14,0
2014-06-15,0
2014-06-16,14
2014-06-17,55
2014-06-18,28
2014-06-19,14
2014-06-20,30
2014-06-21,0
2014-06-22,34
2014-06-23,42
2014-06-24,28
2014-06-25,28
2014-06-26,28
2014-06-27,15
2014-06-28,0
2014-06-29,0
2014-06-30,28
2014-07-01,0
2014-07-02,57
2014-07-03,15
2014-07-04,15
2014-07-05,17
2014-07-06,35
2014-07-07,0
2014-07-08,14
2014-07-09,14
2014-07-10,28
2014-07-11,15
2014-07-12,34
2014-07-13,34
2014-07-14,57
2014-07-15,14
2014-07-16,29
2014-07-17,14
2014-07-18,15
2014-07-19,52
2014-07-20,0
2014-07-21,14
2014-07-22,70
2014-07-23,44
2014-07-24,29
2014-07-25,15
2014-07-26,0
2014-07-27,0
2014-07-28,29
2014-07-29,14
2014-07-30,14
2014-07-31,0
2014-08-01,30
2014-08-02,0
2014-08-03,17
2014-08-04,28
2014-08-05,0
2014-08-06,43
2014-08-07,0
2014-08-08,45
2014-08-09,0
2014-08-10,17
2014-08-11,14
2014-08-12,97
2014-08-13,41
2014-08-14,43
2014-08-15,30
2014-08-16,51
2014-08-17,17
2014-08-18,14
2014-08-19,14
2014-08-20,14
2014-08-21,42
2014-08-22,14
2014-08-23,0
2014-08-24,49
2014-08-25,41
2014-08-26,0
2014-08-27,14
2014-08-28,0
2014-08-29,29
2014-08-30,0
2014-08-31,32
2014-09-01,14
2014-09-02,13
2014-09-03,13
2014-09-04,0
2014-09-05,28
2014-09-06,16
2014-09-07,16
2014-09-08,27
2014-09-09,13
2014-09-10,13
2014-09-11,13
2014-09-12,55
2014-09-13,0
2014-09-14,16
2014-09-15,27
2014-09-16,66
2014-09-17,27
2014-09-18,27
2014-09-19,41
2014-09-20,16
2014-09-21,0
2014-09-22,13
2014-09-23,13
2014-09-24,0
2014-09-25,27
2014-09-26,56
2014-09-27,0
2014-09-28,0
2014-09-29,13
2014-09-30,39
2014-10-01,66
2014-10-02,40
2014-10-03,57
2014-10-04,32
2014-10-05,31
2014-10-06,0
2014-10-07,13
2014-10-08,26
2014-10-09,27
2014-10-10,14
2014-10-11,32
2014-10-12,0
2014-10-13,26
2014-10-14,13
2014-10-15,39
2014-10-16,39
2014-10-17,41
2014-10-18,31
2014-10-19,31
2014-10-20,26
2014-10-21,51
2014-10-22,51
2014-10-23,53
2014-10-24,41
2014-10-25,31
2014-10-26,15
2014-10-27,13
2014-10-28,25
2014-10-29,26
2014-10-30,26
2014-10-31,28
2014-11-01,0
2014-11-02,15
2014-11-03,39
2014-11-04,64
2014-11-05,38
2014-11-06,26
2014-11-07,54
2014-11-08,15
2014-11-09,0
2014-11-10,26
2014-11-11,26
2014-11-12,13
2014-11-13,25
2014-11-14,39
2014-11-15,45
2014-11-16,44
2014-11-17,51
2014-11-18,27
2014-11-19,52
2014-11-20,65
2014-11-21,53
2014-11-22,30
2014-11-23,59
2014-11-24,38
2014-11-25,88
2014-11-26,38
2014-11-27,53
2014-11-28,40
2014-11-29,30
2014-11-30,15
2014-12-01,62
