date,Electronic Arts,isPartial
2014-12-01,29,False
2014-12-02,29,False
2014-12-03,32,False
2014-12-04,27,False
2014-12-05,19,False
2014-12-06,31,False
2014-12-07,31,False
2014-12-08,28,False
2014-12-09,27,False
2014-12-10,34,False
2014-12-11,28,False
2014-12-12,27,False
2014-12-13,19,False
2014-12-14,34,False
2014-12-15,28,False
2014-12-16,25,False
2014-12-17,36,False
2014-12-18,20,False
2014-12-19,29,False
2014-12-20,29,False
2014-12-21,20,False
2014-12-22,28,False
2014-12-23,24,False
2014-12-24,25,False
2014-12-25,32,False
2014-12-26,27,False
2014-12-27,37,False
2014-12-28,25,False
2014-12-29,27,False
2014-12-30,29,False
2014-12-31,30,False
2015-01-01,24,False
2015-01-02,25,False
2015-01-03,24,False
2015-01-04,30,False
2015-01-05,33,False
2015-01-06,29,False
2015-01-07,24,False
2015-01-08,20,False
2015-01-09,23,False
2015-01-10,20,False
2015-01-11,25,False
2015-01-12,31,False
2015-01-13,20,False
2015-01-14,22,False
2015-01-15,19,False
2015-01-16,29,False
2015-01-17,22,False
2015-01-18,13,False
2015-01-19,25,False
2015-01-20,26,False
2015-01-21,34,False
2015-01-22,32,False
2015-01-23,29,False
2015-01-24,28,False
2015-01-25,10,False
2015-01-26,20,False
2015-01-27,29,False
2015-01-28,31,False
2015-01-29,32,False
2015-01-30,33,False
2015-01-31,29,False
2015-02-01,24,False
2015-02-02,25,False
2015-02-03,22,False
2015-02-04,33,False
2015-02-05,27,False
2015-02-06,21,False
2015-02-07,21,False
2015-02-08,27,False
2015-02-09,20,False
2015-02-10,24,False
2015-02-11,24,False
2015-02-12,30,False
2015-02-13,24,False
2015-02-14,25,False
2015-02-15,22,False
2015-02-16,27,False
2015-02-17,22,False
2015-02-18,26,False
2015-02-19,29,False
2015-02-20,30,False
2015-02-21,18,False
2015-02-22,17,False
2015-02-23,20,False
2015-02-24,31,False
2015-02-25,23,False
2015-02-26,20,False
2015-02-27,26,False
2015-02-28,21,False
2015-03-01,20,False
2015-03-02,22,False
2015-03-03,30,False
2015-03-04,28,False
2015-03-05,40,False
2015-03-06,28,False
2015-03-07,21,False
2015-03-08,22,False
2015-03-09,33,False
2015-03-10,19,False
2015-03-11,28,False
2015-03-12,30,False
2015-03-13,29,False
2015-03-14,19,False
2015-03-15,23,False
2015-03-16,30,False
2015-03-17,25,False
2015-03-18,26,False
2015-03-19,26,False
2015-03-20,22,False
2015-03-21,25,False
2015-03-22,12,False
2015-03-23,29,False
2015-03-24,26,False
2015-03-25,26,False
2015-03-26,28,False
2015-03-27,18,False
2015-03-28,20,False
2015-03-29,19,False
2015-03-30,28,False
2015-03-31,20,False
2015-04-01,24,False
2015-04-02,28,False
2015-04-03,22,False
2015-04-04,24,False
2015-04-05,23,False
2015-04-06,32,False
2015-04-07,20,False
2015-04-08,28,False
2015-04-09,26,False
2015-04-10,26,False
2015-04-11,19,False
2015-04-12,20,False
2015-04-13,23,False
2015-04-14,16,False
2015-04-15,29,False
2015-04-16,26,False
2015-04-17,28,False
2015-04-18,14,False
2015-04-19,21,False
2015-04-20,26,False
2015-04-21,23,False
2015-04-22,20,False
2015-04-23,30,False
2015-04-24,21,False
2015-04-25,18,False
2015-04-26,21,False
2015-04-27,15,False
2015-04-28,24,False
2015-04-29,18,False
2015-04-30,31,False
2015-05-01,35,False
2015-05-02,12,False
2015-05-03,20,False
2015-05-04,26,False
2015-05-05,20,False
2015-05-06,41,False
2015-05-07,27,False
2015-05-08,22,False
2015-05-09,13,False
2015-05-10,15,False
2015-05-11,27,False
2015-05-12,23,False
2015-05-13,20,False
2015-05-14,20,False
2015-05-15,25,False
2015-05-16,18,False
2015-05-17,20,False
2015-05-18,20,False
2015-05-19,27,False
2015-05-20,19,False
2015-05-21,31,False
2015-05-22,20,False
2015-05-23,22,False
2015-05-24,20,False
2015-05-25,13,False
2015-05-26,34,False
2015-05-27,23,False
2015-05-28,19,False
2015-05-29,23,False
2015-05-30,14,False
2015-05-31,19,False
2015-06-01,25,False
2015-06-02,27,False
2015-06-03,22,False
2015-06-04,27,False
2015-06-05,16,False
2015-06-06,16,False
2015-06-07,20,False
2015-06-08,18,False
2015-06-09,19,False
2015-06-10,14,False
2015-06-11,18,False
2015-06-12,21,False
2015-06-13,18,False
2015-06-14,16,False
2015-06-15,100,False
2015-06-16,46,False
2015-06-17,28,False
2015-06-18,32,False
2015-06-19,27,False
2015-06-20,28,False
2015-06-21,20,False
2015-06-22,22,False
2015-06-23,34,False
2015-06-24,29,False
2015-06-25,21,False
2015-06-26,16,False
2015-06-27,14,False
2015-06-28,16,False
2015-06-29,29,False
2015-06-30,25,False
2015-07-01,24,False
2015-07-02,26,False
2015-07-03,17,False
2015-07-04,21,False
2015-07-05,14,False
2015-07-06,26,False
2015-07-07,26,False
2015-07-08,26,False
2015-07-09,25,False
2015-07-10,23,False
2015-07-11,23,False
2015-07-12,16,False
2015-07-13,20,False
2015-07-14,20,False
2015-07-15,27,False
2015-07-16,26,False
2015-07-17,23,False
2015-07-18,17,False
2015-07-19,13,False
2015-07-20,18,False
2015-07-21,24,False
2015-07-22,16,False
2015-07-23,23,False
2015-07-24,22,False
2015-07-25,21,False
2015-07-26,19,False
2015-07-27,18,False
2015-07-28,25,False
2015-07-29,16,False
2015-07-30,23,False
2015-07-31,33,False
2015-08-01,21,False
2015-08-02,16,False
2015-08-03,25,False
2015-08-04,24,False
2015-08-05,32,False
2015-08-06,25,False
2015-08-07,21,False
2015-08-08,23,False
2015-08-09,20,False
2015-08-10,18,False
2015-08-11,22,False
2015-08-12,18,False
2015-08-13,25,False
2015-08-14,24,False
2015-08-15,17,False
2015-08-16,19,False
2015-08-17,19,False
2015-08-18,18,False
