date,Electronic Arts,isPartial
2016-05-04,31,False
2016-05-05,21,False
2016-05-06,24,False
2016-05-07,24,False
2016-05-08,22,False
2016-05-09,33,False
2016-05-10,40,False
2016-05-11,70,False
2016-05-12,45,False
2016-05-13,23,False
2016-05-14,36,False
2016-05-15,19,False
2016-05-16,29,False
2016-05-17,31,False
2016-05-18,47,False
2016-05-19,31,False
2016-05-20,19,False
2016-05-21,22,False
2016-05-22,34,False
2016-05-23,13,False
2016-05-24,35,False
2016-05-25,22,False
2016-05-26,31,False
2016-05-27,20,False
2016-05-28,13,False
2016-05-29,17,False
2016-05-30,19,False
2016-05-31,26,False
2016-06-01,24,False
2016-06-02,21,False
2016-06-03,31,False
2016-06-04,24,False
2016-06-05,26,False
2016-06-06,26,False
2016-06-07,24,False
2016-06-08,37,False
2016-06-09,49,False
2016-06-10,23,False
2016-06-11,43,False
2016-06-12,100,False
2016-06-13,51,False
2016-06-14,27,False
2016-06-15,29,False
2016-06-16,30,False
2016-06-17,21,False
2016-06-18,37,False
2016-06-19,22,False
2016-06-20,30,False
2016-06-21,33,False
2016-06-22,26,False
2016-06-23,21,False
2016-06-24,22,False
2016-06-25,24,False
2016-06-26,22,False
2016-06-27,35,False
2016-06-28,39,False
2016-06-29,26,False
2016-06-30,17,False
2016-07-01,22,False
2016-07-02,25,False
2016-07-03,18,False
2016-07-04,12,False
2016-07-05,35,False
2016-07-06,14,False
2016-07-07,30,False
2016-07-08,12,False
2016-07-09,23,False
2016-07-10,25,False
2016-07-11,35,False
2016-07-12,29,False
2016-07-13,30,False
2016-07-14,25,False
2016-07-15,20,False
2016-07-16,20,False
2016-07-17,25,False
2016-07-18,29,False
2016-07-19,35,False
2016-07-20,30,False
2016-07-21,22,False
2016-07-22,16,False
2016-07-23,12,False
2016-07-24,12,False
2016-07-25,14,False
2016-07-26,25,False
2016-07-27,8,False
2016-07-28,22,False
2016-07-29,18,False
2016-07-30,18,False
2016-07-31,22,False
2016-08-01,17,False
2016-08-02,40,False
2016-08-03,31,False
2016-08-04,22,False
2016-08-05,23,False
2016-08-06,10,False
2016-08-07,14,False
2016-08-08,8,False
2016-08-09,22,False
2016-08-10,22,False
2016-08-11,25,False
2016-08-12,17,False
2016-08-13,19,False
2016-08-14,9,False
2016-08-15,32,False
2016-08-16,23,False
2016-08-17,29,False
2016-08-18,25,False
2016-08-19,15,False
2016-08-20,14,False
2016-08-21,26,False
2016-08-22,33,False
2016-08-23,26,False
2016-08-24,24,False
2016-08-25,24,False
2016-08-26,24,False
2016-08-27,18,False
2016-08-28,25,False
2016-08-29,13,False
2016-08-30,36,False
2016-08-31,54,False
2016-09-01,35,False
2016-09-02,20,False
2016-09-03,27,False
2016-09-04,26,False
2016-09-05,27,False
2016-09-06,21,False
2016-09-07,31,False
2016-09-08,19,False
2016-09-09,16,False
2016-09-10,25,False
2016-09-11,16,False
2016-09-12,25,False
2016-09-13,32,False
2016-09-14,38,False
2016-09-15,13,False
2016-09-16,28,False
2016-09-17,28,False
2016-09-18,25,False
2016-09-19,35,False
2016-09-20,20,False
2016-09-21,45,False
2016-09-22,36,False
2016-09-23,22,False
2016-09-24,22,False
2016-09-25,11,False
2016-09-26,13,False
2016-09-27,30,False
2016-09-28,32,False
2016-09-29,36,False
2016-09-30,31,False
2016-10-01,23,False
2016-10-02,17,False
2016-10-03,28,False
2016-10-04,19,False
2016-10-05,28,False
2016-10-06,32,False
2016-10-07,23,False
2016-10-08,26,False
2016-10-09,19,False
2016-10-10,28,False
2016-10-11,22,False
2016-10-12,30,False
2016-10-13,24,False
2016-10-14,29,False
2016-10-15,30,False
2016-10-16,13,False
2016-10-17,39,False
2016-10-18,35,False
2016-10-19,32,False
2016-10-20,35,False
2016-10-21,44,False
2016-10-22,17,False
2016-10-23,26,False
2016-10-24,29,False
2016-10-25,33,False
2016-10-26,24,False
2016-10-27,32,False
2016-10-28,35,False
2016-10-29,24,False
2016-10-30,58,False
2016-10-31,32,False
2016-11-01,41,False
2016-11-02,39,False
2016-11-03,24,False
2016-11-04,29,False
2016-11-05,26,False
2016-11-06,16,False
2016-11-07,33,False
2016-11-08,29,False
2016-11-09,30,False
2016-11-10,28,False
2016-11-11,17,False
2016-11-12,13,False
2016-11-13,23,False
2016-11-14,37,False
2016-11-15,30,False
2016-11-16,27,False
2016-11-17,34,False
2016-11-18,17,False
2016-11-19,21,False
2016-11-20,12,False
2016-11-21,25,False
2016-11-22,22,False
2016-11-23,18,False
2016-11-24,28,False
2016-11-25,36,False
2016-11-26,20,False
2016-11-27,18,False
2016-11-28,28,False
2016-11-29,21,False
2016-11-30,23,False
2016-12-01,18,False
2016-12-02,42,False
2016-12-03,14,False
2016-12-04,19,False
2016-12-05,23,False
2016-12-06,31,False
