date,Electronic Arts,isPartial
2012-06-04,100,False
2012-06-05,41,False
2012-06-06,39,False
2012-06-07,55,False
2012-06-08,48,False
2012-06-09,22,False
2012-06-10,25,False
2012-06-11,36,False
2012-06-12,36,False
2012-06-13,28,False
2012-06-14,35,False
2012-06-15,37,False
2012-06-16,31,False
2012-06-17,26,False
2012-06-18,28,False
2012-06-19,27,False
2012-06-20,28,False
2012-06-21,41,False
2012-06-22,35,False
2012-06-23,42,False
2012-06-24,32,False
2012-06-25,33,False
2012-06-26,33,False
2012-06-27,32,False
2012-06-28,24,False
2012-06-29,29,False
2012-06-30,32,False
2012-07-01,20,False
2012-07-02,29,False
2012-07-03,24,False
2012-07-04,30,False
2012-07-05,29,False
2012-07-06,56,False
2012-07-07,40,False
2012-07-08,28,False
2012-07-09,22,False
2012-07-10,36,False
2012-07-11,30,False
2012-07-12,38,False
2012-07-13,37,False
2012-07-14,46,False
2012-07-15,32,False
2012-07-16,38,False
2012-07-17,25,False
2012-07-18,46,False
2012-07-19,47,False
2012-07-20,29,False
2012-07-21,26,False
2012-07-22,22,False
2012-07-23,35,False
2012-07-24,27,False
2012-07-25,35,False
2012-07-26,42,False
2012-07-27,34,False
2012-07-28,38,False
2012-07-29,20,False
2012-07-30,32,False
2012-07-31,33,False
2012-08-01,37,False
2012-08-02,39,False
2012-08-03,37,False
2012-08-04,20,False
2012-08-05,22,False
2012-08-06,45,False
2012-08-07,41,False
2012-08-08,23,False
2012-08-09,34,False
2012-08-10,27,False
2012-08-11,24,False
2012-08-12,24,False
2012-08-13,37,False
2012-08-14,55,False
2012-08-15,44,False
2012-08-16,52,False
2012-08-17,43,False
2012-08-18,47,False
2012-08-19,18,False
2012-08-20,51,False
2012-08-21,40,False
2012-08-22,30,False
2012-08-23,45,False
2012-08-24,45,False
2012-08-25,17,False
2012-08-26,40,False
2012-08-27,34,False
2012-08-28,19,False
2012-08-29,36,False
2012-08-30,26,False
2012-08-31,34,False
2012-09-01,23,False
2012-09-02,27,False
2012-09-03,31,False
2012-09-04,47,False
2012-09-05,29,False
2012-09-06,35,False
2012-09-07,35,False
2012-09-08,23,False
2012-09-09,28,False
2012-09-10,41,False
2012-09-11,38,False
2012-09-12,50,False
2012-09-13,17,False
2012-09-14,31,False
2012-09-15,19,False
2012-09-16,34,False
2012-09-17,41,False
2012-09-18,46,False
2012-09-19,44,False
2012-09-20,42,False
2012-09-21,21,False
2012-09-22,35,False
2012-09-23,29,False
2012-09-24,45,False
2012-09-25,36,False
2012-09-26,35,False
2012-09-27,42,False
2012-09-28,42,False
2012-09-29,29,False
2012-09-30,27,False
2012-10-01,39,False
2012-10-02,27,False
2012-10-03,24,False
2012-10-04,32,False
2012-10-05,42,False
2012-10-06,29,False
2012-10-07,21,False
2012-10-08,31,False
2012-10-09,23,False
2012-10-10,31,False
2012-10-11,32,False
2012-10-12,25,False
2012-10-13,29,False
2012-10-14,50,False
2012-10-15,37,False
2012-10-16,36,False
2012-10-17,29,False
2012-10-18,27,False
2012-10-19,32,False
2012-10-20,26,False
2012-10-21,26,False
2012-10-22,23,False
2012-10-23,29,False
