date,Electronic Arts,isPartial
2016-09-11,43,False
2016-09-12,67,False
2016-09-13,70,False
2016-09-14,55,False
2016-09-15,37,False
2016-09-16,68,False
2016-09-17,37,False
2016-09-18,45,False
2016-09-19,83,False
2016-09-20,32,False
2016-09-21,62,False
2016-09-22,71,False
2016-09-23,57,False
2016-09-24,64,False
2016-09-25,29,False
2016-09-26,29,False
2016-09-27,93,False
2016-09-28,62,False
2016-09-29,72,False
2016-09-30,56,False
2016-10-01,29,False
2016-10-02,36,False
2016-10-03,47,False
2016-10-04,46,False
2016-10-05,57,False
2016-10-06,69,False
2016-10-07,48,False
2016-10-08,58,False
2016-10-09,29,False
2016-10-10,43,False
2016-10-11,61,False
2016-10-12,40,False
2016-10-13,36,False
2016-10-14,71,False
2016-10-15,46,False
2016-10-16,29,False
2016-10-17,71,False
2016-10-18,63,False
2016-10-19,64,False
2016-10-20,57,False
2016-10-21,82,False
2016-10-22,42,False
2016-10-23,53,False
2016-10-24,60,False
2016-10-25,47,False
2016-10-26,61,False
2016-10-27,47,False
2016-10-28,52,False
2016-10-29,50,False
2016-10-30,62,False
2016-10-31,76,False
2016-11-01,52,False
2016-11-02,57,False
2016-11-03,25,False
2016-11-04,41,False
2016-11-05,69,False
2016-11-06,59,False
2016-11-07,42,False
2016-11-08,42,False
2016-11-09,32,False
2016-11-10,69,False
2016-11-11,33,False
2016-11-12,29,False
2016-11-13,40,False
2016-11-14,56,False
2016-11-15,46,False
2016-11-16,53,False
2016-11-17,43,False
2016-11-18,40,False
2016-11-19,36,False
2016-11-20,31,False
2016-11-21,49,False
2016-11-22,45,False
2016-11-23,39,False
2016-11-24,72,False
2016-11-25,51,False
2016-11-26,36,False
2016-11-27,35,False
2016-11-28,67,False
2016-11-29,44,False
2016-11-30,88,False
2016-12-01,31,False
2016-12-02,64,False
2016-12-03,19,False
2016-12-04,26,False
2016-12-05,59,False
2016-12-06,50,False
2016-12-07,85,False
2016-12-08,56,False
2016-12-09,36,False
2016-12-10,59,False
