date,Electronic Arts,isPartial
2012-10-12,41,False
2012-10-13,53,False
2012-10-14,36,False
2012-10-15,48,False
2012-10-16,55,False
2012-10-17,33,False
2012-10-18,32,False
2012-10-19,25,False
2012-10-20,31,False
2012-10-21,25,False
2012-10-22,45,False
2012-10-23,36,False
2012-10-24,37,False
2012-10-25,41,False
2012-10-26,28,False
2012-10-27,31,False
2012-10-28,43,False
2012-10-29,28,False
2012-10-30,41,False
2012-10-31,49,False
2012-11-01,39,False
2012-11-02,62,False
2012-11-03,38,False
2012-11-04,30,False
2012-11-05,44,False
2012-11-06,41,False
2012-11-07,36,False
2012-11-08,30,False
2012-11-09,38,False
2012-11-10,44,False
2012-11-11,19,False
2012-11-12,35,False
2012-11-13,32,False
2012-11-14,37,False
2012-11-15,44,False
2012-11-16,33,False
2012-11-17,23,False
2012-11-18,30,False
2012-11-19,39,False
2012-11-20,30,False
2012-11-21,27,False
2012-11-22,27,False
2012-11-23,32,False
2012-11-24,21,False
2012-11-25,33,False
2012-11-26,26,False
2012-11-27,42,False
2012-11-28,45,False
2012-11-29,34,False
2012-11-30,37,False
2012-12-01,37,False
2012-12-02,43,False
2012-12-03,34,False
2012-12-04,39,False
2012-12-05,28,False
2012-12-06,32,False
2012-12-07,38,False
2012-12-08,46,False
2012-12-09,38,False
2012-12-10,37,False
2012-12-11,44,False
2012-12-12,17,False
2012-12-13,43,False
2012-12-14,34,False
2012-12-15,17,False
2012-12-16,44,False
2012-12-17,31,False
2012-12-18,36,False
2012-12-19,39,False
2012-12-20,29,False
2012-12-21,33,False
2012-12-22,23,False
2012-12-23,20,False
2012-12-24,35,False
2012-12-25,38,False
2012-12-26,33,False
2012-12-27,34,False
2012-12-28,29,False
2012-12-29,42,False
2012-12-30,21,False
2012-12-31,40,False
2013-01-01,16,False
2013-01-02,37,False
2013-01-03,49,False
2013-01-04,29,False
2013-01-05,36,False
2013-01-06,36,False
2013-01-07,35,False
2013-01-08,41,False
2013-01-09,35,False
2013-01-10,33,False
2013-01-11,25,False
2013-01-12,32,False
2013-01-13,26,False
2013-01-14,35,False
2013-01-15,42,False
2013-01-16,31,False
2013-01-17,40,False
2013-01-18,34,False
2013-01-19,14,False
2013-01-20,40,False
2013-01-21,35,False
2013-01-22,34,False
2013-01-23,33,False
2013-01-24,34,False
2013-01-25,40,False
2013-01-26,35,False
2013-01-27,40,False
2013-01-28,39,False
2013-01-29,49,False
2013-01-30,24,False
2013-01-31,40,False
2013-02-01,43,False
2013-02-02,30,False
2013-02-03,29,False
