date,Electronic Arts,isPartial
2010-08-24,83,False
2010-08-25,72,False
2010-08-26,69,False
2010-08-27,62,False
2010-08-28,42,False
2010-08-29,70,False
2010-08-30,47,False
2010-08-31,53,False
2010-09-01,38,False
2010-09-02,38,False
2010-09-03,51,False
2010-09-04,66,False
2010-09-05,46,False
2010-09-06,82,False
2010-09-07,46,False
2010-09-08,38,False
2010-09-09,48,False
2010-09-10,47,False
2010-09-11,81,False
2010-09-12,39,False
2010-09-13,48,False
2010-09-14,66,False
2010-09-15,75,False
2010-09-16,54,False
2010-09-17,50,False
2010-09-18,28,False
2010-09-19,36,False
2010-09-20,53,False
2010-09-21,40,False
2010-09-22,78,False
2010-09-23,43,False
2010-09-24,23,False
2010-09-25,47,False
2010-09-26,60,False
2010-09-27,74,False
2010-09-28,39,False
2010-09-29,60,False
2010-09-30,61,False
2010-10-01,42,False
2010-10-02,39,False
2010-10-03,72,False
2010-10-04,50,False
2010-10-05,63,False
2010-10-06,48,False
2010-10-07,45,False
2010-10-08,52,False
2010-10-09,74,False
2010-10-10,46,False
2010-10-11,62,False
2010-10-12,77,False
2010-10-13,60,False
2010-10-14,80,False
2010-10-15,22,False
2010-10-16,68,False
2010-10-17,49,False
2010-10-18,58,False
2010-10-19,68,False
2010-10-20,65,False
2010-10-21,66,False
2010-10-22,41,False
2010-10-23,57,False
2010-10-24,71,False
2010-10-25,67,False
2010-10-26,85,False
2010-10-27,44,False
2010-10-28,81,False
2010-10-29,64,False
2010-10-30,61,False
2010-10-31,68,False
2010-11-01,55,False
2010-11-02,82,False
2010-11-03,100,False
2010-11-04,72,False
2010-11-05,34,False
2010-11-06,56,False
2010-11-07,61,False
2010-11-08,43,False
2010-11-09,57,False
2010-11-10,38,False
2010-11-11,62,False
2010-11-12,59,False
2010-11-13,59,False
2010-11-14,44,False
2010-11-15,67,False
2010-11-16,52,False
2010-11-17,67,False
2010-11-18,64,False
2010-11-19,52,False
2010-11-20,51,False
2010-11-21,42,False
2010-11-22,53,False
2010-11-23,51,False
2010-11-24,67,False
2010-11-25,38,False
2010-11-26,45,False
2010-11-27,44,False
2010-11-28,32,False
2010-11-29,61,False
2010-11-30,76,False
2010-12-01,51,False
2010-12-02,37,False
2010-12-03,70,False
2010-12-04,43,False
2010-12-05,56,False
2010-12-06,43,False
2010-12-07,74,False
2010-12-08,44,False
2010-12-09,55,False
2010-12-10,28,False
2010-12-11,65,False
2010-12-12,53,False
2010-12-13,46,False
2010-12-14,32,False
2010-12-15,64,False
2010-12-16,66,False
2010-12-17,81,False
2010-12-18,74,False
2010-12-19,48,False
2010-12-20,68,False
2010-12-21,56,False
2010-12-22,53,False
2010-12-23,66,False
2010-12-24,75,False
2010-12-25,72,False
2010-12-26,81,False
2010-12-27,45,False
2010-12-28,80,False
2010-12-29,54,False
2010-12-30,46,False
2010-12-31,66,False
2011-01-01,63,False
2011-01-02,80,False
2011-01-03,68,False
2011-01-04,51,False
2011-01-05,66,False
2011-01-06,50,False
2011-01-07,54,False
2011-01-08,49,False
2011-01-09,62,False
2011-01-10,60,False
2011-01-11,43,False
2011-01-12,60,False
