date,Electronic Arts,isPartial
2011-09-18,46,False
2011-09-19,48,False
2011-09-20,46,False
2011-09-21,73,False
2011-09-22,46,False
2011-09-23,62,False
2011-09-24,60,False
2011-09-25,50,False
2011-09-26,44,False
2011-09-27,63,False
2011-09-28,79,False
2011-09-29,80,False
2011-09-30,65,False
2011-10-01,57,False
2011-10-02,62,False
2011-10-03,58,False
2011-10-04,52,False
2011-10-05,50,False
2011-10-06,49,False
2011-10-07,43,False
2011-10-08,43,False
2011-10-09,49,False
2011-10-10,46,False
2011-10-11,48,False
2011-10-12,46,False
2011-10-13,41,False
2011-10-14,65,False
2011-10-15,44,False
2011-10-16,35,False
2011-10-17,55,False
2011-10-18,59,False
2011-10-19,59,False
2011-10-20,58,False
2011-10-21,47,False
2011-10-22,47,False
2011-10-23,54,False
2011-10-24,60,False
2011-10-25,81,False
2011-10-26,65,False
2011-10-27,93,False
2011-10-28,100,False
2011-10-29,75,False
2011-10-30,61,False
2011-10-31,80,False
2011-11-01,89,False
2011-11-02,61,False
2011-11-03,61,False
2011-11-04,53,False
2011-11-05,63,False
2011-11-06,55,False
2011-11-07,62,False
2011-11-08,63,False
2011-11-09,58,False
2011-11-10,53,False
2011-11-11,40,False
2011-11-12,44,False
2011-11-13,56,False
2011-11-14,40,False
2011-11-15,41,False
2011-11-16,55,False
2011-11-17,54,False
2011-11-18,48,False
2011-11-19,41,False
2011-11-20,50,False
2011-11-21,48,False
2011-11-22,57,False
2011-11-23,55,False
2011-11-24,57,False
2011-11-25,46,False
2011-11-26,57,False
2011-11-27,53,False
2011-11-28,49,False
2011-11-29,57,False
2011-11-30,48,False
2011-12-01,43,False
2011-12-02,51,False
2011-12-03,56,False
2011-12-04,53,False
2011-12-05,42,False
2011-12-06,51,False
2011-12-07,51,False
2011-12-08,54,False
2011-12-09,52,False
2011-12-10,36,False
2011-12-11,50,False
2011-12-12,54,False
2011-12-13,74,False
2011-12-14,59,False
2011-12-15,48,False
2011-12-16,57,False
2011-12-17,54,False
2011-12-18,45,False
2011-12-19,54,False
2011-12-20,70,False
2011-12-21,65,False
2011-12-22,61,False
2011-12-23,63,False
2011-12-24,51,False
2011-12-25,65,False
2011-12-26,53,False
2011-12-27,62,False
2011-12-28,54,False
2011-12-29,58,False
2011-12-30,47,False
2011-12-31,45,False
2012-01-01,42,False
2012-01-02,47,False
2012-01-03,51,False
2012-01-04,51,False
2012-01-05,49,False
2012-01-06,48,False
2012-01-07,46,False
2012-01-08,68,False
2012-01-09,45,False
2012-01-10,45,False
2012-01-11,47,False
2012-01-12,40,False
2012-01-13,50,False
2012-01-14,46,False
2012-01-15,49,False
2012-01-16,43,False
2012-01-17,52,False
2012-01-18,52,False
2012-01-19,43,False
2012-01-20,51,False
2012-01-21,34,False
2012-01-22,41,False
2012-01-23,43,False
2012-01-24,46,False
2012-01-25,49,False
2012-01-26,42,False
2012-01-27,38,False
2012-01-28,48,False
2012-01-29,45,False
2012-01-30,37,False
2012-01-31,47,False
2012-02-01,40,False
2012-02-02,55,False
2012-02-03,43,False
2012-02-04,34,False
2012-02-05,36,False
2012-02-06,29,False
2012-02-07,44,False
2012-02-08,49,False
2012-02-09,53,False
2012-02-10,53,False
2012-02-11,58,False
2012-02-12,52,False
2012-02-13,37,False
2012-02-14,45,False
2012-02-15,47,False
2012-02-16,42,False
2012-02-17,39,False
2012-02-18,40,False
2012-02-19,44,False
2012-02-20,39,False
2012-02-21,31,False
2012-02-22,47,False
2012-02-23,51,False
2012-02-24,47,False
2012-02-25,36,False
2012-02-26,39,False
2012-02-27,49,False
2012-02-28,37,False
2012-02-29,56,False
2012-03-01,46,False
2012-03-02,52,False
2012-03-03,39,False
2012-03-04,40,False
2012-03-05,53,False
2012-03-06,53,False
2012-03-07,51,False
2012-03-08,50,False
2012-03-09,41,False
2012-03-10,42,False
2012-03-11,45,False
2012-03-12,51,False
2012-03-13,57,False
2012-03-14,47,False
2012-03-15,46,False
2012-03-16,49,False
2012-03-17,37,False
2012-03-18,40,False
2012-03-19,32,False
2012-03-20,45,False
2012-03-21,42,False
2012-03-22,41,False
2012-03-23,42,False
2012-03-24,36,False
2012-03-25,38,False
2012-03-26,36,False
2012-03-27,37,False
2012-03-28,43,False
2012-03-29,30,False
2012-03-30,36,False
2012-03-31,30,False
2012-04-01,49,False
2012-04-02,34,False
2012-04-03,29,False
2012-04-04,44,False
2012-04-05,74,False
2012-04-06,52,False
2012-04-07,60,False
2012-04-08,32,False
2012-04-09,51,False
2012-04-10,43,False
2012-04-11,35,False
2012-04-12,26,False
2012-04-13,33,False
2012-04-14,31,False
2012-04-15,37,False
2012-04-16,39,False
2012-04-17,50,False
2012-04-18,37,False
2012-04-19,38,False
2012-04-20,37,False
2012-04-21,43,False
2012-04-22,37,False
2012-04-23,42,False
2012-04-24,33,False
2012-04-25,37,False
2012-04-26,50,False
2012-04-27,42,False
2012-04-28,44,False
2012-04-29,37,False
2012-04-30,49,False
2012-05-01,26,False
2012-05-02,39,False
2012-05-03,36,False
2012-05-04,40,False
2012-05-05,42,False
2012-05-06,37,False
2012-05-07,50,False
2012-05-08,45,False
2012-05-09,51,False
2012-05-10,45,False
2012-05-11,36,False
2012-05-12,26,False
2012-05-13,30,False
2012-05-14,31,False
2012-05-15,36,False
2012-05-16,43,False
2012-05-17,35,False
2012-05-18,37,False
2012-05-19,40,False
2012-05-20,27,False
2012-05-21,41,False
2012-05-22,29,False
2012-05-23,31,False
2012-05-24,41,False
2012-05-25,30,False
2012-05-26,38,False
2012-05-27,22,False
2012-05-28,42,False
2012-05-29,41,False
2012-05-30,24,False
2012-05-31,37,False
2012-06-01,32,False
2012-06-02,39,False
2012-06-03,35,False
2012-06-04,92,False
