date,Electronic Arts,isPartial
2012-01-26,53,False
2012-01-27,36,False
2012-01-28,56,False
2012-01-29,75,False
2012-01-30,51,False
2012-01-31,43,False
2012-02-01,47,False
2012-02-02,50,False
2012-02-03,33,False
2012-02-04,24,False
2012-02-05,40,False
2012-02-06,35,False
2012-02-07,26,False
2012-02-08,51,False
2012-02-09,46,False
2012-02-10,53,False
2012-02-11,47,False
2012-02-12,28,False
2012-02-13,44,False
2012-02-14,48,False
2012-02-15,39,False
2012-02-16,40,False
2012-02-17,43,False
2012-02-18,46,False
2012-02-19,32,False
2012-02-20,40,False
2012-02-21,44,False
2012-02-22,37,False
2012-02-23,56,False
2012-02-24,63,False
2012-02-25,38,False
2012-02-26,44,False
2012-02-27,37,False
2012-02-28,48,False
2012-02-29,56,False
2012-03-01,46,False
2012-03-02,44,False
2012-03-03,47,False
2012-03-04,50,False
2012-03-05,54,False
2012-03-06,58,False
2012-03-07,55,False
2012-03-08,43,False
2012-03-09,45,False
2012-03-10,49,False
2012-03-11,42,False
2012-03-12,35,False
2012-03-13,62,False
2012-03-14,49,False
2012-03-15,46,False
2012-03-16,41,False
2012-03-17,43,False
2012-03-18,43,False
2012-03-19,38,False
2012-03-20,51,False
2012-03-21,55,False
2012-03-22,41,False
2012-03-23,42,False
2012-03-24,29,False
2012-03-25,34,False
2012-03-26,44,False
2012-03-27,34,False
2012-03-28,58,False
2012-03-29,43,False
2012-03-30,38,False
2012-03-31,41,False
2012-04-01,45,False
2012-04-02,30,False
2012-04-03,37,False
2012-04-04,24,False
2012-04-05,91,False
2012-04-06,66,False
2012-04-07,43,False
2012-04-08,30,False
2012-04-09,45,False
2012-04-10,47,False
2012-04-11,33,False
2012-04-12,44,False
2012-04-13,24,False
2012-04-14,36,False
2012-04-15,17,False
2012-04-16,38,False
2012-04-17,63,False
2012-04-18,35,False
2012-04-19,30,False
2012-04-20,40,False
2012-04-21,42,False
2012-04-22,31,False
2012-04-23,46,False
2012-04-24,34,False
2012-04-25,38,False
2012-04-26,43,False
2012-04-27,48,False
2012-04-28,43,False
2012-04-29,46,False
2012-04-30,31,False
2012-05-01,17,False
2012-05-02,33,False
2012-05-03,36,False
2012-05-04,31,False
2012-05-05,43,False
2012-05-06,29,False
2012-05-07,50,False
2012-05-08,48,False
2012-05-09,46,False
2012-05-10,28,False
2012-05-11,33,False
2012-05-12,28,False
2012-05-13,11,False
2012-05-14,31,False
2012-05-15,25,False
2012-05-16,43,False
2012-05-17,23,False
2012-05-18,43,False
2012-05-19,35,False
2012-05-20,28,False
2012-05-21,31,False
2012-05-22,43,False
2012-05-23,21,False
2012-05-24,45,False
2012-05-25,31,False
2012-05-26,42,False
2012-05-27,34,False
2012-05-28,33,False
2012-05-29,50,False
2012-05-30,29,False
2012-05-31,57,False
2012-06-01,40,False
2012-06-02,43,False
2012-06-03,36,False
2012-06-04,100,False
2012-06-05,51,False
2012-06-06,46,False
2012-06-07,49,False
2012-06-08,51,False
2012-06-09,15,False
2012-06-10,32,False
2012-06-11,41,False
2012-06-12,36,False
2012-06-13,40,False
2012-06-14,31,False
2012-06-15,48,False
2012-06-16,41,False
2012-06-17,15,False
2012-06-18,43,False
2012-06-19,34,False
2012-06-20,33,False
2012-06-21,38,False
2012-06-22,51,False
2012-06-23,40,False
2012-06-24,37,False
2012-06-25,39,False
2012-06-26,44,False
2012-06-27,40,False
2012-06-28,32,False
2012-06-29,30,False
2012-06-30,35,False
2012-07-01,37,False
2012-07-02,24,False
2012-07-03,37,False
2012-07-04,51,False
2012-07-05,36,False
2012-07-06,55,False
2012-07-07,37,False
2012-07-08,17,False
2012-07-09,26,False
2012-07-10,31,False
2012-07-11,33,False
2012-07-12,36,False
2012-07-13,35,False
2012-07-14,42,False
2012-07-15,32,False
2012-07-16,41,False
2012-07-17,33,False
2012-07-18,44,False
2012-07-19,54,False
2012-07-20,37,False
2012-07-21,26,False
2012-07-22,29,False
2012-07-23,35,False
2012-07-24,35,False
2012-07-25,32,False
2012-07-26,51,False
2012-07-27,35,False
2012-07-28,35,False
2012-07-29,22,False
2012-07-30,40,False
2012-07-31,38,False
2012-08-01,51,False
2012-08-02,38,False
2012-08-03,45,False
2012-08-04,24,False
2012-08-05,20,False
2012-08-06,49,False
2012-08-07,38,False
2012-08-08,14,False
2012-08-09,50,False
2012-08-10,23,False
2012-08-11,28,False
2012-08-12,26,False
2012-08-13,32,False
2012-08-14,55,False
2012-08-15,35,False
2012-08-16,57,False
2012-08-17,45,False
2012-08-18,51,False
2012-08-19,16,False
2012-08-20,49,False
2012-08-21,54,False
2012-08-22,38,False
2012-08-23,39,False
2012-08-24,50,False
2012-08-25,19,False
2012-08-26,46,False
2012-08-27,40,False
2012-08-28,25,False
2012-08-29,52,False
2012-08-30,34,False
2012-08-31,37,False
2012-09-01,34,False
2012-09-02,23,False
2012-09-03,32,False
2012-09-04,30,False
2012-09-05,24,False
2012-09-06,24,False
2012-09-07,33,False
2012-09-08,31,False
2012-09-09,41,False
2012-09-10,41,False
2012-09-11,49,False
2012-09-12,50,False
2012-09-13,33,False
2012-09-14,49,False
2012-09-15,25,False
2012-09-16,35,False
2012-09-17,40,False
2012-09-18,50,False
2012-09-19,44,False
2012-09-20,29,False
2012-09-21,23,False
2012-09-22,28,False
2012-09-23,30,False
2012-09-24,38,False
2012-09-25,38,False
2012-09-26,28,False
2012-09-27,49,False
2012-09-28,51,False
2012-09-29,32,False
2012-09-30,28,False
2012-10-01,30,False
2012-10-02,30,False
2012-10-03,37,False
2012-10-04,34,False
2012-10-05,37,False
2012-10-06,34,False
2012-10-07,27,False
2012-10-08,43,False
2012-10-09,29,False
2012-10-10,39,False
2012-10-11,29,False
2012-10-12,34,False
