date,Electronic Arts,isPartial
2017-10-06,10,False
2017-10-07,13,False
2017-10-08,11,False
2017-10-09,16,False
2017-10-10,8,False
2017-10-11,15,False
2017-10-12,14,False
2017-10-13,10,False
2017-10-14,6,False
2017-10-15,7,False
2017-10-16,8,False
2017-10-17,14,False
2017-10-18,14,False
2017-10-19,17,False
2017-10-20,10,False
2017-10-21,4,False
2017-10-22,9,False
2017-10-23,13,False
2017-10-24,11,False
2017-10-25,13,False
2017-10-26,7,False
2017-10-27,14,False
2017-10-28,7,False
2017-10-29,7,False
2017-10-30,10,False
2017-10-31,10,False
2017-11-01,12,False
2017-11-02,13,False
2017-11-03,12,False
2017-11-04,9,False
2017-11-05,9,False
2017-11-06,16,False
2017-11-07,11,False
2017-11-08,14,False
2017-11-09,15,False
2017-11-10,15,False
2017-11-11,12,False
2017-11-12,8,False
2017-11-13,40,False
2017-11-14,77,False
2017-11-15,100,False
2017-11-16,48,False
2017-11-17,73,False
2017-11-18,35,False
2017-11-19,25,False
2017-11-20,33,False
2017-11-21,27,False
2017-11-22,31,False
2017-11-23,15,False
2017-11-24,26,False
2017-11-25,13,False
2017-11-26,12,False
2017-11-27,19,False
2017-11-28,22,False
2017-11-29,38,False
2017-11-30,29,False
2017-12-01,22,False
2017-12-02,12,False
2017-12-03,21,False
2017-12-04,32,False
2017-12-05,22,False
2017-12-06,29,False
2017-12-07,15,False
2017-12-08,15,False
2017-12-09,12,False
2017-12-10,13,False
2017-12-11,17,False
2017-12-12,20,False
2017-12-13,20,False
2017-12-14,16,False
2017-12-15,13,False
2017-12-16,7,False
2017-12-17,12,False
2017-12-18,13,False
2017-12-19,12,False
2017-12-20,13,False
2017-12-21,9,False
2017-12-22,18,False
2017-12-23,6,False
2017-12-24,11,False
2017-12-25,11,False
2017-12-26,11,False
2017-12-27,12,False
2017-12-28,20,False
2017-12-29,13,False
2017-12-30,11,False
2017-12-31,7,False
2018-01-01,12,False
2018-01-02,9,False
2018-01-03,20,False
2018-01-04,16,False
2018-01-05,16,False
2018-01-06,8,False
2018-01-07,8,False
2018-01-08,14,False
2018-01-09,14,False
2018-01-10,18,False
2018-01-11,12,False
2018-01-12,7,False
2018-01-13,13,False
2018-01-14,5,False
2018-01-15,7,False
2018-01-16,13,False
2018-01-17,15,False
2018-01-18,16,False
2018-01-19,11,False
2018-01-20,5,False
2018-01-21,5,False
2018-01-22,12,False
2018-01-23,11,False
2018-01-24,15,False
2018-01-25,16,False
2018-01-26,7,False
2018-01-27,9,False
2018-01-28,9,False
2018-01-29,17,False
2018-01-30,30,False
2018-01-31,27,False
2018-02-01,18,False
2018-02-02,18,False
2018-02-03,13,False
2018-02-04,15,False
2018-02-05,12,False
2018-02-06,12,False
2018-02-07,13,False
2018-02-08,8,False
2018-02-09,17,False
2018-02-10,8,False
2018-02-11,10,False
2018-02-12,13,False
2018-02-13,5,False
2018-02-14,11,False
2018-02-15,11,False
2018-02-16,12,False
2018-02-17,7,False
2018-02-18,10,False
2018-02-19,10,False
2018-02-20,15,False
2018-02-21,13,False
2018-02-22,11,False
2018-02-23,14,False
2018-02-24,9,False
2018-02-25,6,False
2018-02-26,9,False
2018-02-27,6,False
2018-02-28,7,False
2018-03-01,13,False
2018-03-02,9,False
2018-03-03,15,False
2018-03-04,8,False
2018-03-05,9,False
2018-03-06,8,False
2018-03-07,4,False
2018-03-08,15,False
2018-03-09,5,False
2018-03-10,9,False
2018-03-11,5,False
2018-03-12,8,False
2018-03-13,10,False
2018-03-14,11,False
2018-03-15,10,False
2018-03-16,9,False
2018-03-17,10,False
2018-03-18,6,False
2018-03-19,10,False
2018-03-20,10,False
2018-03-21,11,False
2018-03-22,9,False
2018-03-23,9,False
2018-03-24,5,False
2018-03-25,8,False
2018-03-26,10,False
2018-03-27,9,False
2018-03-28,9,False
2018-03-29,10,False
2018-03-30,8,False
2018-03-31,9,False
2018-04-01,10,False
2018-04-02,8,False
2018-04-03,7,False
2018-04-04,5,False
2018-04-05,11,False
2018-04-06,5,False
2018-04-07,4,False
2018-04-08,6,False
2018-04-09,14,False
2018-04-10,13,False
2018-04-11,9,False
2018-04-12,13,False
2018-04-13,10,False
2018-04-14,7,False
2018-04-15,7,False
2018-04-16,8,False
2018-04-17,10,False
2018-04-18,8,False
2018-04-19,9,False
2018-04-20,7,False
2018-04-21,5,False
2018-04-22,10,False
2018-04-23,10,False
2018-04-24,8,False
2018-04-25,8,False
2018-04-26,9,False
2018-04-27,12,False
2018-04-28,5,False
2018-04-29,4,False
2018-04-30,7,False
2018-05-01,6,False
2018-05-02,10,False
2018-05-03,6,False
2018-05-04,11,False
2018-05-05,10,False
2018-05-06,9,False
2018-05-07,10,False
2018-05-08,12,False
2018-05-09,13,False
2018-05-10,11,False
2018-05-11,11,False
2018-05-12,5,False
2018-05-13,8,False
2018-05-14,13,False
2018-05-15,9,False
2018-05-16,12,False
2018-05-17,10,False
2018-05-18,9,False
2018-05-19,11,False
2018-05-20,8,False
2018-05-21,7,False
2018-05-22,9,False
2018-05-23,8,False
2018-05-24,9,False
2018-05-25,8,False
2018-05-26,5,False
2018-05-27,8,False
2018-05-28,9,False
2018-05-29,14,False
2018-05-30,12,False
2018-05-31,11,False
2018-06-01,6,False
2018-06-02,6,False
2018-06-03,5,False
2018-06-04,7,False
2018-06-05,8,False
2018-06-06,15,False
2018-06-07,11,False
2018-06-08,13,False
2018-06-09,46,False
2018-06-10,34,False
2018-06-11,23,False
2018-06-12,11,False
2018-06-13,18,False
2018-06-14,7,False
2018-06-15,12,False
2018-06-16,7,False
2018-06-17,9,False
2018-06-18,13,False
2018-06-19,12,False
2018-06-20,9,False
2018-06-21,10,False
2018-06-22,9,False
2018-06-23,10,False
