date,Charter,isPartial
2015-12-26,39,False
2015-12-27,40,False
2015-12-28,49,False
2015-12-29,47,False
2015-12-30,49,False
2015-12-31,46,False
2016-01-01,40,False
2016-01-02,45,False
2016-01-03,44,False
2016-01-04,60,False
2016-01-05,62,False
2016-01-06,58,False
2016-01-07,62,False
2016-01-08,57,False
2016-01-09,46,False
2016-01-10,45,False
2016-01-11,58,False
2016-01-12,58,False
2016-01-13,58,False
2016-01-14,60,False
2016-01-15,58,False
2016-01-16,44,False
2016-01-17,42,False
2016-01-18,51,False
2016-01-19,56,False
2016-01-20,57,False
2016-01-21,59,False
2016-01-22,56,False
2016-01-23,43,False
2016-01-24,46,False
2016-01-25,58,False
2016-01-26,61,False
2016-01-27,59,False
2016-01-28,59,False
2016-01-29,57,False
2016-01-30,40,False
2016-01-31,42,False
2016-02-01,61,False
2016-02-02,67,False
2016-02-03,58,False
2016-02-04,57,False
2016-02-05,58,False
2016-02-06,46,False
2016-02-07,48,False
2016-02-08,59,False
2016-02-09,61,False
2016-02-10,58,False
2016-02-11,55,False
2016-02-12,54,False
2016-02-13,44,False
2016-02-14,40,False
2016-02-15,56,False
2016-02-16,61,False
2016-02-17,59,False
2016-02-18,56,False
2016-02-19,56,False
2016-02-20,42,False
2016-02-21,42,False
2016-02-22,57,False
2016-02-23,62,False
2016-02-24,59,False
2016-02-25,58,False
2016-02-26,56,False
2016-02-27,42,False
2016-02-28,42,False
2016-02-29,58,False
2016-03-01,60,False
2016-03-02,56,False
2016-03-03,59,False
2016-03-04,64,False
2016-03-05,47,False
2016-03-06,41,False
2016-03-07,57,False
2016-03-08,60,False
2016-03-09,57,False
2016-03-10,56,False
2016-03-11,58,False
2016-03-12,41,False
2016-03-13,43,False
2016-03-14,61,False
2016-03-15,59,False
2016-03-16,59,False
2016-03-17,53,False
2016-03-18,56,False
2016-03-19,44,False
2016-03-20,42,False
2016-03-21,58,False
2016-03-22,58,False
2016-03-23,55,False
2016-03-24,51,False
2016-03-25,47,False
2016-03-26,38,False
2016-03-27,38,False
2016-03-28,57,False
2016-03-29,58,False
2016-03-30,58,False
2016-03-31,59,False
2016-04-01,58,False
2016-04-02,44,False
2016-04-03,41,False
2016-04-04,60,False
2016-04-05,60,False
2016-04-06,58,False
2016-04-07,56,False
2016-04-08,52,False
2016-04-09,47,False
2016-04-10,42,False
2016-04-11,59,False
2016-04-12,58,False
2016-04-13,58,False
2016-04-14,57,False
2016-04-15,58,False
2016-04-16,44,False
2016-04-17,39,False
2016-04-18,56,False
2016-04-19,56,False
2016-04-20,59,False
2016-04-21,61,False
2016-04-22,54,False
2016-04-23,39,False
2016-04-24,40,False
2016-04-25,60,False
2016-04-26,59,False
2016-04-27,59,False
2016-04-28,59,False
2016-04-29,56,False
2016-04-30,44,False
2016-05-01,45,False
2016-05-02,60,False
2016-05-03,59,False
2016-05-04,61,False
2016-05-05,56,False
2016-05-06,55,False
2016-05-07,44,False
2016-05-08,42,False
2016-05-09,59,False
2016-05-10,60,False
2016-05-11,59,False
2016-05-12,100,False
2016-05-13,60,False
2016-05-14,47,False
2016-05-15,43,False
2016-05-16,53,False
2016-05-17,63,False
2016-05-18,64,False
2016-05-19,57,False
2016-05-20,54,False
2016-05-21,42,False
2016-05-22,43,False
2016-05-23,61,False
2016-05-24,63,False
2016-05-25,58,False
2016-05-26,58,False
2016-05-27,54,False
2016-05-28,42,False
2016-05-29,42,False
2016-05-30,43,False
2016-05-31,66,False
2016-06-01,62,False
2016-06-02,61,False
2016-06-03,58,False
2016-06-04,45,False
2016-06-05,46,False
2016-06-06,63,False
2016-06-07,61,False
2016-06-08,58,False
2016-06-09,55,False
2016-06-10,54,False
2016-06-11,43,False
2016-06-12,41,False
2016-06-13,57,False
