date,Charter,isPartial
2013-06-29,7,False
2013-06-30,7,False
2013-07-01,10,False
2013-07-02,9,False
2013-07-03,8,False
2013-07-04,6,False
2013-07-05,8,False
2013-07-06,7,False
2013-07-07,7,False
2013-07-08,10,False
2013-07-09,10,False
2013-07-10,9,False
2013-07-11,10,False
2013-07-12,9,False
2013-07-13,7,False
2013-07-14,7,False
2013-07-15,9,False
2013-07-16,10,False
2013-07-17,9,False
2013-07-18,10,False
2013-07-19,9,False
2013-07-20,7,False
2013-07-21,7,False
2013-07-22,10,False
2013-07-23,10,False
2013-07-24,10,False
2013-07-25,10,False
2013-07-26,9,False
2013-07-27,8,False
2013-07-28,8,False
2013-07-29,10,False
2013-07-30,10,False
2013-07-31,10,False
2013-08-01,10,False
2013-08-02,10,False
2013-08-03,8,False
2013-08-04,8,False
2013-08-05,13,False
2013-08-06,12,False
2013-08-07,11,False
2013-08-08,11,False
2013-08-09,10,False
2013-08-10,8,False
2013-08-11,8,False
2013-08-12,11,False
2013-08-13,11,False
2013-08-14,11,False
2013-08-15,12,False
2013-08-16,11,False
2013-08-17,9,False
2013-08-18,8,False
2013-08-19,12,False
2013-08-20,12,False
2013-08-21,11,False
2013-08-22,10,False
2013-08-23,11,False
2013-08-24,8,False
2013-08-25,7,False
2013-08-26,11,False
2013-08-27,10,False
2013-08-28,10,False
2013-08-29,10,False
2013-08-30,10,False
2013-08-31,9,False
2013-09-01,8,False
2013-09-02,8,False
2013-09-03,11,False
2013-09-04,11,False
2013-09-05,11,False
2013-09-06,10,False
2013-09-07,8,False
2013-09-08,8,False
2013-09-09,11,False
2013-09-10,11,False
2013-09-11,11,False
2013-09-12,11,False
2013-09-13,10,False
2013-09-14,8,False
2013-09-15,8,False
2013-09-16,10,False
2013-09-17,10,False
2013-09-18,10,False
2013-09-19,10,False
2013-09-20,9,False
2013-09-21,7,False
2013-09-22,7,False
2013-09-23,10,False
2013-09-24,9,False
2013-09-25,10,False
2013-09-26,9,False
2013-09-27,9,False
2013-09-28,7,False
2013-09-29,7,False
2013-09-30,10,False
2013-10-01,10,False
2013-10-02,10,False
2013-10-03,10,False
2013-10-04,10,False
2013-10-05,7,False
2013-10-06,7,False
2013-10-07,9,False
2013-10-08,9,False
2013-10-09,9,False
2013-10-10,9,False
2013-10-11,8,False
2013-10-12,7,False
2013-10-13,7,False
2013-10-14,9,False
2013-10-15,10,False
2013-10-16,9,False
2013-10-17,9,False
2013-10-18,8,False
2013-10-19,7,False
2013-10-20,7,False
2013-10-21,9,False
2013-10-22,9,False
2013-10-23,9,False
2013-10-24,9,False
2013-10-25,8,False
2013-10-26,7,False
2013-10-27,6,False
2013-10-28,9,False
2013-10-29,9,False
2013-10-30,9,False
2013-10-31,9,False
2013-11-01,8,False
2013-11-02,7,False
2013-11-03,7,False
2013-11-04,10,False
2013-11-05,10,False
2013-11-06,10,False
2013-11-07,9,False
2013-11-08,9,False
2013-11-09,7,False
2013-11-10,7,False
2013-11-11,8,False
2013-11-12,9,False
2013-11-13,9,False
2013-11-14,9,False
2013-11-15,9,False
2013-11-16,7,False
2013-11-17,7,False
2013-11-18,9,False
2013-11-19,9,False
2013-11-20,9,False
2013-11-21,8,False
2013-11-22,9,False
2013-11-23,7,False
2013-11-24,6,False
2013-11-25,8,False
2013-11-26,8,False
2013-11-27,7,False
2013-11-28,5,False
2013-11-29,7,False
2013-11-30,7,False
2013-12-01,6,False
