date,Charter,isPartial
2014-03-16,37,False
2014-03-17,48,False
2014-03-18,46,False
2014-03-19,47,False
2014-03-20,46,False
2014-03-21,43,False
2014-03-22,35,False
2014-03-23,34,False
2014-03-24,45,False
2014-03-25,46,False
2014-03-26,42,False
2014-03-27,44,False
2014-03-28,42,False
2014-03-29,36,False
2014-03-30,34,False
2014-03-31,48,False
2014-04-01,47,False
2014-04-02,47,False
2014-04-03,47,False
2014-04-04,43,False
2014-04-05,34,False
2014-04-06,33,False
2014-04-07,49,False
2014-04-08,49,False
2014-04-09,48,False
2014-04-10,45,False
2014-04-11,43,False
2014-04-12,35,False
2014-04-13,34,False
2014-04-14,45,False
2014-04-15,45,False
2014-04-16,47,False
2014-04-17,41,False
2014-04-18,40,False
2014-04-19,31,False
2014-04-20,29,False
2014-04-21,45,False
2014-04-22,45,False
2014-04-23,45,False
2014-04-24,45,False
2014-04-25,44,False
2014-04-26,31,False
2014-04-27,35,False
2014-04-28,50,False
2014-04-29,51,False
2014-04-30,47,False
2014-05-01,50,False
2014-05-02,43,False
2014-05-03,33,False
2014-05-04,33,False
2014-05-05,46,False
2014-05-06,46,False
2014-05-07,45,False
2014-05-08,42,False
2014-05-09,43,False
2014-05-10,32,False
2014-05-11,31,False
2014-05-12,45,False
2014-05-13,44,False
2014-05-14,46,False
2014-05-15,45,False
2014-05-16,41,False
2014-05-17,34,False
2014-05-18,30,False
2014-05-19,45,False
2014-05-20,47,False
2014-05-21,45,False
2014-05-22,43,False
2014-05-23,41,False
2014-05-24,32,False
2014-05-25,26,False
2014-05-26,31,False
2014-05-27,43,False
2014-05-28,42,False
2014-05-29,47,False
2014-05-30,45,False
2014-05-31,35,False
2014-06-01,32,False
2014-06-02,47,False
2014-06-03,46,False
2014-06-04,44,False
2014-06-05,43,False
2014-06-06,42,False
2014-06-07,36,False
2014-06-08,31,False
2014-06-09,47,False
2014-06-10,49,False
2014-06-11,47,False
2014-06-12,41,False
2014-06-13,43,False
2014-06-14,35,False
2014-06-15,31,False
2014-06-16,45,False
2014-06-17,46,False
2014-06-18,44,False
2014-06-19,42,False
2014-06-20,43,False
2014-06-21,33,False
2014-06-22,33,False
2014-06-23,46,False
2014-06-24,45,False
2014-06-25,42,False
2014-06-26,39,False
2014-06-27,39,False
2014-06-28,33,False
