date,Charter,isPartial
2013-02-19,76,False
2013-02-20,79,False
2013-02-21,77,False
2013-02-22,78,False
2013-02-23,61,False
2013-02-24,55,False
2013-02-25,76,False
2013-02-26,79,False
2013-02-27,83,False
2013-02-28,77,False
2013-03-01,77,False
2013-03-02,63,False
2013-03-03,57,False
2013-03-04,82,False
2013-03-05,83,False
2013-03-06,77,False
2013-03-07,78,False
2013-03-08,79,False
2013-03-09,64,False
2013-03-10,61,False
2013-03-11,86,False
2013-03-12,78,False
2013-03-13,77,False
2013-03-14,78,False
2013-03-15,75,False
2013-03-16,60,False
2013-03-17,53,False
2013-03-18,85,False
2013-03-19,85,False
2013-03-20,82,False
2013-03-21,78,False
2013-03-22,74,False
2013-03-23,54,False
2013-03-24,59,False
2013-03-25,78,False
2013-03-26,73,False
2013-03-27,73,False
2013-03-28,70,False
2013-03-29,71,False
2013-03-30,54,False
2013-03-31,48,False
2013-04-01,80,False
2013-04-02,72,False
2013-04-03,74,False
2013-04-04,71,False
2013-04-05,69,False
2013-04-06,55,False
2013-04-07,57,False
2013-04-08,78,False
2013-04-09,74,False
2013-04-10,73,False
2013-04-11,80,False
2013-04-12,74,False
2013-04-13,59,False
2013-04-14,56,False
2013-04-15,73,False
2013-04-16,79,False
2013-04-17,75,False
2013-04-18,70,False
2013-04-19,64,False
2013-04-20,51,False
2013-04-21,54,False
2013-04-22,77,False
2013-04-23,76,False
2013-04-24,74,False
2013-04-25,76,False
2013-04-26,69,False
2013-04-27,56,False
2013-04-28,55,False
2013-04-29,75,False
2013-04-30,78,False
2013-05-01,77,False
2013-05-02,74,False
2013-05-03,74,False
2013-05-04,54,False
2013-05-05,56,False
2013-05-06,75,False
2013-05-07,78,False
2013-05-08,76,False
2013-05-09,77,False
2013-05-10,70,False
2013-05-11,52,False
2013-05-12,49,False
2013-05-13,73,False
2013-05-14,74,False
2013-05-15,77,False
2013-05-16,71,False
2013-05-17,71,False
2013-05-18,54,False
2013-05-19,55,False
2013-05-20,78,False
2013-05-21,79,False
2013-05-22,77,False
2013-05-23,71,False
2013-05-24,70,False
2013-05-25,54,False
2013-05-26,46,False
2013-05-27,53,False
2013-05-28,78,False
2013-05-29,77,False
2013-05-30,76,False
2013-05-31,77,False
2013-06-01,58,False
2013-06-02,62,False
2013-06-03,79,False
2013-06-04,77,False
2013-06-05,78,False
2013-06-06,75,False
2013-06-07,73,False
2013-06-08,52,False
2013-06-09,53,False
2013-06-10,75,False
2013-06-11,71,False
2013-06-12,72,False
2013-06-13,71,False
2013-06-14,67,False
2013-06-15,55,False
2013-06-16,52,False
2013-06-17,71,False
2013-06-18,73,False
2013-06-19,74,False
2013-06-20,72,False
2013-06-21,66,False
2013-06-22,53,False
2013-06-23,54,False
2013-06-24,74,False
2013-06-25,71,False
2013-06-26,70,False
2013-06-27,71,False
2013-06-28,69,False
2013-06-29,55,False
2013-06-30,54,False
2013-07-01,76,False
2013-07-02,76,False
2013-07-03,69,False
2013-07-04,49,False
2013-07-05,61,False
2013-07-06,55,False
2013-07-07,53,False
2013-07-08,70,False
2013-07-09,76,False
2013-07-10,74,False
2013-07-11,68,False
2013-07-12,71,False
2013-07-13,58,False
2013-07-14,58,False
2013-07-15,78,False
2013-07-16,78,False
2013-07-17,77,False
2013-07-18,73,False
2013-07-19,66,False
2013-07-20,60,False
2013-07-21,59,False
2013-07-22,79,False
2013-07-23,74,False
2013-07-24,76,False
2013-07-25,79,False
2013-07-26,69,False
2013-07-27,56,False
2013-07-28,60,False
2013-07-29,82,False
2013-07-30,83,False
2013-07-31,84,False
2013-08-01,81,False
2013-08-02,78,False
2013-08-03,69,False
2013-08-04,64,False
2013-08-05,100,False
2013-08-06,89,False
2013-08-07,84,False
2013-08-08,84,False
2013-08-09,84,False
2013-08-10,68,False
2013-08-11,64,False
2013-08-12,94,False
2013-08-13,91,False
2013-08-14,81,False
2013-08-15,88,False
2013-08-16,88,False
2013-08-17,66,False
2013-08-18,66,False
2013-08-19,89,False
2013-08-20,90,False
2013-08-21,92,False
2013-08-22,81,False
2013-08-23,80,False
2013-08-24,61,False
2013-08-25,59,False
2013-08-26,85,False
2013-08-27,88,False
2013-08-28,84,False
2013-08-29,83,False
2013-08-30,81,False
2013-08-31,63,False
2013-09-01,63,False
2013-09-02,61,False
2013-09-03,89,False
2013-09-04,86,False
2013-09-05,82,False
2013-09-06,81,False
2013-09-07,65,False
2013-09-08,61,False
2013-09-09,85,False
2013-09-10,87,False
2013-09-11,84,False
2013-09-12,86,False
2013-09-13,80,False
2013-09-14,65,False
2013-09-15,62,False
2013-09-16,76,False
2013-09-17,79,False
2013-09-18,79,False
2013-09-19,75,False
2013-09-20,75,False
2013-09-21,59,False
2013-09-22,56,False
2013-09-23,77,False
2013-09-24,75,False
2013-09-25,75,False
2013-09-26,74,False
2013-09-27,72,False
2013-09-28,51,False
2013-09-29,56,False
2013-09-30,77,False
2013-10-01,74,False
2013-10-02,73,False
2013-10-03,76,False
2013-10-04,74,False
2013-10-05,54,False
2013-10-06,52,False
2013-10-07,75,False
2013-10-08,81,False
2013-10-09,77,False
2013-10-10,70,False
2013-10-11,66,False
2013-10-12,55,False
2013-10-13,55,False
2013-10-14,75,False
2013-10-15,75,False
2013-10-16,72,False
2013-10-17,68,False
2013-10-18,67,False
2013-10-19,61,False
2013-10-20,50,False
2013-10-21,72,False
2013-10-22,68,False
2013-10-23,73,False
2013-10-24,71,False
2013-10-25,64,False
2013-10-26,57,False
2013-10-27,52,False
2013-10-28,72,False
2013-10-29,74,False
2013-10-30,73,False
2013-10-31,65,False
2013-11-01,72,False
2013-11-02,55,False
2013-11-03,51,False
2013-11-04,77,False
2013-11-05,75,False
2013-11-06,71,False
