date,Charter,isPartial
2014-07-24,45,False
2014-07-25,44,False
2014-07-26,33,False
2014-07-27,38,False
2014-07-28,49,False
2014-07-29,47,False
2014-07-30,51,False
2014-07-31,49,False
2014-08-01,46,False
2014-08-02,38,False
2014-08-03,38,False
2014-08-04,53,False
2014-08-05,50,False
2014-08-06,52,False
2014-08-07,47,False
2014-08-08,49,False
2014-08-09,37,False
2014-08-10,39,False
2014-08-11,51,False
2014-08-12,51,False
2014-08-13,51,False
2014-08-14,47,False
2014-08-15,52,False
2014-08-16,41,False
2014-08-17,38,False
2014-08-18,53,False
2014-08-19,54,False
2014-08-20,56,False
2014-08-21,48,False
2014-08-22,46,False
2014-08-23,78,False
2014-08-24,100,False
2014-08-25,54,False
2014-08-26,54,False
2014-08-27,51,False
2014-08-28,52,False
2014-08-29,49,False
2014-08-30,40,False
2014-08-31,35,False
2014-09-01,36,False
2014-09-02,50,False
2014-09-03,48,False
2014-09-04,48,False
2014-09-05,45,False
2014-09-06,41,False
2014-09-07,36,False
2014-09-08,48,False
2014-09-09,45,False
2014-09-10,49,False
2014-09-11,44,False
2014-09-12,42,False
2014-09-13,36,False
2014-09-14,33,False
2014-09-15,45,False
2014-09-16,47,False
2014-09-17,46,False
2014-09-18,43,False
2014-09-19,43,False
2014-09-20,34,False
2014-09-21,36,False
2014-09-22,42,False
2014-09-23,45,False
2014-09-24,43,False
2014-09-25,43,False
2014-09-26,41,False
2014-09-27,32,False
2014-09-28,32,False
2014-09-29,44,False
2014-09-30,45,False
2014-10-01,47,False
2014-10-02,44,False
2014-10-03,44,False
2014-10-04,36,False
2014-10-05,31,False
2014-10-06,43,False
2014-10-07,49,False
2014-10-08,45,False
2014-10-09,44,False
2014-10-10,37,False
2014-10-11,32,False
2014-10-12,33,False
2014-10-13,43,False
2014-10-14,46,False
2014-10-15,40,False
2014-10-16,41,False
2014-10-17,38,False
2014-10-18,31,False
2014-10-19,32,False
2014-10-20,40,False
2014-10-21,41,False
2014-10-22,44,False
2014-10-23,42,False
2014-10-24,40,False
2014-10-25,33,False
2014-10-26,30,False
2014-10-27,40,False
2014-10-28,43,False
2014-10-29,42,False
2014-10-30,42,False
2014-10-31,35,False
2014-11-01,31,False
2014-11-02,31,False
2014-11-03,43,False
2014-11-04,44,False
2014-11-05,43,False
2014-11-06,40,False
2014-11-07,41,False
2014-11-08,30,False
2014-11-09,32,False
2014-11-10,43,False
2014-11-11,41,False
2014-11-12,40,False
2014-11-13,41,False
2014-11-14,41,False
2014-11-15,33,False
2014-11-16,32,False
2014-11-17,41,False
2014-11-18,42,False
2014-11-19,42,False
2014-11-20,40,False
2014-11-21,39,False
2014-11-22,31,False
2014-11-23,27,False
2014-11-24,39,False
2014-11-25,37,False
2014-11-26,31,False
2014-11-27,23,False
2014-11-28,29,False
2014-11-29,32,False
2014-11-30,27,False
2014-12-01,40,False
2014-12-02,42,False
2014-12-03,41,False
2014-12-04,42,False
2014-12-05,39,False
2014-12-06,32,False
2014-12-07,29,False
2014-12-08,43,False
2014-12-09,42,False
2014-12-10,43,False
2014-12-11,38,False
2014-12-12,38,False
2014-12-13,29,False
2014-12-14,31,False
2014-12-15,39,False
2014-12-16,39,False
2014-12-17,40,False
2014-12-18,37,False
2014-12-19,36,False
2014-12-20,30,False
2014-12-21,26,False
2014-12-22,31,False
2014-12-23,31,False
2014-12-24,30,False
2014-12-25,22,False
2014-12-26,30,False
2014-12-27,29,False
2014-12-28,28,False
2014-12-29,34,False
2014-12-30,35,False
2014-12-31,35,False
2015-01-01,29,False
2015-01-02,37,False
2015-01-03,35,False
2015-01-04,32,False
2015-01-05,47,False
2015-01-06,45,False
2015-01-07,43,False
2015-01-08,45,False
2015-01-09,40,False
2015-01-10,35,False
2015-01-11,30,False
2015-01-12,42,False
2015-01-13,45,False
2015-01-14,44,False
2015-01-15,42,False
2015-01-16,40,False
2015-01-17,34,False
2015-01-18,30,False
2015-01-19,36,False
2015-01-20,43,False
2015-01-21,42,False
2015-01-22,41,False
2015-01-23,41,False
2015-01-24,31,False
2015-01-25,32,False
2015-01-26,45,False
2015-01-27,44,False
2015-01-28,42,False
2015-01-29,43,False
2015-01-30,49,False
2015-01-31,38,False
2015-02-01,33,False
2015-02-02,43,False
2015-02-03,43,False
2015-02-04,41,False
2015-02-05,43,False
2015-02-06,40,False
2015-02-07,33,False
2015-02-08,32,False
2015-02-09,44,False
2015-02-10,42,False
2015-02-11,41,False
2015-02-12,43,False
2015-02-13,38,False
2015-02-14,29,False
2015-02-15,31,False
2015-02-16,36,False
2015-02-17,48,False
2015-02-18,43,False
2015-02-19,44,False
2015-02-20,41,False
2015-02-21,31,False
2015-02-22,31,False
2015-02-23,42,False
2015-02-24,47,False
2015-02-25,43,False
2015-02-26,43,False
2015-02-27,44,False
2015-02-28,33,False
2015-03-01,34,False
2015-03-02,48,False
2015-03-03,46,False
2015-03-04,45,False
2015-03-05,45,False
2015-03-06,42,False
2015-03-07,35,False
2015-03-08,32,False
2015-03-09,44,False
2015-03-10,46,False
2015-03-11,44,False
2015-03-12,45,False
2015-03-13,40,False
2015-03-14,32,False
2015-03-15,32,False
2015-03-16,42,False
2015-03-17,42,False
2015-03-18,42,False
2015-03-19,42,False
2015-03-20,42,False
2015-03-21,32,False
2015-03-22,32,False
2015-03-23,41,False
2015-03-24,44,False
2015-03-25,36,False
2015-03-26,40,False
2015-03-27,41,False
2015-03-28,30,False
2015-03-29,32,False
2015-03-30,41,False
2015-03-31,45,False
2015-04-01,41,False
2015-04-02,40,False
2015-04-03,39,False
2015-04-04,29,False
2015-04-05,30,False
2015-04-06,43,False
2015-04-07,42,False
2015-04-08,41,False
2015-04-09,40,False
2015-04-10,39,False
