date,Charter,isPartial
2016-09-11,65,False
2016-09-12,89,False
2016-09-13,86,False
2016-09-14,84,False
2016-09-15,83,False
2016-09-16,84,False
2016-09-17,63,False
2016-09-18,60,False
2016-09-19,81,False
2016-09-20,86,False
2016-09-21,82,False
2016-09-22,80,False
2016-09-23,80,False
2016-09-24,64,False
2016-09-25,59,False
2016-09-26,82,False
2016-09-27,83,False
2016-09-28,78,False
2016-09-29,76,False
2016-09-30,78,False
2016-10-01,64,False
2016-10-02,58,False
2016-10-03,79,False
2016-10-04,87,False
2016-10-05,77,False
2016-10-06,77,False
2016-10-07,69,False
2016-10-08,60,False
2016-10-09,63,False
2016-10-10,73,False
2016-10-11,80,False
2016-10-12,79,False
2016-10-13,76,False
2016-10-14,75,False
2016-10-15,58,False
2016-10-16,61,False
2016-10-17,76,False
2016-10-18,80,False
2016-10-19,76,False
2016-10-20,78,False
2016-10-21,73,False
2016-10-22,61,False
2016-10-23,65,False
2016-10-24,80,False
2016-10-25,82,False
2016-10-26,78,False
2016-10-27,74,False
2016-10-28,73,False
2016-10-29,57,False
2016-10-30,54,False
2016-10-31,74,False
2016-11-01,78,False
2016-11-02,84,False
2016-11-03,81,False
2016-11-04,81,False
2016-11-05,60,False
2016-11-06,56,False
2016-11-07,78,False
2016-11-08,81,False
2016-11-09,66,False
2016-11-10,71,False
2016-11-11,64,False
2016-11-12,54,False
2016-11-13,54,False
2016-11-14,71,False
2016-11-15,74,False
2016-11-16,72,False
2016-11-17,75,False
2016-11-18,72,False
2016-11-19,59,False
2016-11-20,52,False
2016-11-21,65,False
2016-11-22,67,False
2016-11-23,66,False
2016-11-24,55,False
2016-11-25,58,False
2016-11-26,59,False
2016-11-27,55,False
2016-11-28,75,False
2016-11-29,85,False
2016-11-30,77,False
2016-12-01,80,False
2016-12-02,78,False
2016-12-03,64,False
2016-12-04,61,False
2016-12-05,73,False
2016-12-06,75,False
2016-12-07,70,False
2016-12-08,76,False
2016-12-09,72,False
2016-12-10,55,False
2016-12-11,52,False
2016-12-12,71,False
2016-12-13,71,False
2016-12-14,70,False
2016-12-15,69,False
2016-12-16,66,False
2016-12-17,51,False
2016-12-18,52,False
2016-12-19,63,False
2016-12-20,60,False
2016-12-21,64,False
2016-12-22,58,False
2016-12-23,48,False
2016-12-24,43,False
2016-12-25,45,False
2016-12-26,49,False
2016-12-27,61,False
2016-12-28,58,False
2016-12-29,56,False
2016-12-30,66,False
2016-12-31,57,False
2017-01-01,61,False
2017-01-02,64,False
2017-01-03,80,False
2017-01-04,76,False
2017-01-05,75,False
2017-01-06,77,False
2017-01-07,58,False
2017-01-08,61,False
2017-01-09,82,False
2017-01-10,81,False
2017-01-11,80,False
2017-01-12,80,False
2017-01-13,76,False
2017-01-14,63,False
2017-01-15,58,False
2017-01-16,69,False
2017-01-17,78,False
2017-01-18,90,False
2017-01-19,89,False
2017-01-20,81,False
2017-01-21,66,False
2017-01-22,62,False
2017-01-23,78,False
2017-01-24,78,False
2017-01-25,74,False
2017-01-26,83,False
2017-01-27,85,False
2017-01-28,59,False
2017-01-29,59,False
2017-01-30,80,False
2017-01-31,85,False
2017-02-01,83,False
2017-02-02,84,False
2017-02-03,79,False
2017-02-04,64,False
2017-02-05,57,False
2017-02-06,76,False
2017-02-07,100,False
2017-02-08,95,False
2017-02-09,88,False
2017-02-10,83,False
2017-02-11,62,False
2017-02-12,57,False
2017-02-13,74,False
2017-02-14,71,False
2017-02-15,78,False
