date,Charter,isPartial
2017-01-19,68,False
2017-01-20,66,False
2017-01-21,54,False
2017-01-22,51,False
2017-01-23,66,False
2017-01-24,65,False
2017-01-25,65,False
2017-01-26,71,False
2017-01-27,74,False
2017-01-28,53,False
2017-01-29,50,False
2017-01-30,63,False
2017-01-31,70,False
2017-02-01,68,False
2017-02-02,67,False
2017-02-03,62,False
2017-02-04,52,False
2017-02-05,49,False
2017-02-06,63,False
2017-02-07,82,False
2017-02-08,78,False
2017-02-09,74,False
2017-02-10,67,False
2017-02-11,49,False
2017-02-12,47,False
2017-02-13,63,False
2017-02-14,64,False
2017-02-15,62,False
2017-02-16,65,False
2017-02-17,64,False
2017-02-18,55,False
2017-02-19,48,False
2017-02-20,55,False
2017-02-21,62,False
2017-02-22,63,False
2017-02-23,65,False
2017-02-24,67,False
2017-02-25,49,False
2017-02-26,49,False
2017-02-27,65,False
2017-02-28,70,False
2017-03-01,67,False
2017-03-02,67,False
2017-03-03,67,False
2017-03-04,51,False
2017-03-05,48,False
2017-03-06,63,False
2017-03-07,69,False
2017-03-08,66,False
2017-03-09,68,False
2017-03-10,65,False
2017-03-11,47,False
2017-03-12,46,False
2017-03-13,62,False
2017-03-14,69,False
2017-03-15,68,False
2017-03-16,63,False
2017-03-17,60,False
2017-03-18,47,False
2017-03-19,46,False
2017-03-20,63,False
2017-03-21,67,False
2017-03-22,66,False
2017-03-23,62,False
2017-03-24,63,False
2017-03-25,50,False
2017-03-26,48,False
2017-03-27,60,False
2017-03-28,63,False
2017-03-29,61,False
2017-03-30,63,False
2017-03-31,65,False
2017-04-01,46,False
2017-04-02,44,False
2017-04-03,66,False
2017-04-04,63,False
2017-04-05,63,False
2017-04-06,63,False
2017-04-07,61,False
2017-04-08,45,False
2017-04-09,41,False
2017-04-10,59,False
2017-04-11,59,False
2017-04-12,62,False
2017-04-13,60,False
2017-04-14,55,False
2017-04-15,41,False
2017-04-16,39,False
2017-04-17,65,False
2017-04-18,60,False
2017-04-19,62,False
2017-04-20,63,False
2017-04-21,60,False
2017-04-22,46,False
2017-04-23,48,False
2017-04-24,62,False
2017-04-25,64,False
2017-04-26,66,False
2017-04-27,61,False
2017-04-28,57,False
2017-04-29,47,False
2017-04-30,47,False
2017-05-01,71,False
2017-05-02,68,False
2017-05-03,63,False
2017-05-04,63,False
2017-05-05,61,False
2017-05-06,46,False
2017-05-07,44,False
2017-05-08,61,False
2017-05-09,60,False
2017-05-10,61,False
2017-05-11,58,False
2017-05-12,57,False
2017-05-13,45,False
2017-05-14,42,False
2017-05-15,57,False
2017-05-16,61,False
2017-05-17,62,False
2017-05-18,59,False
2017-05-19,61,False
2017-05-20,48,False
2017-05-21,47,False
2017-05-22,64,False
2017-05-23,63,False
2017-05-24,61,False
2017-05-25,62,False
2017-05-26,61,False
2017-05-27,42,False
2017-05-28,44,False
2017-05-29,46,False
2017-05-30,65,False
2017-05-31,69,False
2017-06-01,60,False
2017-06-02,64,False
2017-06-03,51,False
2017-06-04,47,False
2017-06-05,68,False
2017-06-06,64,False
2017-06-07,65,False
2017-06-08,63,False
2017-06-09,58,False
2017-06-10,46,False
2017-06-11,44,False
2017-06-12,62,False
2017-06-13,62,False
2017-06-14,62,False
2017-06-15,62,False
2017-06-16,60,False
2017-06-17,49,False
2017-06-18,43,False
2017-06-19,62,False
2017-06-20,63,False
2017-06-21,61,False
2017-06-22,61,False
2017-06-23,56,False
2017-06-24,46,False
2017-06-25,45,False
2017-06-26,61,False
2017-06-27,61,False
2017-06-28,60,False
2017-06-29,60,False
2017-06-30,57,False
2017-07-01,47,False
2017-07-02,44,False
2017-07-03,56,False
2017-07-04,48,False
2017-07-05,58,False
2017-07-06,58,False
2017-07-07,58,False
2017-07-08,54,False
2017-07-09,53,False
2017-07-10,62,False
2017-07-11,65,False
2017-07-12,65,False
2017-07-13,61,False
2017-07-14,63,False
2017-07-15,47,False
2017-07-16,47,False
2017-07-17,64,False
2017-07-18,64,False
2017-07-19,65,False
2017-07-20,60,False
2017-07-21,59,False
2017-07-22,51,False
2017-07-23,49,False
2017-07-24,65,False
2017-07-25,69,False
2017-07-26,63,False
2017-07-27,65,False
2017-07-28,62,False
2017-07-29,55,False
2017-07-30,49,False
2017-07-31,70,False
2017-08-01,71,False
2017-08-02,67,False
2017-08-03,69,False
2017-08-04,65,False
2017-08-05,51,False
2017-08-06,54,False
2017-08-07,70,False
2017-08-08,70,False
2017-08-09,71,False
2017-08-10,69,False
2017-08-11,68,False
2017-08-12,54,False
2017-08-13,49,False
2017-08-14,72,False
2017-08-15,76,False
2017-08-16,74,False
2017-08-17,68,False
2017-08-18,71,False
2017-08-19,52,False
2017-08-20,47,False
2017-08-21,62,False
2017-08-22,74,False
2017-08-23,72,False
2017-08-24,65,False
2017-08-25,65,False
2017-08-26,58,False
2017-08-27,51,False
2017-08-28,67,False
2017-08-29,65,False
2017-08-30,66,False
2017-08-31,62,False
2017-09-01,63,False
2017-09-02,52,False
2017-09-03,47,False
2017-09-04,48,False
2017-09-05,71,False
2017-09-06,66,False
2017-09-07,67,False
2017-09-08,68,False
2017-09-09,49,False
2017-09-10,49,False
2017-09-11,66,False
2017-09-12,71,False
2017-09-13,64,False
2017-09-14,63,False
2017-09-15,66,False
2017-09-16,53,False
2017-09-17,47,False
2017-09-18,64,False
2017-09-19,62,False
2017-09-20,61,False
2017-09-21,60,False
2017-09-22,59,False
2017-09-23,46,False
2017-09-24,47,False
2017-09-25,64,False
2017-09-26,65,False
2017-09-27,61,False
2017-09-28,62,False
2017-09-29,63,False
2017-09-30,48,False
2017-10-01,100,False
2017-10-02,66,False
2017-10-03,60,False
2017-10-04,63,False
2017-10-05,67,False
2017-10-06,62,False
