date,NVDA stock
2011-05-11,0
2011-05-12,99
2011-05-13,21
2011-05-14,25
2011-05-15,0
2011-05-16,39
2011-05-17,0
2011-05-18,20
2011-05-19,20
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,58
2011-05-24,39
2011-05-25,20
2011-05-26,0
2011-05-27,21
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,20
2011-06-01,0
2011-06-02,21
2011-06-03,21
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,0
2011-06-08,0
2011-06-09,20
2011-06-10,0
2011-06-11,25
2011-06-12,0
2011-06-13,20
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,41
2011-06-18,51
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,39
2011-06-23,41
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,20
2011-06-28,20
2011-06-29,0
2011-06-30,0
2011-07-01,42
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,20
2011-07-07,40
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,21
2011-07-16,26
2011-07-17,0
2011-07-18,39
2011-07-19,39
2011-07-20,0
2011-07-21,40
2011-07-22,42
2011-07-23,0
2011-07-24,0
2011-07-25,20
2011-07-26,59
2011-07-27,0
2011-07-28,0
2011-07-29,42
2011-07-30,0
2011-07-31,25
2011-08-01,20
2011-08-02,0
2011-08-03,0
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,38
2011-08-09,38
2011-08-10,59
2011-08-11,20
2011-08-12,21
2011-08-13,0
2011-08-14,0
2011-08-15,20
2011-08-16,40
2011-08-17,0
2011-08-18,39
2011-08-19,0
2011-08-20,0
2011-08-21,0
2011-08-22,19
2011-08-23,19
2011-08-24,19
2011-08-25,56
2011-08-26,20
2011-08-27,23
2011-08-28,0
2011-08-29,0
2011-08-30,0
2011-08-31,0
2011-09-01,19
2011-09-02,20
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,55
2011-09-07,0
2011-09-08,18
2011-09-09,19
2011-09-10,45
2011-09-11,22
2011-09-12,18
2011-09-13,18
2011-09-14,54
2011-09-15,37
2011-09-16,19
2011-09-17,0
2011-09-18,0
2011-09-19,36
2011-09-20,35
2011-09-21,36
2011-09-22,18
2011-09-23,0
2011-09-24,45
2011-09-25,0
2011-09-26,18
2011-09-27,0
2011-09-28,0
2011-09-29,18
2011-09-30,0
2011-10-01,0
2011-10-02,0
2011-10-03,36
2011-10-04,0
2011-10-05,18
2011-10-06,36
2011-10-07,19
2011-10-08,0
2011-10-09,0
2011-10-10,18
2011-10-11,100
2011-10-12,0
2011-10-13,18
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,17
2011-10-19,35
2011-10-20,18
2011-10-21,19
2011-10-22,0
2011-10-23,0
2011-10-24,0
2011-10-25,17
2011-10-26,0
2011-10-27,88
2011-10-28,19
2011-10-29,22
2011-10-30,0
2011-10-31,54
2011-11-01,0
2011-11-02,53
2011-11-03,35
2011-11-04,54
2011-11-05,0
2011-11-06,0
2011-11-07,17
2011-11-08,17
2011-11-09,17
2011-11-10,35
2011-11-11,55
2011-11-12,42
2011-11-13,0
2011-11-14,34
2011-11-15,17
2011-11-16,52
2011-11-17,17
2011-11-18,18
2011-11-19,0
2011-11-20,0
2011-11-21,17
2011-11-22,17
2011-11-23,35
2011-11-24,0
2011-11-25,19
2011-11-26,0
2011-11-27,0
2011-11-28,33
2011-11-29,34
2011-11-30,17
2011-12-01,17
2011-12-02,18
2011-12-03,0
2011-12-04,0
2011-12-05,34
2011-12-06,17
2011-12-07,17
2011-12-08,17
2011-12-09,18
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,34
2011-12-14,17
2011-12-15,0
2011-12-16,18
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,37
2011-12-23,58
2011-12-24,0
2011-12-25,0
2011-12-26,20
2011-12-27,0
2011-12-28,18
2011-12-29,0
2011-12-30,0
2011-12-31,22
2012-01-01,0
2012-01-02,0
2012-01-03,34
2012-01-04,17
2012-01-05,0
2012-01-06,18
2012-01-07,20
2012-01-08,19
2012-01-09,33
2012-01-10,16
2012-01-11,16
2012-01-12,16
2012-01-13,34
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,32
2012-01-18,16
2012-01-19,32
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,16
2012-01-24,16
2012-01-25,16
2012-01-26,0
