date,NVDA stock
2015-04-10,9
2015-04-11,39
2015-04-12,0
2015-04-13,24
2015-04-14,16
2015-04-15,0
2015-04-16,8
2015-04-17,17
2015-04-18,10
2015-04-19,0
2015-04-20,16
2015-04-21,8
2015-04-22,8
2015-04-23,24
2015-04-24,8
2015-04-25,0
2015-04-26,9
2015-04-27,8
2015-04-28,8
2015-04-29,8
2015-04-30,0
2015-05-01,18
2015-05-02,0
2015-05-03,9
2015-05-04,8
2015-05-05,24
2015-05-06,8
2015-05-07,0
2015-05-08,17
2015-05-09,10
2015-05-10,19
2015-05-11,16
2015-05-12,16
2015-05-13,8
2015-05-14,33
2015-05-15,25
2015-05-16,9
2015-05-17,0
2015-05-18,0
2015-05-19,8
2015-05-20,8
2015-05-21,16
2015-05-22,8
2015-05-23,0
2015-05-24,0
2015-05-25,0
2015-05-26,8
2015-05-27,39
2015-05-28,48
2015-05-29,0
2015-05-30,10
2015-05-31,0
2015-06-01,16
2015-06-02,40
2015-06-03,0
2015-06-04,25
2015-06-05,17
2015-06-06,10
2015-06-07,10
2015-06-08,8
2015-06-09,16
2015-06-10,16
2015-06-11,8
2015-06-12,17
2015-06-13,0
2015-06-14,0
2015-06-15,8
2015-06-16,31
2015-06-17,24
2015-06-18,16
2015-06-19,42
2015-06-20,10
2015-06-21,10
2015-06-22,0
2015-06-23,0
2015-06-24,40
2015-06-25,16
2015-06-26,8
2015-06-27,10
2015-06-28,0
2015-06-29,0
2015-06-30,32
2015-07-01,24
2015-07-02,8
2015-07-03,9
2015-07-04,0
2015-07-05,0
2015-07-06,0
2015-07-07,16
2015-07-08,0
2015-07-09,8
2015-07-10,17
2015-07-11,0
2015-07-12,0
2015-07-13,16
2015-07-14,16
2015-07-15,8
2015-07-16,16
2015-07-17,9
2015-07-18,0
2015-07-19,0
2015-07-20,17
2015-07-21,24
2015-07-22,32
2015-07-23,16
2015-07-24,25
2015-07-25,19
2015-07-26,10
2015-07-27,8
2015-07-28,24
2015-07-29,16
2015-07-30,40
2015-07-31,8
2015-08-01,0
2015-08-02,0
2015-08-03,0
2015-08-04,16
2015-08-05,16
2015-08-06,16
2015-08-07,100
2015-08-08,29
2015-08-09,10
2015-08-10,64
2015-08-11,24
2015-08-12,24
2015-08-13,16
2015-08-14,33
2015-08-15,19
2015-08-16,0
2015-08-17,16
2015-08-18,40
2015-08-19,32
2015-08-20,48
2015-08-21,50
2015-08-22,10
2015-08-23,28
2015-08-24,31
2015-08-25,62
2015-08-26,16
2015-08-27,39
2015-08-28,25
2015-08-29,0
2015-08-30,18
2015-08-31,31
2015-09-01,46
2015-09-02,31
2015-09-03,24
2015-09-04,16
2015-09-05,9
2015-09-06,0
2015-09-07,8
2015-09-08,23
2015-09-09,8
2015-09-10,8
2015-09-11,8
2015-09-12,18
2015-09-13,9
2015-09-14,22
2015-09-15,23
2015-09-16,31
2015-09-17,30
2015-09-18,8
2015-09-19,0
2015-09-20,0
2015-09-21,22
2015-09-22,8
2015-09-23,46
2015-09-24,62
2015-09-25,16
2015-09-26,9
2015-09-27,0
2015-09-28,37
2015-09-29,52
2015-09-30,8
2015-10-01,38
2015-10-02,40
2015-10-03,35
2015-10-04,17
2015-10-05,15
2015-10-06,30
2015-10-07,23
2015-10-08,53
2015-10-09,31
2015-10-10,0
2015-10-11,0
2015-10-12,31
2015-10-13,30
2015-10-14,53
2015-10-15,30
2015-10-16,55
2015-10-17,9
2015-10-18,9
2015-10-19,37
2015-10-20,51
2015-10-21,30
2015-10-22,38
2015-10-23,39
2015-10-24,9
2015-10-25,9
2015-10-26,58
2015-10-27,15
2015-10-28,22
2015-10-29,30
2015-10-30,24
2015-10-31,9
2015-11-01,0
2015-11-02,15
2015-11-03,30
2015-11-04,36
2015-11-05,30
2015-11-06,86
2015-11-07,26
2015-11-08,9
2015-11-09,59
2015-11-10,37
2015-11-11,30
2015-11-12,38
2015-11-13,16
2015-11-14,17
2015-11-15,17
2015-11-16,7
2015-11-17,22
2015-11-18,0
2015-11-19,22
2015-11-20,31
2015-11-21,9
2015-11-22,26
2015-11-23,7
2015-11-24,58
2015-11-25,0
2015-11-26,23
2015-11-27,16
2015-11-28,17
2015-11-29,8
2015-11-30,66
2015-12-01,15
2015-12-02,66
2015-12-03,83
2015-12-04,16
2015-12-05,27
2015-12-06,9
2015-12-07,51
2015-12-08,75
2015-12-09,22
2015-12-10,30
2015-12-11,16
2015-12-12,0
2015-12-13,0
2015-12-14,30
2015-12-15,8
2015-12-16,77
2015-12-17,31
2015-12-18,25
2015-12-19,19
2015-12-20,9
2015-12-21,8
2015-12-22,16
2015-12-23,17
2015-12-24,38
2015-12-25,10
2015-12-26,0
