date,NVDA stock
2012-01-26,22
2012-01-27,46
2012-01-28,0
2012-01-29,26
2012-01-30,21
2012-01-31,54
2012-02-01,22
2012-02-02,44
2012-02-03,23
2012-02-04,0
2012-02-05,26
2012-02-06,22
2012-02-07,43
2012-02-08,64
2012-02-09,0
2012-02-10,34
2012-02-11,26
2012-02-12,25
2012-02-13,32
2012-02-14,22
2012-02-15,22
2012-02-16,22
2012-02-17,91
2012-02-18,52
2012-02-19,0
2012-02-20,22
2012-02-21,0
2012-02-22,65
2012-02-23,22
2012-02-24,45
2012-02-25,0
2012-02-26,26
2012-02-27,32
2012-02-28,32
2012-02-29,21
2012-03-01,56
2012-03-02,24
2012-03-03,27
2012-03-04,0
2012-03-05,44
2012-03-06,21
2012-03-07,0
2012-03-08,22
2012-03-09,0
2012-03-10,0
2012-03-11,26
2012-03-12,32
2012-03-13,21
2012-03-14,22
2012-03-15,22
2012-03-16,0
2012-03-17,0
2012-03-18,0
2012-03-19,21
2012-03-20,43
2012-03-21,43
2012-03-22,22
2012-03-23,23
2012-03-24,0
2012-03-25,0
2012-03-26,21
2012-03-27,0
2012-03-28,65
2012-03-29,43
2012-03-30,47
2012-03-31,0
2012-04-01,27
2012-04-02,65
2012-04-03,22
2012-04-04,44
2012-04-05,68
2012-04-06,25
2012-04-07,28
2012-04-08,0
2012-04-09,26
2012-04-10,23
2012-04-11,43
2012-04-12,22
2012-04-13,46
2012-04-14,0
2012-04-15,0
2012-04-16,43
2012-04-17,21
2012-04-18,21
2012-04-19,21
2012-04-20,23
2012-04-21,26
2012-04-22,0
2012-04-23,0
2012-04-24,0
2012-04-25,21
2012-04-26,22
2012-04-27,22
2012-04-28,0
2012-04-29,26
2012-04-30,22
2012-05-01,47
2012-05-02,21
2012-05-03,0
2012-05-04,45
2012-05-05,0
2012-05-06,25
2012-05-07,21
2012-05-08,42
2012-05-09,42
2012-05-10,43
2012-05-11,56
2012-05-12,26
2012-05-13,0
2012-05-14,31
2012-05-15,52
2012-05-16,21
2012-05-17,0
2012-05-18,23
2012-05-19,27
2012-05-20,0
2012-05-21,21
2012-05-22,21
2012-05-23,43
2012-05-24,21
2012-05-25,23
2012-05-26,0
2012-05-27,0
2012-05-28,22
2012-05-29,31
2012-05-30,21
2012-05-31,64
2012-06-01,34
2012-06-02,26
2012-06-03,26
2012-06-04,0
2012-06-05,42
2012-06-06,31
2012-06-07,21
2012-06-08,0
2012-06-09,26
2012-06-10,0
2012-06-11,31
2012-06-12,62
2012-06-13,21
2012-06-14,0
2012-06-15,67
2012-06-16,0
2012-06-17,0
2012-06-18,31
2012-06-19,41
2012-06-20,32
2012-06-21,74
2012-06-22,45
2012-06-23,0
2012-06-24,26
2012-06-25,31
2012-06-26,0
2012-06-27,21
2012-06-28,22
2012-06-29,34
2012-06-30,27
2012-07-01,0
2012-07-02,42
2012-07-03,32
2012-07-04,0
2012-07-05,0
2012-07-06,22
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,42
2012-07-11,22
2012-07-12,32
2012-07-13,0
2012-07-14,27
2012-07-15,0
2012-07-16,0
2012-07-17,21
2012-07-18,43
2012-07-19,44
2012-07-20,45
2012-07-21,0
2012-07-22,0
2012-07-23,43
2012-07-24,21
2012-07-25,54
2012-07-26,43
2012-07-27,34
2012-07-28,0
2012-07-29,0
2012-07-30,32
2012-07-31,63
2012-08-01,43
2012-08-02,44
2012-08-03,23
2012-08-04,0
2012-08-05,0
2012-08-06,32
2012-08-07,43
2012-08-08,54
2012-08-09,22
2012-08-10,57
2012-08-11,0
2012-08-12,27
2012-08-13,32
2012-08-14,21
2012-08-15,45
2012-08-16,22
2012-08-17,68
2012-08-18,0
2012-08-19,28
2012-08-20,43
2012-08-21,21
2012-08-22,32
2012-08-23,43
2012-08-24,22
2012-08-25,0
2012-08-26,0
2012-08-27,31
2012-08-28,0
2012-08-29,31
2012-08-30,0
2012-08-31,43
2012-09-01,0
2012-09-02,0
2012-09-03,21
2012-09-04,0
2012-09-05,41
2012-09-06,32
2012-09-07,22
2012-09-08,38
2012-09-09,0
2012-09-10,20
2012-09-11,51
2012-09-12,20
2012-09-13,41
2012-09-14,43
2012-09-15,25
2012-09-16,0
2012-09-17,0
2012-09-18,20
2012-09-19,20
2012-09-20,20
2012-09-21,21
2012-09-22,0
2012-09-23,24
2012-09-24,60
2012-09-25,20
2012-09-26,40
2012-09-27,41
2012-09-28,32
2012-09-29,0
2012-09-30,0
2012-10-01,20
2012-10-02,30
2012-10-03,61
2012-10-04,100
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,29
2012-10-09,58
2012-10-10,39
2012-10-11,30
2012-10-12,21
