date,NVDA stock
2011-09-18,0
2011-09-19,43
2011-09-20,21
2011-09-21,43
2011-09-22,22
2011-09-23,0
2011-09-24,0
2011-09-25,27
2011-09-26,21
2011-09-27,0
2011-09-28,22
2011-09-29,0
2011-09-30,0
2011-10-01,27
2011-10-02,27
2011-10-03,22
2011-10-04,42
2011-10-05,0
2011-10-06,22
2011-10-07,68
2011-10-08,0
2011-10-09,0
2011-10-10,64
2011-10-11,20
2011-10-12,21
2011-10-13,65
2011-10-14,45
2011-10-15,52
2011-10-16,25
2011-10-17,63
2011-10-18,21
2011-10-19,21
2011-10-20,22
2011-10-21,22
2011-10-22,0
2011-10-23,0
2011-10-24,42
2011-10-25,62
2011-10-26,43
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,25
2011-10-31,43
2011-11-01,65
2011-11-02,42
2011-11-03,0
2011-11-04,65
2011-11-05,0
2011-11-06,50
2011-11-07,42
2011-11-08,21
2011-11-09,63
2011-11-10,21
2011-11-11,67
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,41
2011-11-16,21
2011-11-17,0
2011-11-18,44
2011-11-19,0
2011-11-20,25
2011-11-21,41
2011-11-22,20
2011-11-23,0
2011-11-24,22
2011-11-25,68
2011-11-26,0
2011-11-27,25
2011-11-28,81
2011-11-29,40
2011-11-30,40
2011-12-01,62
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,61
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,25
2011-12-11,0
2011-12-12,20
2011-12-13,20
2011-12-14,0
2011-12-15,21
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,22
2011-12-28,0
2011-12-29,0
2011-12-30,47
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,21
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,39
2012-01-10,78
2012-01-11,58
2012-01-12,39
2012-01-13,41
2012-01-14,0
2012-01-15,0
2012-01-16,19
2012-01-17,19
2012-01-18,0
2012-01-19,19
2012-01-20,20
2012-01-21,23
2012-01-22,0
2012-01-23,0
2012-01-24,19
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,76
2012-01-31,19
2012-02-01,19
2012-02-02,0
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,19
2012-02-07,19
2012-02-08,38
2012-02-09,19
2012-02-10,40
2012-02-11,0
2012-02-12,22
2012-02-13,38
2012-02-14,19
2012-02-15,58
2012-02-16,19
2012-02-17,100
2012-02-18,0
2012-02-19,0
2012-02-20,20
2012-02-21,20
2012-02-22,0
2012-02-23,38
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,19
2012-02-28,19
2012-02-29,0
2012-03-01,59
2012-03-02,0
2012-03-03,24
2012-03-04,0
2012-03-05,39
2012-03-06,38
2012-03-07,0
2012-03-08,19
2012-03-09,20
2012-03-10,0
2012-03-11,22
2012-03-12,0
2012-03-13,0
2012-03-14,19
2012-03-15,0
2012-03-16,40
2012-03-17,23
2012-03-18,0
2012-03-19,19
2012-03-20,19
2012-03-21,19
2012-03-22,0
2012-03-23,60
2012-03-24,0
2012-03-25,0
2012-03-26,0
2012-03-27,19
2012-03-28,0
2012-03-29,58
2012-03-30,0
2012-03-31,0
2012-04-01,23
2012-04-02,19
2012-04-03,19
2012-04-04,39
2012-04-05,20
2012-04-06,22
2012-04-07,0
2012-04-08,0
2012-04-09,0
2012-04-10,20
2012-04-11,19
2012-04-12,0
2012-04-13,20
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,19
2012-04-18,19
2012-04-19,19
2012-04-20,40
2012-04-21,23
2012-04-22,0
2012-04-23,0
2012-04-24,19
2012-04-25,0
2012-04-26,0
2012-04-27,20
2012-04-28,0
2012-04-29,0
2012-04-30,20
2012-05-01,0
2012-05-02,0
2012-05-03,38
2012-05-04,20
2012-05-05,0
2012-05-06,22
2012-05-07,0
2012-05-08,0
2012-05-09,56
2012-05-10,0
2012-05-11,79
2012-05-12,23
2012-05-13,0
2012-05-14,18
2012-05-15,55
2012-05-16,19
2012-05-17,0
2012-05-18,40
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,0
2012-05-23,19
2012-05-24,19
2012-05-25,0
2012-05-26,0
2012-05-27,0
2012-05-28,20
2012-05-29,18
2012-05-30,0
2012-05-31,75
2012-06-01,0
2012-06-02,23
2012-06-03,0
2012-06-04,0
