date,NVDA stock
2014-03-16,17
2014-03-17,29
2014-03-18,14
2014-03-19,29
2014-03-20,37
2014-03-21,15
2014-03-22,17
2014-03-23,0
2014-03-24,14
2014-03-25,14
2014-03-26,43
2014-03-27,29
2014-03-28,23
2014-03-29,0
2014-03-30,17
2014-03-31,15
2014-04-01,15
2014-04-02,15
2014-04-03,37
2014-04-04,54
2014-04-05,0
2014-04-06,26
2014-04-07,22
2014-04-08,73
2014-04-09,81
2014-04-10,22
2014-04-11,31
2014-04-12,18
2014-04-13,0
2014-04-14,0
2014-04-15,15
2014-04-16,23
2014-04-17,31
2014-04-18,0
2014-04-19,19
2014-04-20,0
2014-04-21,40
2014-04-22,22
2014-04-23,15
2014-04-24,52
2014-04-25,62
2014-04-26,17
2014-04-27,0
2014-04-28,29
2014-04-29,43
2014-04-30,0
2014-05-01,16
2014-05-02,48
2014-05-03,26
2014-05-04,0
2014-05-05,15
2014-05-06,29
2014-05-07,51
2014-05-08,30
2014-05-09,100
2014-05-10,17
2014-05-11,17
2014-05-12,22
2014-05-13,22
2014-05-14,74
2014-05-15,37
2014-05-16,23
2014-05-17,0
2014-05-18,0
2014-05-19,44
2014-05-20,51
2014-05-21,32
2014-05-22,24
2014-05-23,25
2014-05-24,20
2014-05-25,20
2014-05-26,16
2014-05-27,16
2014-05-28,64
2014-05-29,50
2014-05-30,17
2014-05-31,20
2014-06-01,20
2014-06-02,49
2014-06-03,64
2014-06-04,32
2014-06-05,49
2014-06-06,86
2014-06-07,20
2014-06-08,0
2014-06-09,17
2014-06-10,25
2014-06-11,40
2014-06-12,74
2014-06-13,34
2014-06-14,20
2014-06-15,20
2014-06-16,32
2014-06-17,56
2014-06-18,66
2014-06-19,42
2014-06-20,61
2014-06-21,20
2014-06-22,20
2014-06-23,41
2014-06-24,32
2014-06-25,16
2014-06-26,17
2014-06-27,44
2014-06-28,40
2014-06-29,59
2014-06-30,33
2014-07-01,16
2014-07-02,50
2014-07-03,0
2014-07-04,18
2014-07-05,20
2014-07-06,0
2014-07-07,41
2014-07-08,49
2014-07-09,49
2014-07-10,50
2014-07-11,17
2014-07-12,20
2014-07-13,20
2014-07-14,16
2014-07-15,32
2014-07-16,17
2014-07-17,0
2014-07-18,35
2014-07-19,30
2014-07-20,0
2014-07-21,16
2014-07-22,49
2014-07-23,26
2014-07-24,50
2014-07-25,70
2014-07-26,31
2014-07-27,0
2014-07-28,17
2014-07-29,33
2014-07-30,33
2014-07-31,17
2014-08-01,0
2014-08-02,0
2014-08-03,0
2014-08-04,25
2014-08-05,24
2014-08-06,33
2014-08-07,36
2014-08-08,44
2014-08-09,60
2014-08-10,30
2014-08-11,74
2014-08-12,24
2014-08-13,24
2014-08-14,50
2014-08-15,18
2014-08-16,20
2014-08-17,20
2014-08-18,25
2014-08-19,32
2014-08-20,32
2014-08-21,16
2014-08-22,25
2014-08-23,0
2014-08-24,19
2014-08-25,16
2014-08-26,32
2014-08-27,32
2014-08-28,16
2014-08-29,59
2014-08-30,0
2014-08-31,19
2014-09-01,16
2014-09-02,15
2014-09-03,47
2014-09-04,71
2014-09-05,33
2014-09-06,0
2014-09-07,37
2014-09-08,0
2014-09-09,15
2014-09-10,38
2014-09-11,47
2014-09-12,16
2014-09-13,0
2014-09-14,18
2014-09-15,31
2014-09-16,15
2014-09-17,16
2014-09-18,47
2014-09-19,41
2014-09-20,19
2014-09-21,0
2014-09-22,23
2014-09-23,38
2014-09-24,15
2014-09-25,24
2014-09-26,24
2014-09-27,19
2014-09-28,0
2014-09-29,23
2014-09-30,46
2014-10-01,31
2014-10-02,47
2014-10-03,25
2014-10-04,19
2014-10-05,0
2014-10-06,15
2014-10-07,31
2014-10-08,38
2014-10-09,31
2014-10-10,32
2014-10-11,37
2014-10-12,0
2014-10-13,45
2014-10-14,30
2014-10-15,15
2014-10-16,23
2014-10-17,16
2014-10-18,18
2014-10-19,18
2014-10-20,15
2014-10-21,52
2014-10-22,75
2014-10-23,31
2014-10-24,16
2014-10-25,18
2014-10-26,0
2014-10-27,45
2014-10-28,15
2014-10-29,15
2014-10-30,15
2014-10-31,16
2014-11-01,0
2014-11-02,18
2014-11-03,45
2014-11-04,15
2014-11-05,22
2014-11-06,37
2014-11-07,39
2014-11-08,18
2014-11-09,18
2014-11-10,30
2014-11-11,60
2014-11-12,44
2014-11-13,15
2014-11-14,31
2014-11-15,35
2014-11-16,17
2014-11-17,0
2014-11-18,24
2014-11-19,15
2014-11-20,23
2014-11-21,31
2014-11-22,0
2014-11-23,0
2014-11-24,15
2014-11-25,73
2014-11-26,37
2014-11-27,0
2014-11-28,31
2014-11-29,17
2014-11-30,34
2014-12-01,14
