date,NVDA stock
2017-05-29,6
2017-05-30,33
2017-05-31,35
2017-06-01,36
2017-06-02,24
2017-06-03,5
2017-06-04,3
2017-06-05,30
2017-06-06,29
2017-06-07,27
2017-06-08,51
2017-06-09,81
2017-06-10,14
2017-06-11,4
2017-06-12,53
2017-06-13,49
2017-06-14,49
2017-06-15,39
2017-06-16,40
2017-06-17,10
2017-06-18,5
2017-06-19,40
2017-06-20,37
2017-06-21,39
2017-06-22,39
2017-06-23,31
2017-06-24,7
2017-06-25,3
2017-06-26,31
2017-06-27,29
2017-06-28,35
2017-06-29,34
2017-06-30,31
2017-07-01,6
2017-07-02,4
2017-07-03,27
2017-07-04,10
2017-07-05,31
2017-07-06,29
2017-07-07,31
2017-07-08,4
2017-07-09,6
2017-07-10,37
2017-07-11,26
2017-07-12,45
2017-07-13,55
2017-07-14,48
2017-07-15,15
2017-07-16,5
2017-07-17,36
2017-07-18,43
2017-07-19,33
2017-07-20,35
2017-07-21,33
2017-07-22,8
2017-07-23,4
2017-07-24,30
2017-07-25,27
2017-07-26,37
2017-07-27,40
2017-07-28,29
2017-07-29,11
2017-07-30,5
2017-07-31,29
2017-08-01,30
2017-08-02,31
2017-08-03,31
2017-08-04,32
2017-08-05,4
2017-08-06,6
2017-08-07,27
2017-08-08,43
2017-08-09,37
2017-08-10,100
2017-08-11,85
2017-08-12,18
2017-08-13,12
2017-08-14,60
2017-08-15,53
2017-08-16,34
2017-08-17,37
2017-08-18,31
2017-08-19,6
2017-08-20,5
2017-08-21,27
2017-08-22,25
2017-08-23,30
2017-08-24,27
2017-08-25,30
2017-08-26,4
2017-08-27,3
2017-08-28,23
2017-08-29,27
2017-08-30,27
2017-08-31,23
2017-09-01,25
2017-09-02,9
2017-09-03,4
2017-09-04,5
2017-09-05,21
2017-09-06,24
2017-09-07,21
2017-09-08,19
2017-09-09,3
2017-09-10,2
2017-09-11,18
2017-09-12,25
2017-09-13,25
2017-09-14,24
2017-09-15,34
2017-09-16,14
2017-09-17,5
2017-09-18,59
2017-09-19,55
2017-09-20,51
2017-09-21,65
2017-09-22,41
2017-09-23,7
2017-09-24,5
2017-09-25,33
2017-09-26,42
2017-09-27,32
2017-09-28,28
2017-09-29,33
2017-09-30,11
2017-10-01,2
2017-10-02,27
2017-10-03,33
2017-10-04,29
2017-10-05,24
2017-10-06,28
2017-10-07,8
2017-10-08,3
2017-10-09,33
2017-10-10,40
2017-10-11,36
2017-10-12,38
2017-10-13,33
2017-10-14,9
2017-10-15,4
2017-10-16,39
2017-10-17,34
2017-10-18,32
2017-10-19,34
2017-10-20,38
2017-10-21,5
2017-10-22,4
2017-10-23,22
2017-10-24,29
2017-10-25,31
2017-10-26,37
2017-10-27,34
2017-10-28,14
2017-10-29,4
2017-10-30,38
2017-10-31,43
2017-11-01,44
2017-11-02,40
2017-11-03,33
2017-11-04,10
2017-11-05,4
2017-11-06,28
2017-11-07,33
2017-11-08,49
2017-11-09,78
2017-11-10,79
2017-11-11,16
2017-11-12,9
2017-11-13,38
2017-11-14,30
2017-11-15,38
2017-11-16,28
2017-11-17,34
2017-11-18,8
2017-11-19,4
2017-11-20,27
2017-11-21,26
2017-11-22,23
2017-11-23,13
2017-11-24,17
2017-11-25,5
2017-11-26,4
2017-11-27,29
2017-11-28,29
2017-11-29,60
2017-11-30,48
2017-12-01,43
2017-12-02,10
2017-12-03,6
2017-12-04,46
2017-12-05,47
2017-12-06,36
2017-12-07,36
2017-12-08,36
2017-12-09,12
2017-12-10,4
2017-12-11,28
2017-12-12,29
2017-12-13,33
2017-12-14,28
2017-12-15,30
2017-12-16,10
2017-12-17,6
2017-12-18,33
2017-12-19,30
2017-12-20,30
2017-12-21,27
2017-12-22,27
2017-12-23,9
2017-12-24,6
2017-12-25,5
2017-12-26,22
2017-12-27,22
2017-12-28,26
2017-12-29,23
2017-12-30,5
2017-12-31,8
2018-01-01,6
2018-01-02,31
2018-01-03,44
2018-01-04,50
2018-01-05,43
2018-01-06,14
2018-01-07,8
2018-01-08,48
2018-01-09,47
2018-01-10,42
2018-01-11,37
2018-01-12,36
2018-01-13,12
2018-01-14,6
2018-01-15,11
2018-01-16,27
2018-01-17,33
2018-01-18,31
2018-01-19,41
2018-01-20,16
2018-01-21,7
2018-01-22,35
2018-01-23,46
2018-01-24,43
2018-01-25,36
2018-01-26,36
2018-01-27,15
2018-01-28,8
2018-01-29,36
2018-01-30,43
2018-01-31,37
2018-02-01,45
2018-02-02,42
2018-02-03,10
2018-02-04,10
2018-02-05,54
2018-02-06,75
2018-02-07,51
2018-02-08,90
2018-02-09,91
2018-02-10,18
2018-02-11,6
2018-02-12,46
2018-02-13,48
