date,NVDA stock
2015-12-26,7
2015-12-27,2
2015-12-28,8
2015-12-29,8
2015-12-30,15
2015-12-31,12
2016-01-01,5
2016-01-02,0
2016-01-03,5
2016-01-04,8
2016-01-05,15
2016-01-06,21
2016-01-07,13
2016-01-08,17
2016-01-09,0
2016-01-10,0
2016-01-11,8
2016-01-12,10
2016-01-13,17
2016-01-14,8
2016-01-15,19
2016-01-16,2
2016-01-17,0
2016-01-18,2
2016-01-19,4
2016-01-20,6
2016-01-21,12
2016-01-22,6
2016-01-23,5
2016-01-24,5
2016-01-25,0
2016-01-26,2
2016-01-27,16
2016-01-28,4
2016-01-29,13
2016-01-30,2
2016-01-31,0
2016-02-01,8
2016-02-02,16
2016-02-03,14
2016-02-04,10
2016-02-05,13
2016-02-06,2
2016-02-07,2
2016-02-08,11
2016-02-09,6
2016-02-10,8
2016-02-11,4
2016-02-12,8
2016-02-13,2
2016-02-14,0
2016-02-15,6
2016-02-16,6
2016-02-17,20
2016-02-18,30
2016-02-19,27
2016-02-20,2
2016-02-21,5
2016-02-22,10
2016-02-23,8
2016-02-24,12
2016-02-25,14
2016-02-26,17
2016-02-27,2
2016-02-28,0
2016-02-29,14
2016-03-01,18
2016-03-02,16
2016-03-03,16
2016-03-04,19
2016-03-05,2
2016-03-06,7
2016-03-07,18
2016-03-08,12
2016-03-09,14
2016-03-10,6
2016-03-11,6
2016-03-12,0
2016-03-13,9
2016-03-14,8
2016-03-15,20
2016-03-16,8
2016-03-17,8
2016-03-18,13
2016-03-19,5
2016-03-20,2
2016-03-21,8
2016-03-22,8
2016-03-23,12
2016-03-24,4
2016-03-25,9
2016-03-26,5
2016-03-27,0
2016-03-28,15
2016-03-29,10
2016-03-30,18
2016-03-31,16
2016-04-01,8
2016-04-02,2
2016-04-03,2
2016-04-04,22
2016-04-05,12
2016-04-06,10
2016-04-07,21
2016-04-08,6
2016-04-09,0
2016-04-10,0
2016-04-11,14
2016-04-12,6
2016-04-13,12
2016-04-14,16
2016-04-15,17
2016-04-16,5
2016-04-17,9
2016-04-18,8
2016-04-19,14
2016-04-20,12
2016-04-21,4
2016-04-22,13
2016-04-23,5
2016-04-24,2
2016-04-25,8
2016-04-26,14
2016-04-27,8
2016-04-28,8
2016-04-29,19
2016-04-30,5
2016-05-01,2
2016-05-02,4
2016-05-03,10
2016-05-04,10
2016-05-05,11
2016-05-06,6
2016-05-07,10
2016-05-08,5
2016-05-09,8
2016-05-10,6
2016-05-11,8
2016-05-12,26
2016-05-13,74
2016-05-14,9
2016-05-15,5
2016-05-16,43
2016-05-17,46
2016-05-18,28
2016-05-19,26
2016-05-20,19
2016-05-21,9
2016-05-22,7
2016-05-23,24
2016-05-24,34
2016-05-25,25
2016-05-26,23
2016-05-27,26
2016-05-28,7
2016-05-29,2
2016-05-30,4
2016-05-31,29
2016-06-01,27
2016-06-02,31
2016-06-03,13
2016-06-04,5
2016-06-05,0
2016-06-06,31
2016-06-07,17
2016-06-08,31
2016-06-09,13
2016-06-10,17
2016-06-11,2
2016-06-12,2
2016-06-13,22
2016-06-14,28
2016-06-15,18
2016-06-16,6
2016-06-17,13
2016-06-18,2
2016-06-19,0
2016-06-20,18
2016-06-21,12
2016-06-22,15
2016-06-23,28
2016-06-24,33
2016-06-25,7
2016-06-26,5
2016-06-27,12
2016-06-28,19
2016-06-29,13
2016-06-30,13
2016-07-01,15
2016-07-02,2
2016-07-03,5
2016-07-04,2
2016-07-05,15
2016-07-06,15
2016-07-07,16
2016-07-08,23
2016-07-09,10
2016-07-10,5
2016-07-11,31
2016-07-12,22
2016-07-13,13
2016-07-14,31
2016-07-15,25
2016-07-16,8
2016-07-17,5
2016-07-18,26
2016-07-19,22
2016-07-20,17
2016-07-21,29
2016-07-22,16
2016-07-23,5
2016-07-24,5
2016-07-25,37
2016-07-26,33
2016-07-27,33
2016-07-28,22
2016-07-29,39
2016-07-30,10
2016-07-31,3
2016-08-01,26
2016-08-02,34
2016-08-03,33
2016-08-04,33
2016-08-05,38
2016-08-06,8
2016-08-07,3
2016-08-08,36
2016-08-09,42
2016-08-10,32
2016-08-11,88
2016-08-12,100
2016-08-13,21
2016-08-14,5
2016-08-15,53
2016-08-16,49
2016-08-17,34
2016-08-18,21
2016-08-19,36
2016-08-20,3
2016-08-21,3
2016-08-22,30
2016-08-23,39
2016-08-24,33
2016-08-25,24
2016-08-26,31
2016-08-27,18
2016-08-28,5
2016-08-29,19
2016-08-30,17
2016-08-31,21
2016-09-01,32
2016-09-02,34
2016-09-03,0
2016-09-04,7
2016-09-05,4
2016-09-06,38
2016-09-07,39
2016-09-08,24
2016-09-09,29
2016-09-10,7
2016-09-11,2
