date,NVDA stock
2012-10-12,19
2012-10-13,21
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,35
2012-10-18,18
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,69
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,34
2012-10-30,0
2012-10-31,0
2012-11-01,19
2012-11-02,75
2012-11-03,42
2012-11-04,20
2012-11-05,17
2012-11-06,17
2012-11-07,17
2012-11-08,53
2012-11-09,55
2012-11-10,63
2012-11-11,20
2012-11-12,34
2012-11-13,35
2012-11-14,18
2012-11-15,0
2012-11-16,54
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,34
2012-11-21,35
2012-11-22,18
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,17
2012-11-27,17
2012-11-28,17
2012-11-29,17
2012-11-30,18
2012-12-01,0
2012-12-02,0
2012-12-03,84
2012-12-04,16
2012-12-05,51
2012-12-06,17
2012-12-07,36
2012-12-08,0
2012-12-09,0
2012-12-10,0
2012-12-11,0
2012-12-12,51
2012-12-13,17
2012-12-14,18
2012-12-15,0
2012-12-16,0
2012-12-17,33
2012-12-18,17
2012-12-19,53
2012-12-20,53
2012-12-21,37
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,0
2012-12-26,19
2012-12-27,0
2012-12-28,0
2012-12-29,0
2012-12-30,0
2012-12-31,0
2013-01-01,0
2013-01-02,35
2013-01-03,34
2013-01-04,0
2013-01-05,0
2013-01-06,0
2013-01-07,100
2013-01-08,0
2013-01-09,82
2013-01-10,33
2013-01-11,34
2013-01-12,19
2013-01-13,0
2013-01-14,64
2013-01-15,16
2013-01-16,0
2013-01-17,0
2013-01-18,17
2013-01-19,19
2013-01-20,37
2013-01-21,16
2013-01-22,47
2013-01-23,48
2013-01-24,16
2013-01-25,17
2013-01-26,0
2013-01-27,19
2013-01-28,32
2013-01-29,0
2013-01-30,16
2013-01-31,16
2013-02-01,17
2013-02-02,19
2013-02-03,0
2013-02-04,16
2013-02-05,16
2013-02-06,32
2013-02-07,16
2013-02-08,0
2013-02-09,19
2013-02-10,0
2013-02-11,0
2013-02-12,0
2013-02-13,32
2013-02-14,16
2013-02-15,67
2013-02-16,0
2013-02-17,0
2013-02-18,0
2013-02-19,0
2013-02-20,0
2013-02-21,16
2013-02-22,33
2013-02-23,0
2013-02-24,0
2013-02-25,0
2013-02-26,16
2013-02-27,31
2013-02-28,0
2013-03-01,17
2013-03-02,0
2013-03-03,0
2013-03-04,16
2013-03-05,47
2013-03-06,47
2013-03-07,16
2013-03-08,49
2013-03-09,0
2013-03-10,0
2013-03-11,46
2013-03-12,0
2013-03-13,15
2013-03-14,0
2013-03-15,0
2013-03-16,0
2013-03-17,0
2013-03-18,15
2013-03-19,15
2013-03-20,0
2013-03-21,16
2013-03-22,48
2013-03-23,18
2013-03-24,18
2013-03-25,0
2013-03-26,16
2013-03-27,16
2013-03-28,17
2013-03-29,0
2013-03-30,19
2013-03-31,19
2013-04-01,49
2013-04-02,46
2013-04-03,0
2013-04-04,15
2013-04-05,0
2013-04-06,37
2013-04-07,18
2013-04-08,15
2013-04-09,15
2013-04-10,31
2013-04-11,0
2013-04-12,48
2013-04-13,0
2013-04-14,19
2013-04-15,15
2013-04-16,31
2013-04-17,0
2013-04-18,0
2013-04-19,0
2013-04-20,0
2013-04-21,19
2013-04-22,0
2013-04-23,15
2013-04-24,93
2013-04-25,16
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,31
2013-04-30,0
2013-05-01,17
2013-05-02,48
2013-05-03,0
2013-05-04,0
2013-05-05,0
2013-05-06,16
2013-05-07,15
2013-05-08,0
2013-05-09,16
2013-05-10,49
2013-05-11,19
2013-05-12,0
2013-05-13,31
2013-05-14,31
2013-05-15,76
2013-05-16,16
2013-05-17,32
2013-05-18,18
2013-05-19,18
2013-05-20,0
2013-05-21,60
2013-05-22,15
2013-05-23,0
2013-05-24,16
2013-05-25,0
2013-05-26,0
2013-05-27,0
2013-05-28,45
2013-05-29,15
2013-05-30,31
2013-05-31,0
2013-06-01,0
2013-06-02,0
2013-06-03,15
2013-06-04,15
2013-06-05,30
2013-06-06,46
2013-06-07,0
2013-06-08,0
2013-06-09,19
2013-06-10,15
2013-06-11,30
2013-06-12,0
2013-06-13,15
2013-06-14,65
2013-06-15,0
2013-06-16,0
2013-06-17,31
2013-06-18,15
2013-06-19,61
2013-06-20,16
2013-06-21,16
2013-06-22,0
2013-06-23,0
2013-06-24,0
2013-06-25,0
2013-06-26,31
2013-06-27,31
2013-06-28,16
2013-06-29,0
