date,NVDA stock
2016-05-04,5
2016-05-05,6
2016-05-06,8
2016-05-07,2
2016-05-08,1
2016-05-09,2
2016-05-10,8
2016-05-11,11
2016-05-12,14
2016-05-13,25
2016-05-14,7
2016-05-15,5
2016-05-16,13
2016-05-17,14
2016-05-18,12
2016-05-19,15
2016-05-20,14
2016-05-21,5
2016-05-22,4
2016-05-23,11
2016-05-24,13
2016-05-25,14
2016-05-26,15
2016-05-27,11
2016-05-28,5
2016-05-29,1
2016-05-30,1
2016-05-31,8
2016-06-01,11
2016-06-02,11
2016-06-03,10
2016-06-04,4
2016-06-05,4
2016-06-06,7
2016-06-07,9
2016-06-08,7
2016-06-09,5
2016-06-10,3
2016-06-11,1
2016-06-12,1
2016-06-13,14
2016-06-14,5
2016-06-15,4
2016-06-16,4
2016-06-17,6
2016-06-18,1
2016-06-19,1
2016-06-20,14
2016-06-21,8
2016-06-22,5
2016-06-23,6
2016-06-24,11
2016-06-25,4
2016-06-26,2
2016-06-27,8
2016-06-28,12
2016-06-29,3
2016-06-30,6
2016-07-01,6
2016-07-02,1
2016-07-03,1
2016-07-04,2
2016-07-05,8
2016-07-06,7
2016-07-07,5
2016-07-08,11
2016-07-09,3
2016-07-10,0
2016-07-11,14
2016-07-12,10
2016-07-13,10
2016-07-14,10
2016-07-15,16
2016-07-16,1
2016-07-17,1
2016-07-18,9
2016-07-19,6
2016-07-20,8
2016-07-21,11
2016-07-22,9
2016-07-23,3
2016-07-24,2
2016-07-25,12
2016-07-26,18
2016-07-27,10
2016-07-28,8
2016-07-29,8
2016-07-30,6
2016-07-31,6
2016-08-01,14
2016-08-02,14
2016-08-03,14
2016-08-04,12
2016-08-05,11
2016-08-06,4
2016-08-07,2
2016-08-08,14
2016-08-09,13
2016-08-10,10
2016-08-11,34
2016-08-12,42
2016-08-13,13
2016-08-14,2
2016-08-15,24
2016-08-16,18
2016-08-17,15
2016-08-18,23
2016-08-19,18
2016-08-20,8
2016-08-21,1
2016-08-22,15
2016-08-23,17
2016-08-24,13
2016-08-25,15
2016-08-26,17
2016-08-27,3
2016-08-28,1
2016-08-29,11
2016-08-30,15
2016-08-31,18
2016-09-01,11
2016-09-02,8
2016-09-03,4
2016-09-04,2
2016-09-05,3
2016-09-06,20
2016-09-07,8
2016-09-08,10
2016-09-09,19
2016-09-10,2
2016-09-11,2
2016-09-12,14
2016-09-13,13
2016-09-14,12
2016-09-15,12
2016-09-16,10
2016-09-17,4
2016-09-18,0
2016-09-19,12
2016-09-20,13
2016-09-21,7
2016-09-22,11
2016-09-23,16
2016-09-24,4
2016-09-25,2
2016-09-26,10
2016-09-27,8
2016-09-28,15
2016-09-29,15
2016-09-30,26
2016-10-01,11
2016-10-02,1
2016-10-03,20
2016-10-04,13
2016-10-05,15
2016-10-06,12
2016-10-07,16
2016-10-08,5
2016-10-09,3
2016-10-10,16
2016-10-11,10
2016-10-12,10
2016-10-13,7
2016-10-14,14
2016-10-15,2
2016-10-16,2
2016-10-17,8
2016-10-18,17
2016-10-19,14
2016-10-20,11
2016-10-21,17
2016-10-22,5
2016-10-23,2
2016-10-24,15
2016-10-25,11
2016-10-26,22
2016-10-27,22
2016-10-28,12
2016-10-29,3
2016-10-30,2
2016-10-31,10
2016-11-01,17
2016-11-02,8
2016-11-03,16
2016-11-04,10
2016-11-05,2
2016-11-06,2
2016-11-07,20
2016-11-08,13
2016-11-09,28
2016-11-10,40
2016-11-11,65
2016-11-12,24
2016-11-13,8
2016-11-14,33
2016-11-15,29
2016-11-16,46
2016-11-17,38
2016-11-18,38
2016-11-19,6
2016-11-20,6
2016-11-21,16
2016-11-22,18
2016-11-23,16
2016-11-24,9
2016-11-25,14
2016-11-26,3
2016-11-27,1
2016-11-28,19
2016-11-29,24
2016-11-30,23
2016-12-01,30
2016-12-02,27
2016-12-03,11
2016-12-04,6
2016-12-05,19
2016-12-06,32
2016-12-07,25
2016-12-08,19
2016-12-09,19
2016-12-10,6
2016-12-11,6
2016-12-12,29
2016-12-13,28
2016-12-14,21
2016-12-15,38
2016-12-16,34
2016-12-17,11
2016-12-18,5
2016-12-19,33
2016-12-20,59
2016-12-21,48
2016-12-22,34
2016-12-23,38
2016-12-24,20
2016-12-25,7
2016-12-26,22
2016-12-27,60
2016-12-28,77
2016-12-29,100
2016-12-30,58
2016-12-31,12
2017-01-01,4
2017-01-02,17
2017-01-03,66
2017-01-04,66
2017-01-05,65
2017-01-06,49
2017-01-07,13
2017-01-08,9
2017-01-09,44
2017-01-10,41
2017-01-11,45
2017-01-12,29
2017-01-13,47
2017-01-14,9
2017-01-15,3
2017-01-16,9
2017-01-17,32
2017-01-18,31
2017-01-19,31
