date,AMGN stock
2016-05-04,6
2016-05-05,24
2016-05-06,6
2016-05-07,0
2016-05-08,0
2016-05-09,6
2016-05-10,6
2016-05-11,6
2016-05-12,29
2016-05-13,6
2016-05-14,7
2016-05-15,0
2016-05-16,6
2016-05-17,17
2016-05-18,17
2016-05-19,12
2016-05-20,6
2016-05-21,7
2016-05-22,13
2016-05-23,17
2016-05-24,17
2016-05-25,12
2016-05-26,6
2016-05-27,25
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,6
2016-06-01,41
2016-06-02,24
2016-06-03,24
2016-06-04,0
2016-06-05,0
2016-06-06,12
2016-06-07,12
2016-06-08,0
2016-06-09,18
2016-06-10,0
2016-06-11,0
2016-06-12,0
2016-06-13,12
2016-06-14,11
2016-06-15,23
2016-06-16,12
2016-06-17,18
2016-06-18,7
2016-06-19,14
2016-06-20,6
2016-06-21,6
2016-06-22,0
2016-06-23,12
2016-06-24,6
2016-06-25,7
2016-06-26,0
2016-06-27,6
2016-06-28,30
2016-06-29,12
2016-06-30,36
2016-07-01,19
2016-07-02,0
2016-07-03,14
2016-07-04,0
2016-07-05,25
2016-07-06,0
2016-07-07,13
2016-07-08,26
2016-07-09,0
2016-07-10,21
2016-07-11,12
2016-07-12,6
2016-07-13,31
2016-07-14,30
2016-07-15,13
2016-07-16,14
2016-07-17,0
2016-07-18,6
2016-07-19,12
2016-07-20,13
2016-07-21,32
2016-07-22,45
2016-07-23,0
2016-07-24,0
2016-07-25,18
2016-07-26,6
2016-07-27,31
2016-07-28,43
2016-07-29,6
2016-07-30,7
2016-07-31,0
2016-08-01,6
2016-08-02,31
2016-08-03,25
2016-08-04,13
2016-08-05,20
2016-08-06,0
2016-08-07,15
2016-08-08,13
2016-08-09,25
2016-08-10,6
2016-08-11,7
2016-08-12,7
2016-08-13,0
2016-08-14,0
2016-08-15,34
2016-08-16,33
2016-08-17,20
2016-08-18,7
2016-08-19,14
2016-08-20,0
2016-08-21,0
2016-08-22,6
2016-08-23,0
2016-08-24,6
2016-08-25,6
2016-08-26,19
2016-08-27,0
2016-08-28,0
2016-08-29,18
2016-08-30,6
2016-08-31,6
2016-09-01,0
2016-09-02,19
2016-09-03,7
2016-09-04,7
2016-09-05,0
2016-09-06,30
2016-09-07,18
2016-09-08,12
2016-09-09,0
2016-09-10,0
2016-09-11,0
2016-09-12,18
2016-09-13,18
2016-09-14,18
2016-09-15,24
2016-09-16,0
2016-09-17,0
2016-09-18,0
2016-09-19,12
2016-09-20,18
2016-09-21,30
2016-09-22,12
2016-09-23,12
2016-09-24,0
2016-09-25,14
2016-09-26,12
2016-09-27,12
2016-09-28,6
2016-09-29,0
2016-09-30,31
2016-10-01,0
2016-10-02,0
2016-10-03,12
2016-10-04,18
2016-10-05,6
2016-10-06,6
2016-10-07,6
2016-10-08,0
2016-10-09,0
2016-10-10,12
2016-10-11,18
2016-10-12,0
2016-10-13,0
2016-10-14,25
2016-10-15,0
2016-10-16,7
2016-10-17,6
2016-10-18,17
2016-10-19,6
2016-10-20,12
2016-10-21,18
2016-10-22,0
2016-10-23,0
2016-10-24,18
2016-10-25,12
2016-10-26,23
2016-10-27,18
2016-10-28,100
2016-10-29,7
2016-10-30,7
2016-10-31,30
2016-11-01,18
2016-11-02,23
2016-11-03,12
2016-11-04,12
2016-11-05,14
2016-11-06,0
2016-11-07,6
2016-11-08,29
2016-11-09,37
2016-11-10,30
2016-11-11,12
2016-11-12,7
2016-11-13,0
2016-11-14,17
2016-11-15,23
2016-11-16,12
2016-11-17,46
2016-11-18,24
2016-11-19,0
2016-11-20,6
2016-11-21,11
2016-11-22,6
2016-11-23,23
2016-11-24,6
2016-11-25,12
2016-11-26,6
2016-11-27,13
2016-11-28,0
2016-11-29,6
2016-11-30,6
2016-12-01,11
2016-12-02,12
2016-12-03,6
2016-12-04,0
2016-12-05,40
2016-12-06,16
2016-12-07,22
2016-12-08,23
2016-12-09,24
2016-12-10,7
2016-12-11,0
2016-12-12,22
2016-12-13,22
2016-12-14,28
2016-12-15,29
2016-12-16,0
2016-12-17,0
2016-12-18,0
2016-12-19,23
2016-12-20,17
2016-12-21,36
2016-12-22,18
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,6
2016-12-28,6
2016-12-29,12
2016-12-30,19
2016-12-31,0
2017-01-01,0
2017-01-02,12
2017-01-03,6
2017-01-04,29
2017-01-05,52
2017-01-06,58
2017-01-07,38
2017-01-08,13
2017-01-09,33
2017-01-10,16
2017-01-11,38
2017-01-12,28
2017-01-13,23
2017-01-14,19
2017-01-15,6
2017-01-16,6
2017-01-17,22
2017-01-18,16
2017-01-19,16
