date,AMGN stock
2015-12-26,14
2015-12-27,14
2015-12-28,25
2015-12-29,25
2015-12-30,0
2015-12-31,0
2016-01-01,15
2016-01-02,0
2016-01-03,0
2016-01-04,97
2016-01-05,12
2016-01-06,37
2016-01-07,37
2016-01-08,37
2016-01-09,14
2016-01-10,0
2016-01-11,35
2016-01-12,23
2016-01-13,24
2016-01-14,71
2016-01-15,37
2016-01-16,28
2016-01-17,0
2016-01-18,0
2016-01-19,36
2016-01-20,24
2016-01-21,12
2016-01-22,62
2016-01-23,0
2016-01-24,0
2016-01-25,12
2016-01-26,36
2016-01-27,24
2016-01-28,59
2016-01-29,25
2016-01-30,14
2016-01-31,0
2016-02-01,36
2016-02-02,23
2016-02-03,12
2016-02-04,24
2016-02-05,37
2016-02-06,0
2016-02-07,14
2016-02-08,12
2016-02-09,36
2016-02-10,47
2016-02-11,60
2016-02-12,0
2016-02-13,0
2016-02-14,13
2016-02-15,24
2016-02-16,23
2016-02-17,35
2016-02-18,24
2016-02-19,24
2016-02-20,0
2016-02-21,0
2016-02-22,35
2016-02-23,23
2016-02-24,23
2016-02-25,35
2016-02-26,12
2016-02-27,0
2016-02-28,0
2016-02-29,57
2016-03-01,34
2016-03-02,35
2016-03-03,35
2016-03-04,37
2016-03-05,13
2016-03-06,0
2016-03-07,46
2016-03-08,12
2016-03-09,23
2016-03-10,24
2016-03-11,24
2016-03-12,27
2016-03-13,0
2016-03-14,23
2016-03-15,23
2016-03-16,47
2016-03-17,48
2016-03-18,25
2016-03-19,0
2016-03-20,13
2016-03-21,12
2016-03-22,71
2016-03-23,24
2016-03-24,13
2016-03-25,0
2016-03-26,14
2016-03-27,0
2016-03-28,12
2016-03-29,35
2016-03-30,24
2016-03-31,47
2016-04-01,24
2016-04-02,27
2016-04-03,13
2016-04-04,23
2016-04-05,47
2016-04-06,12
2016-04-07,47
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,23
2016-04-12,35
2016-04-13,12
2016-04-14,36
2016-04-15,0
2016-04-16,0
2016-04-17,0
2016-04-18,12
2016-04-19,35
2016-04-20,47
2016-04-21,49
2016-04-22,25
2016-04-23,27
2016-04-24,0
2016-04-25,46
2016-04-26,34
2016-04-27,23
2016-04-28,36
2016-04-29,37
2016-04-30,28
2016-05-01,0
2016-05-02,24
2016-05-03,0
2016-05-04,12
2016-05-05,62
2016-05-06,25
2016-05-07,14
2016-05-08,0
2016-05-09,60
2016-05-10,0
2016-05-11,23
2016-05-12,0
2016-05-13,49
2016-05-14,0
2016-05-15,0
2016-05-16,23
2016-05-17,12
2016-05-18,0
2016-05-19,35
2016-05-20,25
2016-05-21,14
2016-05-22,14
2016-05-23,35
2016-05-24,24
2016-05-25,36
2016-05-26,0
2016-05-27,38
2016-05-28,14
2016-05-29,0
2016-05-30,12
2016-05-31,24
2016-06-01,36
2016-06-02,0
2016-06-03,25
2016-06-04,0
2016-06-05,0
2016-06-06,36
2016-06-07,95
2016-06-08,12
2016-06-09,24
2016-06-10,25
2016-06-11,0
2016-06-12,0
2016-06-13,12
2016-06-14,23
2016-06-15,36
2016-06-16,0
2016-06-17,0
2016-06-18,14
2016-06-19,0
2016-06-20,0
2016-06-21,24
2016-06-22,36
2016-06-23,37
2016-06-24,63
2016-06-25,43
2016-06-26,0
2016-06-27,24
2016-06-28,36
2016-06-29,24
2016-06-30,49
2016-07-01,13
2016-07-02,0
2016-07-03,0
2016-07-04,13
2016-07-05,25
2016-07-06,26
2016-07-07,39
2016-07-08,27
2016-07-09,0
2016-07-10,0
2016-07-11,50
2016-07-12,38
2016-07-13,26
2016-07-14,73
2016-07-15,13
2016-07-16,0
2016-07-17,15
2016-07-18,25
2016-07-19,38
2016-07-20,13
2016-07-21,38
2016-07-22,39
2016-07-23,15
2016-07-24,0
2016-07-25,87
2016-07-26,100
2016-07-27,51
2016-07-28,77
2016-07-29,39
2016-07-30,45
2016-07-31,0
2016-08-01,37
2016-08-02,63
2016-08-03,26
2016-08-04,51
2016-08-05,27
2016-08-06,0
2016-08-07,15
2016-08-08,26
2016-08-09,39
2016-08-10,79
2016-08-11,67
2016-08-12,14
2016-08-13,15
2016-08-14,15
2016-08-15,0
2016-08-16,66
2016-08-17,13
2016-08-18,27
2016-08-19,42
2016-08-20,0
2016-08-21,0
2016-08-22,26
2016-08-23,26
2016-08-24,51
2016-08-25,25
2016-08-26,26
2016-08-27,15
2016-08-28,0
2016-08-29,24
2016-08-30,0
2016-08-31,12
2016-09-01,25
2016-09-02,26
2016-09-03,0
2016-09-04,0
2016-09-05,0
2016-09-06,12
2016-09-07,37
2016-09-08,37
2016-09-09,26
2016-09-10,0
2016-09-11,0
