date,AMGN stock
2014-07-24,45
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,22
2014-07-29,0
2014-07-30,22
2014-07-31,45
2014-08-01,23
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,0
2014-08-06,0
2014-08-07,0
2014-08-08,47
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-16,0
2014-08-17,0
2014-08-18,44
2014-08-19,44
2014-08-20,44
2014-08-21,22
2014-08-22,23
2014-08-23,26
2014-08-24,25
2014-08-25,21
2014-08-26,0
2014-08-27,0
2014-08-28,22
2014-08-29,45
2014-08-30,26
2014-08-31,0
2014-09-01,0
2014-09-02,21
2014-09-03,42
2014-09-04,0
2014-09-05,22
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,0
2014-09-10,41
2014-09-11,0
2014-09-12,0
2014-09-13,50
2014-09-14,0
2014-09-15,0
2014-09-16,21
2014-09-17,0
2014-09-18,42
2014-09-19,22
2014-09-20,25
2014-09-21,24
2014-09-22,20
2014-09-23,62
2014-09-24,0
2014-09-25,21
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,41
2014-09-30,0
2014-10-01,21
2014-10-02,42
2014-10-03,0
2014-10-04,50
2014-10-05,0
2014-10-06,0
2014-10-07,20
2014-10-08,21
2014-10-09,21
2014-10-10,21
2014-10-11,74
2014-10-12,0
2014-10-13,20
2014-10-14,40
2014-10-15,81
2014-10-16,0
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,40
2014-10-21,0
2014-10-22,40
2014-10-23,21
2014-10-24,0
2014-10-25,24
2014-10-26,0
2014-10-27,20
2014-10-28,100
2014-10-29,41
2014-10-30,20
2014-10-31,44
2014-11-01,24
2014-11-02,0
2014-11-03,40
2014-11-04,60
2014-11-05,40
2014-11-06,60
2014-11-07,21
2014-11-08,24
2014-11-09,23
2014-11-10,20
2014-11-11,40
2014-11-12,0
2014-11-13,20
2014-11-14,41
2014-11-15,0
2014-11-16,46
2014-11-17,20
2014-11-18,0
2014-11-19,83
2014-11-20,60
2014-11-21,41
2014-11-22,23
2014-11-23,23
2014-11-24,0
2014-11-25,39
2014-11-26,20
2014-11-27,21
2014-11-28,0
2014-11-29,23
2014-11-30,0
2014-12-01,58
2014-12-02,77
2014-12-03,59
2014-12-04,40
2014-12-05,63
2014-12-06,0
2014-12-07,46
2014-12-08,60
2014-12-09,39
2014-12-10,20
2014-12-11,80
2014-12-12,42
2014-12-13,0
2014-12-14,0
2014-12-15,20
2014-12-16,40
2014-12-17,20
2014-12-18,42
2014-12-19,43
2014-12-20,0
2014-12-21,0
2014-12-22,0
2014-12-23,44
2014-12-24,49
2014-12-25,0
2014-12-26,0
2014-12-27,0
2014-12-28,0
2014-12-29,63
2014-12-30,43
2014-12-31,49
2015-01-01,0
2015-01-02,22
2015-01-03,0
2015-01-04,0
2015-01-05,0
2015-01-06,99
2015-01-07,39
2015-01-08,39
2015-01-09,20
2015-01-10,0
2015-01-11,0
2015-01-12,0
2015-01-13,75
2015-01-14,0
2015-01-15,19
2015-01-16,20
2015-01-17,23
2015-01-18,0
2015-01-19,0
2015-01-20,19
2015-01-21,0
2015-01-22,96
2015-01-23,80
2015-01-24,0
2015-01-25,22
2015-01-26,56
2015-01-27,56
2015-01-28,76
2015-01-29,57
2015-01-30,58
2015-01-31,0
2015-02-01,22
2015-02-02,0
2015-02-03,19
2015-02-04,37
2015-02-05,19
2015-02-06,19
2015-02-07,0
2015-02-08,0
2015-02-09,0
2015-02-10,0
2015-02-11,19
2015-02-12,0
2015-02-13,99
2015-02-14,23
2015-02-15,0
2015-02-16,19
2015-02-17,0
2015-02-18,0
2015-02-19,39
2015-02-20,99
2015-02-21,22
2015-02-22,22
2015-02-23,19
2015-02-24,56
2015-02-25,0
2015-02-26,0
2015-02-27,0
2015-02-28,22
2015-03-01,0
2015-03-02,37
2015-03-03,19
2015-03-04,18
2015-03-05,19
2015-03-06,98
2015-03-07,0
2015-03-08,22
2015-03-09,37
2015-03-10,56
2015-03-11,56
2015-03-12,0
2015-03-13,0
2015-03-14,22
2015-03-15,0
2015-03-16,75
2015-03-17,57
2015-03-18,19
2015-03-19,37
2015-03-20,39
2015-03-21,0
2015-03-22,0
2015-03-23,0
2015-03-24,37
2015-03-25,0
2015-03-26,65
2015-03-27,58
2015-03-28,23
2015-03-29,0
2015-03-30,93
2015-03-31,19
2015-04-01,19
2015-04-02,40
2015-04-03,64
2015-04-04,23
2015-04-05,0
2015-04-06,20
2015-04-07,0
2015-04-08,38
2015-04-09,0
2015-04-10,0
