date,AMGN stock
2017-01-19,13
2017-01-20,27
2017-01-21,0
2017-01-22,0
2017-01-23,19
2017-01-24,19
2017-01-25,7
2017-01-26,26
2017-01-27,40
2017-01-28,0
2017-01-29,7
2017-01-30,13
2017-01-31,38
2017-02-01,31
2017-02-02,45
2017-02-03,100
2017-02-04,14
2017-02-05,7
2017-02-06,37
2017-02-07,25
2017-02-08,13
2017-02-09,45
2017-02-10,53
2017-02-11,15
2017-02-12,7
2017-02-13,19
2017-02-14,19
2017-02-15,26
2017-02-16,44
2017-02-17,50
2017-02-18,15
2017-02-19,0
2017-02-20,0
2017-02-21,38
2017-02-22,6
2017-02-23,13
2017-02-24,20
2017-02-25,7
2017-02-26,0
2017-02-27,19
2017-02-28,25
2017-03-01,18
2017-03-02,43
2017-03-03,26
2017-03-04,7
2017-03-05,21
2017-03-06,18
2017-03-07,12
2017-03-08,25
2017-03-09,31
2017-03-10,6
2017-03-11,7
2017-03-12,0
2017-03-13,30
2017-03-14,19
2017-03-15,50
2017-03-16,19
2017-03-17,80
2017-03-18,36
2017-03-19,0
2017-03-20,25
2017-03-21,25
2017-03-22,25
2017-03-23,32
2017-03-24,20
2017-03-25,7
2017-03-26,0
2017-03-27,19
2017-03-28,19
2017-03-29,32
2017-03-30,19
2017-03-31,20
2017-04-01,0
2017-04-02,7
2017-04-03,31
2017-04-04,19
2017-04-05,44
2017-04-06,32
2017-04-07,7
2017-04-08,7
2017-04-09,7
2017-04-10,0
2017-04-11,26
2017-04-12,19
2017-04-13,0
2017-04-14,7
2017-04-15,8
2017-04-16,0
2017-04-17,20
2017-04-18,19
2017-04-19,0
2017-04-20,19
2017-04-21,7
2017-04-22,7
2017-04-23,0
2017-04-24,38
2017-04-25,31
2017-04-26,69
2017-04-27,38
2017-04-28,26
2017-04-29,0
2017-04-30,0
2017-05-01,27
2017-05-02,19
2017-05-03,13
2017-05-04,25
2017-05-05,13
2017-05-06,7
2017-05-07,7
2017-05-08,19
2017-05-09,31
2017-05-10,6
2017-05-11,13
2017-05-12,33
2017-05-13,7
2017-05-14,0
2017-05-15,26
2017-05-16,20
2017-05-17,0
2017-05-18,34
2017-05-19,0
2017-05-20,0
2017-05-21,8
2017-05-22,34
2017-05-23,13
2017-05-24,20
2017-05-25,21
2017-05-26,22
2017-05-27,16
2017-05-28,8
2017-05-29,0
2017-05-30,7
2017-05-31,26
2017-06-01,28
2017-06-02,50
2017-06-03,0
2017-06-04,16
2017-06-05,20
2017-06-06,20
2017-06-07,40
2017-06-08,33
2017-06-09,28
2017-06-10,0
2017-06-11,0
2017-06-12,53
2017-06-13,20
2017-06-14,20
2017-06-15,21
2017-06-16,28
2017-06-17,0
2017-06-18,0
2017-06-19,20
2017-06-20,19
2017-06-21,45
2017-06-22,46
2017-06-23,27
2017-06-24,8
2017-06-25,0
2017-06-26,7
2017-06-27,14
2017-06-28,21
2017-06-29,21
2017-06-30,29
2017-07-01,8
2017-07-02,0
2017-07-03,14
2017-07-04,0
2017-07-05,35
2017-07-06,0
2017-07-07,43
2017-07-08,24
2017-07-09,8
2017-07-10,41
2017-07-11,14
2017-07-12,7
2017-07-13,14
2017-07-14,14
2017-07-15,8
2017-07-16,8
2017-07-17,27
2017-07-18,14
2017-07-19,14
2017-07-20,14
2017-07-21,21
2017-07-22,8
2017-07-23,8
2017-07-24,20
2017-07-25,20
2017-07-26,47
2017-07-27,14
2017-07-28,35
2017-07-29,16
2017-07-30,8
2017-07-31,27
2017-08-01,26
2017-08-02,13
2017-08-03,40
2017-08-04,21
2017-08-05,8
2017-08-06,8
2017-08-07,13
2017-08-08,0
2017-08-09,13
2017-08-10,33
2017-08-11,14
2017-08-12,0
2017-08-13,0
2017-08-14,20
2017-08-15,14
2017-08-16,47
2017-08-17,33
2017-08-18,27
2017-08-19,0
2017-08-20,0
2017-08-21,7
2017-08-22,6
2017-08-23,0
2017-08-24,13
2017-08-25,7
2017-08-26,0
2017-08-27,7
2017-08-28,40
2017-08-29,39
2017-08-30,13
2017-08-31,26
2017-09-01,48
2017-09-02,0
2017-09-03,0
2017-09-04,7
2017-09-05,19
2017-09-06,19
2017-09-07,13
2017-09-08,41
2017-09-09,7
2017-09-10,0
2017-09-11,13
2017-09-12,51
2017-09-13,26
2017-09-14,26
2017-09-15,47
2017-09-16,0
2017-09-17,7
2017-09-18,51
2017-09-19,45
2017-09-20,6
2017-09-21,26
2017-09-22,20
2017-09-23,7
2017-09-24,7
2017-09-25,26
2017-09-26,19
2017-09-27,58
2017-09-28,45
2017-09-29,7
2017-09-30,15
2017-10-01,0
2017-10-02,19
2017-10-03,13
2017-10-04,19
2017-10-05,39
2017-10-06,33
