date,AMGN stock
2017-10-06,14
2017-10-07,21
2017-10-08,0
2017-10-09,18
2017-10-10,23
2017-10-11,50
2017-10-12,19
2017-10-13,34
2017-10-14,11
2017-10-15,21
2017-10-16,41
2017-10-17,23
2017-10-18,18
2017-10-19,14
2017-10-20,29
2017-10-21,21
2017-10-22,15
2017-10-23,41
2017-10-24,36
2017-10-25,100
2017-10-26,88
2017-10-27,29
2017-10-28,21
2017-10-29,10
2017-10-30,45
2017-10-31,33
2017-11-01,28
2017-11-02,19
2017-11-03,33
2017-11-04,20
2017-11-05,10
2017-11-06,31
2017-11-07,49
2017-11-08,41
2017-11-09,40
2017-11-10,37
2017-11-11,21
2017-11-12,10
2017-11-13,31
2017-11-14,13
2017-11-15,36
2017-11-16,49
2017-11-17,23
2017-11-18,10
2017-11-19,10
2017-11-20,22
2017-11-21,18
2017-11-22,18
2017-11-23,18
2017-11-24,19
2017-11-25,31
2017-11-26,0
2017-11-27,35
2017-11-28,44
2017-11-29,53
2017-11-30,45
2017-12-01,33
2017-12-02,20
2017-12-03,10
2017-12-04,70
2017-12-05,58
2017-12-06,40
2017-12-07,45
2017-12-08,52
2017-12-09,16
2017-12-10,0
2017-12-11,26
2017-12-12,40
2017-12-13,40
2017-12-14,32
2017-12-15,33
2017-12-16,11
2017-12-17,10
2017-12-18,41
2017-12-19,32
2017-12-20,28
2017-12-21,58
2017-12-22,25
2017-12-23,43
2017-12-24,12
2017-12-25,12
2017-12-26,10
2017-12-27,34
2017-12-28,14
2017-12-29,50
2017-12-30,21
2017-12-31,11
2018-01-01,11
2018-01-02,18
2018-01-03,27
2018-01-04,22
2018-01-05,32
2018-01-06,20
2018-01-07,20
2018-01-08,48
2018-01-09,43
2018-01-10,40
2018-01-11,26
2018-01-12,46
2018-01-13,15
2018-01-14,10
2018-01-15,17
2018-01-16,17
2018-01-17,56
2018-01-18,22
2018-01-19,41
2018-01-20,30
2018-01-21,0
2018-01-22,39
2018-01-23,43
2018-01-24,51
2018-01-25,57
2018-01-26,68
2018-01-27,10
2018-01-28,10
2018-01-29,56
2018-01-30,56
2018-01-31,60
2018-02-01,91
2018-02-02,86
2018-02-03,30
2018-02-04,10
2018-02-05,30
2018-02-06,78
2018-02-07,56
2018-02-08,48
2018-02-09,63
2018-02-10,25
2018-02-11,0
2018-02-12,35
2018-02-13,35
2018-02-14,48
2018-02-15,35
2018-02-16,50
2018-02-17,10
2018-02-18,10
2018-02-19,13
2018-02-20,43
2018-02-21,39
2018-02-22,17
2018-02-23,22
2018-02-24,0
2018-02-25,19
2018-02-26,34
2018-02-27,38
2018-02-28,17
2018-03-01,29
2018-03-02,53
2018-03-03,10
2018-03-04,0
2018-03-05,25
2018-03-06,55
2018-03-07,21
2018-03-08,26
2018-03-09,40
2018-03-10,0
2018-03-11,20
2018-03-12,8
2018-03-13,34
2018-03-14,30
2018-03-15,21
2018-03-16,36
2018-03-17,10
2018-03-18,10
2018-03-19,30
2018-03-20,47
2018-03-21,26
2018-03-22,26
2018-03-23,31
2018-03-24,20
2018-03-25,10
2018-03-26,39
2018-03-27,30
2018-03-28,40
2018-03-29,37
2018-03-30,20
2018-03-31,31
2018-04-01,0
2018-04-02,41
2018-04-03,26
2018-04-04,21
2018-04-05,40
2018-04-06,18
2018-04-07,10
2018-04-08,0
