date,AMGN stock
2015-08-18,40
2015-08-19,20
2015-08-20,14
2015-08-21,42
2015-08-22,16
2015-08-23,15
2015-08-24,52
2015-08-25,39
2015-08-26,53
2015-08-27,100
2015-08-28,70
2015-08-29,16
2015-08-30,0
2015-08-31,32
2015-09-01,77
2015-09-02,46
2015-09-03,26
2015-09-04,34
2015-09-05,0
2015-09-06,31
2015-09-07,14
2015-09-08,51
2015-09-09,83
2015-09-10,59
2015-09-11,47
2015-09-12,23
2015-09-13,29
2015-09-14,19
2015-09-15,64
2015-09-16,51
2015-09-17,39
2015-09-18,27
2015-09-19,15
2015-09-20,0
2015-09-21,38
2015-09-22,19
2015-09-23,45
2015-09-24,53
2015-09-25,48
2015-09-26,15
2015-09-27,30
2015-09-28,25
2015-09-29,25
2015-09-30,38
2015-10-01,38
2015-10-02,27
2015-10-03,30
2015-10-04,0
2015-10-05,31
2015-10-06,19
2015-10-07,32
2015-10-08,58
2015-10-09,20
2015-10-10,22
2015-10-11,0
2015-10-12,32
2015-10-13,38
2015-10-14,62
2015-10-15,13
2015-10-16,59
2015-10-17,0
2015-10-18,15
2015-10-19,37
2015-10-20,43
2015-10-21,25
2015-10-22,32
2015-10-23,20
2015-10-24,15
2015-10-25,14
2015-10-26,12
2015-10-27,62
2015-10-28,99
2015-10-29,70
2015-10-30,26
2015-10-31,30
2015-11-01,0
2015-11-02,44
2015-11-03,19
2015-11-04,62
2015-11-05,19
2015-11-06,32
2015-11-07,15
2015-11-08,0
2015-11-09,31
2015-11-10,37
2015-11-11,13
2015-11-12,51
2015-11-13,33
2015-11-14,15
2015-11-15,0
2015-11-16,25
2015-11-17,25
2015-11-18,37
2015-11-19,38
2015-11-20,39
2015-11-21,29
2015-11-22,0
2015-11-23,31
2015-11-24,25
2015-11-25,12
2015-11-26,13
2015-11-27,26
2015-11-28,0
2015-11-29,0
2015-11-30,24
2015-12-01,12
2015-12-02,25
2015-12-03,25
2015-12-04,32
2015-12-05,15
2015-12-06,0
2015-12-07,25
2015-12-08,44
2015-12-09,69
2015-12-10,57
2015-12-11,26
2015-12-12,29
2015-12-13,14
2015-12-14,49
2015-12-15,32
2015-12-16,32
2015-12-17,66
2015-12-18,55
2015-12-19,0
2015-12-20,0
2015-12-21,20
2015-12-22,0
2015-12-23,50
2015-12-24,32
2015-12-25,0
2015-12-26,0
2015-12-27,15
2015-12-28,14
2015-12-29,41
2015-12-30,21
2015-12-31,0
2016-01-01,34
2016-01-02,24
2016-01-03,0
2016-01-04,20
2016-01-05,27
2016-01-06,14
2016-01-07,74
2016-01-08,35
2016-01-09,0
2016-01-10,0
2016-01-11,39
2016-01-12,39
2016-01-13,20
2016-01-14,85
2016-01-15,41
2016-01-16,23
2016-01-17,15
2016-01-18,26
2016-01-19,33
2016-01-20,53
2016-01-21,40
2016-01-22,55
2016-01-23,15
2016-01-24,0
2016-01-25,33
2016-01-26,53
2016-01-27,39
2016-01-28,66
2016-01-29,68
2016-01-30,15
2016-01-31,15
2016-02-01,46
2016-02-02,13
2016-02-03,52
2016-02-04,27
2016-02-05,28
2016-02-06,15
2016-02-07,0
2016-02-08,20
2016-02-09,60
2016-02-10,52
2016-02-11,46
2016-02-12,27
2016-02-13,0
2016-02-14,15
2016-02-15,26
2016-02-16,32
2016-02-17,20
2016-02-18,39
2016-02-19,34
2016-02-20,0
2016-02-21,0
2016-02-22,32
2016-02-23,32
2016-02-24,13
2016-02-25,46
2016-02-26,34
2016-02-27,0
2016-02-28,0
2016-02-29,38
2016-03-01,38
2016-03-02,25
2016-03-03,46
2016-03-04,34
2016-03-05,15
2016-03-06,0
2016-03-07,26
2016-03-08,13
2016-03-09,39
2016-03-10,39
2016-03-11,34
2016-03-12,15
2016-03-13,15
2016-03-14,33
2016-03-15,58
2016-03-16,39
2016-03-17,40
2016-03-18,41
2016-03-19,0
2016-03-20,15
2016-03-21,46
2016-03-22,66
2016-03-23,40
2016-03-24,35
2016-03-25,22
2016-03-26,15
2016-03-27,0
2016-03-28,61
2016-03-29,26
2016-03-30,39
2016-03-31,33
2016-04-01,34
2016-04-02,30
2016-04-03,15
2016-04-04,39
2016-04-05,45
2016-04-06,33
2016-04-07,79
2016-04-08,27
2016-04-09,0
2016-04-10,15
2016-04-11,13
2016-04-12,39
2016-04-13,39
2016-04-14,40
2016-04-15,14
2016-04-16,0
2016-04-17,15
2016-04-18,20
2016-04-19,71
2016-04-20,26
2016-04-21,53
2016-04-22,21
2016-04-23,38
2016-04-24,0
2016-04-25,13
2016-04-26,51
2016-04-27,39
2016-04-28,66
2016-04-29,41
2016-04-30,23
2016-05-01,0
2016-05-02,27
2016-05-03,13
2016-05-04,53
