date,inheritance,isPartial
2013-11-06,66,False
2013-11-07,65,False
2013-11-08,63,False
2013-11-09,49,False
2013-11-10,61,False
2013-11-11,73,False
2013-11-12,76,False
2013-11-13,75,False
2013-11-14,69,False
2013-11-15,71,False
2013-11-16,51,False
2013-11-17,68,False
2013-11-18,65,False
2013-11-19,76,False
2013-11-20,71,False
2013-11-21,74,False
2013-11-22,72,False
2013-11-23,47,False
2013-11-24,57,False
2013-11-25,73,False
2013-11-26,56,False
2013-11-27,71,False
2013-11-28,54,False
2013-11-29,50,False
2013-11-30,45,False
2013-12-01,52,False
2013-12-02,67,False
2013-12-03,76,False
2013-12-04,73,False
2013-12-05,75,False
2013-12-06,61,False
2013-12-07,51,False
2013-12-08,61,False
2013-12-09,77,False
2013-12-10,73,False
2013-12-11,76,False
2013-12-12,78,False
2013-12-13,63,False
2013-12-14,56,False
2013-12-15,50,False
2013-12-16,65,False
2013-12-17,64,False
2013-12-18,62,False
2013-12-19,57,False
2013-12-20,47,False
2013-12-21,44,False
2013-12-22,40,False
2013-12-23,48,False
2013-12-24,43,False
2013-12-25,41,False
2013-12-26,48,False
2013-12-27,55,False
2013-12-28,57,False
2013-12-29,43,False
2013-12-30,54,False
2013-12-31,48,False
2014-01-01,43,False
2014-01-02,58,False
2014-01-03,55,False
2014-01-04,44,False
2014-01-05,56,False
2014-01-06,66,False
2014-01-07,69,False
2014-01-08,78,False
2014-01-09,66,False
2014-01-10,67,False
2014-01-11,42,False
2014-01-12,65,False
2014-01-13,70,False
2014-01-14,80,False
2014-01-15,73,False
2014-01-16,70,False
2014-01-17,60,False
2014-01-18,51,False
2014-01-19,59,False
2014-01-20,77,False
2014-01-21,85,False
2014-01-22,74,False
2014-01-23,64,False
2014-01-24,65,False
2014-01-25,60,False
2014-01-26,61,False
2014-01-27,74,False
2014-01-28,73,False
2014-01-29,80,False
2014-01-30,73,False
2014-01-31,80,False
2014-02-01,51,False
2014-02-02,60,False
2014-02-03,70,False
2014-02-04,75,False
2014-02-05,82,False
2014-02-06,73,False
2014-02-07,73,False
2014-02-08,56,False
2014-02-09,55,False
2014-02-10,82,False
2014-02-11,85,False
2014-02-12,78,False
2014-02-13,77,False
2014-02-14,66,False
2014-02-15,52,False
2014-02-16,58,False
2014-02-17,75,False
2014-02-18,86,False
2014-02-19,85,False
2014-02-20,72,False
2014-02-21,66,False
2014-02-22,52,False
2014-02-23,70,False
2014-02-24,77,False
2014-02-25,84,False
2014-02-26,86,False
2014-02-27,85,False
2014-02-28,67,False
2014-03-01,53,False
2014-03-02,70,False
2014-03-03,79,False
2014-03-04,86,False
2014-03-05,100,False
2014-03-06,69,False
2014-03-07,78,False
2014-03-08,56,False
2014-03-09,59,False
2014-03-10,93,False
2014-03-11,83,False
2014-03-12,72,False
2014-03-13,96,False
2014-03-14,74,False
2014-03-15,51,False
2014-03-16,68,False
2014-03-17,77,False
2014-03-18,76,False
2014-03-19,80,False
2014-03-20,78,False
2014-03-21,79,False
2014-03-22,52,False
2014-03-23,74,False
2014-03-24,83,False
2014-03-25,82,False
2014-03-26,79,False
2014-03-27,70,False
2014-03-28,67,False
2014-03-29,57,False
2014-03-30,55,False
2014-03-31,81,False
2014-04-01,75,False
2014-04-02,85,False
2014-04-03,72,False
2014-04-04,62,False
2014-04-05,53,False
2014-04-06,68,False
2014-04-07,84,False
2014-04-08,76,False
2014-04-09,75,False
2014-04-10,80,False
2014-04-11,70,False
2014-04-12,54,False
2014-04-13,65,False
2014-04-14,69,False
2014-04-15,81,False
2014-04-16,71,False
2014-04-17,74,False
2014-04-18,65,False
