date,inheritance,isPartial
2015-04-10,69,False
2015-04-11,49,False
2015-04-12,89,False
2015-04-13,85,False
2015-04-14,82,False
2015-04-15,82,False
2015-04-16,78,False
2015-04-17,73,False
2015-04-18,56,False
2015-04-19,51,False
2015-04-20,80,False
2015-04-21,78,False
2015-04-22,70,False
2015-04-23,71,False
2015-04-24,69,False
2015-04-25,43,False
2015-04-26,52,False
2015-04-27,69,False
2015-04-28,73,False
2015-04-29,72,False
2015-04-30,64,False
2015-05-01,62,False
2015-05-02,45,False
2015-05-03,47,False
2015-05-04,64,False
2015-05-05,73,False
2015-05-06,73,False
2015-05-07,75,False
2015-05-08,72,False
2015-05-09,53,False
2015-05-10,51,False
2015-05-11,75,False
2015-05-12,66,False
2015-05-13,68,False
2015-05-14,63,False
2015-05-15,56,False
2015-05-16,46,False
2015-05-17,50,False
2015-05-18,68,False
2015-05-19,66,False
2015-05-20,67,False
2015-05-21,66,False
2015-05-22,56,False
2015-05-23,40,False
2015-05-24,47,False
2015-05-25,50,False
2015-05-26,61,False
2015-05-27,59,False
2015-05-28,60,False
2015-05-29,55,False
2015-05-30,45,False
2015-05-31,50,False
2015-06-01,64,False
2015-06-02,64,False
2015-06-03,62,False
2015-06-04,61,False
2015-06-05,59,False
2015-06-06,45,False
2015-06-07,42,False
2015-06-08,58,False
2015-06-09,61,False
2015-06-10,58,False
2015-06-11,59,False
2015-06-12,49,False
2015-06-13,42,False
2015-06-14,50,False
2015-06-15,57,False
2015-06-16,56,False
2015-06-17,58,False
2015-06-18,55,False
2015-06-19,53,False
2015-06-20,44,False
2015-06-21,48,False
2015-06-22,63,False
2015-06-23,59,False
2015-06-24,53,False
2015-06-25,58,False
2015-06-26,50,False
2015-06-27,42,False
2015-06-28,45,False
2015-06-29,60,False
2015-06-30,53,False
2015-07-01,60,False
2015-07-02,56,False
2015-07-03,52,False
2015-07-04,75,False
2015-07-05,58,False
2015-07-06,58,False
2015-07-07,63,False
2015-07-08,100,False
2015-07-09,81,False
2015-07-10,58,False
2015-07-11,47,False
2015-07-12,57,False
2015-07-13,61,False
2015-07-14,60,False
2015-07-15,61,False
2015-07-16,59,False
2015-07-17,51,False
2015-07-18,43,False
2015-07-19,41,False
2015-07-20,61,False
2015-07-21,57,False
2015-07-22,58,False
2015-07-23,57,False
2015-07-24,55,False
2015-07-25,44,False
2015-07-26,49,False
2015-07-27,59,False
2015-07-28,66,False
2015-07-29,61,False
2015-07-30,59,False
2015-07-31,52,False
2015-08-01,43,False
2015-08-02,44,False
2015-08-03,61,False
2015-08-04,58,False
2015-08-05,65,False
2015-08-06,58,False
2015-08-07,53,False
2015-08-08,42,False
2015-08-09,43,False
2015-08-10,56,False
2015-08-11,56,False
2015-08-12,59,False
2015-08-13,60,False
2015-08-14,50,False
2015-08-15,40,False
2015-08-16,46,False
2015-08-17,53,False
2015-08-18,58,False
2015-08-19,59,False
2015-08-20,57,False
2015-08-21,57,False
2015-08-22,43,False
2015-08-23,46,False
2015-08-24,59,False
2015-08-25,62,False
2015-08-26,63,False
2015-08-27,59,False
2015-08-28,48,False
2015-08-29,40,False
2015-08-30,45,False
2015-08-31,58,False
2015-09-01,59,False
2015-09-02,57,False
2015-09-03,58,False
2015-09-04,54,False
2015-09-05,43,False
2015-09-06,43,False
2015-09-07,56,False
2015-09-08,63,False
2015-09-09,61,False
2015-09-10,61,False
2015-09-11,62,False
2015-09-12,42,False
2015-09-13,52,False
2015-09-14,71,False
2015-09-15,57,False
2015-09-16,61,False
2015-09-17,58,False
2015-09-18,63,False
2015-09-19,41,False
2015-09-20,50,False
2015-09-21,65,False
2015-09-22,62,False
2015-09-23,62,False
2015-09-24,63,False
2015-09-25,53,False
