date,inheritance,isPartial
2011-09-18,19,False
2011-09-19,26,False
2011-09-20,22,False
2011-09-21,25,False
2011-09-22,25,False
2011-09-23,19,False
2011-09-24,19,False
2011-09-25,21,False
2011-09-26,27,False
2011-09-27,24,False
2011-09-28,21,False
2011-09-29,23,False
2011-09-30,27,False
2011-10-01,16,False
2011-10-02,21,False
2011-10-03,24,False
2011-10-04,22,False
2011-10-05,24,False
2011-10-06,25,False
2011-10-07,21,False
2011-10-08,16,False
2011-10-09,21,False
2011-10-10,25,False
2011-10-11,23,False
2011-10-12,26,False
2011-10-13,23,False
2011-10-14,21,False
2011-10-15,19,False
2011-10-16,22,False
2011-10-17,28,False
2011-10-18,25,False
2011-10-19,26,False
2011-10-20,22,False
2011-10-21,26,False
2011-10-22,17,False
2011-10-23,16,False
2011-10-24,24,False
2011-10-25,25,False
2011-10-26,22,False
2011-10-27,23,False
2011-10-28,24,False
2011-10-29,22,False
2011-10-30,23,False
2011-10-31,27,False
2011-11-01,29,False
2011-11-02,33,False
2011-11-03,38,False
2011-11-04,38,False
2011-11-05,33,False
2011-11-06,41,False
2011-11-07,56,False
2011-11-08,100,False
2011-11-09,85,False
2011-11-10,61,False
2011-11-11,53,False
2011-11-12,47,False
2011-11-13,51,False
2011-11-14,42,False
2011-11-15,41,False
2011-11-16,40,False
2011-11-17,40,False
2011-11-18,35,False
2011-11-19,34,False
2011-11-20,33,False
2011-11-21,37,False
2011-11-22,36,False
2011-11-23,29,False
2011-11-24,30,False
2011-11-25,27,False
2011-11-26,25,False
2011-11-27,28,False
2011-11-28,31,False
2011-11-29,31,False
2011-11-30,30,False
2011-12-01,28,False
2011-12-02,26,False
2011-12-03,25,False
2011-12-04,23,False
2011-12-05,27,False
2011-12-06,27,False
2011-12-07,29,False
2011-12-08,26,False
2011-12-09,23,False
2011-12-10,19,False
2011-12-11,26,False
2011-12-12,24,False
2011-12-13,24,False
2011-12-14,23,False
2011-12-15,26,False
2011-12-16,21,False
2011-12-17,17,False
2011-12-18,21,False
2011-12-19,26,False
2011-12-20,23,False
2011-12-21,22,False
2011-12-22,21,False
2011-12-23,19,False
2011-12-24,18,False
2011-12-25,15,False
2011-12-26,22,False
2011-12-27,21,False
2011-12-28,21,False
2011-12-29,22,False
2011-12-30,19,False
2011-12-31,18,False
2012-01-01,19,False
2012-01-02,21,False
2012-01-03,26,False
2012-01-04,23,False
2012-01-05,26,False
2012-01-06,23,False
2012-01-07,19,False
2012-01-08,19,False
2012-01-09,26,False
2012-01-10,23,False
2012-01-11,26,False
2012-01-12,22,False
2012-01-13,19,False
2012-01-14,18,False
2012-01-15,19,False
2012-01-16,22,False
2012-01-17,26,False
2012-01-18,27,False
2012-01-19,25,False
2012-01-20,23,False
2012-01-21,19,False
2012-01-22,19,False
2012-01-23,24,False
2012-01-24,26,False
2012-01-25,25,False
2012-01-26,24,False
2012-01-27,22,False
2012-01-28,17,False
2012-01-29,20,False
2012-01-30,25,False
2012-01-31,28,False
2012-02-01,26,False
2012-02-02,24,False
2012-02-03,23,False
2012-02-04,17,False
2012-02-05,20,False
2012-02-06,24,False
2012-02-07,24,False
2012-02-08,26,False
2012-02-09,22,False
2012-02-10,21,False
2012-02-11,17,False
2012-02-12,19,False
2012-02-13,23,False
2012-02-14,22,False
2012-02-15,23,False
2012-02-16,22,False
2012-02-17,22,False
2012-02-18,21,False
2012-02-19,18,False
2012-02-20,26,False
2012-02-21,26,False
2012-02-22,25,False
2012-02-23,22,False
2012-02-24,20,False
2012-02-25,17,False
2012-02-26,17,False
2012-02-27,24,False
2012-02-28,23,False
2012-02-29,19,False
2012-03-01,24,False
2012-03-02,23,False
2012-03-03,20,False
2012-03-04,22,False
2012-03-05,23,False
2012-03-06,22,False
2012-03-07,23,False
2012-03-08,21,False
2012-03-09,20,False
2012-03-10,19,False
2012-03-11,17,False
2012-03-12,21,False
2012-03-13,19,False
2012-03-14,22,False
2012-03-15,21,False
2012-03-16,21,False
2012-03-17,16,False
2012-03-18,17,False
2012-03-19,23,False
2012-03-20,22,False
2012-03-21,26,False
2012-03-22,23,False
2012-03-23,20,False
2012-03-24,16,False
2012-03-25,17,False
2012-03-26,24,False
2012-03-27,23,False
2012-03-28,23,False
2012-03-29,23,False
2012-03-30,20,False
2012-03-31,16,False
2012-04-01,18,False
2012-04-02,23,False
2012-04-03,22,False
2012-04-04,24,False
2012-04-05,21,False
2012-04-06,19,False
2012-04-07,16,False
2012-04-08,17,False
2012-04-09,22,False
2012-04-10,20,False
2012-04-11,19,False
2012-04-12,26,False
2012-04-13,24,False
