date,inheritance,isPartial
2012-10-12,59,False
2012-10-13,50,False
2012-10-14,55,False
2012-10-15,72,False
2012-10-16,70,False
2012-10-17,73,False
2012-10-18,67,False
2012-10-19,67,False
2012-10-20,51,False
2012-10-21,60,False
2012-10-22,65,False
2012-10-23,72,False
2012-10-24,71,False
2012-10-25,68,False
2012-10-26,60,False
2012-10-27,50,False
2012-10-28,57,False
2012-10-29,60,False
2012-10-30,67,False
2012-10-31,65,False
2012-11-01,71,False
2012-11-02,65,False
2012-11-03,44,False
2012-11-04,56,False
2012-11-05,69,False
2012-11-06,74,False
2012-11-07,80,False
2012-11-08,77,False
2012-11-09,65,False
2012-11-10,58,False
2012-11-11,48,False
2012-11-12,70,False
2012-11-13,72,False
2012-11-14,72,False
2012-11-15,69,False
2012-11-16,67,False
2012-11-17,52,False
2012-11-18,57,False
2012-11-19,74,False
2012-11-20,67,False
2012-11-21,58,False
2012-11-22,62,False
2012-11-23,50,False
2012-11-24,50,False
2012-11-25,47,False
2012-11-26,72,False
2012-11-27,81,False
2012-11-28,74,False
2012-11-29,70,False
2012-11-30,66,False
2012-12-01,51,False
2012-12-02,60,False
2012-12-03,71,False
2012-12-04,78,False
2012-12-05,78,False
2012-12-06,70,False
2012-12-07,63,False
2012-12-08,50,False
2012-12-09,46,False
2012-12-10,74,False
2012-12-11,75,False
2012-12-12,68,False
2012-12-13,69,False
2012-12-14,66,False
2012-12-15,48,False
2012-12-16,50,False
2012-12-17,63,False
2012-12-18,66,False
2012-12-19,58,False
2012-12-20,51,False
2012-12-21,48,False
2012-12-22,39,False
2012-12-23,40,False
2012-12-24,45,False
2012-12-25,40,False
2012-12-26,48,False
2012-12-27,53,False
2012-12-28,52,False
2012-12-29,52,False
2012-12-30,51,False
2012-12-31,55,False
2013-01-01,70,False
2013-01-02,79,False
2013-01-03,71,False
2013-01-04,71,False
2013-01-05,56,False
2013-01-06,61,False
2013-01-07,75,False
2013-01-08,67,False
2013-01-09,75,False
2013-01-10,75,False
2013-01-11,71,False
2013-01-12,61,False
2013-01-13,68,False
2013-01-14,74,False
2013-01-15,78,False
2013-01-16,73,False
2013-01-17,78,False
2013-01-18,66,False
2013-01-19,56,False
2013-01-20,64,False
2013-01-21,69,False
2013-01-22,89,False
2013-01-23,79,False
2013-01-24,77,False
2013-01-25,73,False
2013-01-26,56,False
2013-01-27,67,False
2013-01-28,80,False
2013-01-29,86,False
2013-01-30,81,False
2013-01-31,76,False
2013-02-01,75,False
2013-02-02,66,False
2013-02-03,82,False
2013-02-04,81,False
2013-02-05,88,False
2013-02-06,80,False
2013-02-07,80,False
2013-02-08,71,False
2013-02-09,64,False
2013-02-10,90,False
2013-02-11,100,False
2013-02-12,81,False
2013-02-13,75,False
2013-02-14,74,False
2013-02-15,72,False
2013-02-16,58,False
2013-02-17,67,False
2013-02-18,77,False
2013-02-19,88,False
2013-02-20,81,False
2013-02-21,82,False
2013-02-22,77,False
2013-02-23,62,False
2013-02-24,65,False
2013-02-25,84,False
2013-02-26,84,False
2013-02-27,89,False
2013-02-28,86,False
2013-03-01,80,False
2013-03-02,62,False
2013-03-03,74,False
2013-03-04,80,False
2013-03-05,80,False
2013-03-06,77,False
2013-03-07,83,False
2013-03-08,72,False
2013-03-09,66,False
2013-03-10,71,False
2013-03-11,83,False
2013-03-12,81,False
2013-03-13,77,False
2013-03-14,82,False
2013-03-15,70,False
2013-03-16,62,False
2013-03-17,67,False
2013-03-18,79,False
2013-03-19,86,False
2013-03-20,88,False
2013-03-21,91,False
2013-03-22,74,False
2013-03-23,60,False
2013-03-24,78,False
2013-03-25,85,False
2013-03-26,81,False
2013-03-27,81,False
2013-03-28,69,False
2013-03-29,59,False
2013-03-30,62,False
2013-03-31,71,False
2013-04-01,75,False
2013-04-02,78,False
2013-04-03,75,False
2013-04-04,74,False
2013-04-05,73,False
2013-04-06,70,False
2013-04-07,74,False
2013-04-08,89,False
2013-04-09,83,False
2013-04-10,80,False
2013-04-11,86,False
2013-04-12,78,False
2013-04-13,72,False
2013-04-14,80,False
2013-04-15,92,False
2013-04-16,86,False
2013-04-17,85,False
2013-04-18,78,False
2013-04-19,68,False
2013-04-20,64,False
2013-04-21,77,False
2013-04-22,92,False
2013-04-23,80,False
2013-04-24,81,False
2013-04-25,82,False
2013-04-26,70,False
2013-04-27,63,False
2013-04-28,77,False
2013-04-29,83,False
2013-04-30,80,False
2013-05-01,74,False
2013-05-02,76,False
2013-05-03,74,False
2013-05-04,62,False
2013-05-05,72,False
2013-05-06,75,False
2013-05-07,80,False
2013-05-08,70,False
2013-05-09,74,False
2013-05-10,65,False
2013-05-11,55,False
2013-05-12,67,False
2013-05-13,84,False
2013-05-14,74,False
2013-05-15,77,False
2013-05-16,76,False
2013-05-17,63,False
2013-05-18,54,False
2013-05-19,61,False
2013-05-20,66,False
2013-05-21,74,False
2013-05-22,69,False
2013-05-23,70,False
2013-05-24,59,False
2013-05-25,54,False
2013-05-26,51,False
2013-05-27,58,False
2013-05-28,66,False
2013-05-29,68,False
2013-05-30,65,False
2013-05-31,63,False
2013-06-01,52,False
2013-06-02,54,False
2013-06-03,74,False
2013-06-04,62,False
2013-06-05,63,False
2013-06-06,68,False
2013-06-07,62,False
2013-06-08,44,False
2013-06-09,57,False
2013-06-10,65,False
2013-06-11,69,False
2013-06-12,63,False
2013-06-13,61,False
2013-06-14,55,False
2013-06-15,54,False
2013-06-16,62,False
2013-06-17,63,False
2013-06-18,65,False
2013-06-19,61,False
2013-06-20,62,False
2013-06-21,61,False
2013-06-22,48,False
2013-06-23,58,False
2013-06-24,59,False
2013-06-25,63,False
2013-06-26,61,False
2013-06-27,62,False
2013-06-28,61,False
2013-06-29,44,False
