date,inheritance,isPartial
2014-07-24,52,False
2014-07-25,46,False
2014-07-26,34,False
2014-07-27,43,False
2014-07-28,55,False
2014-07-29,49,False
2014-07-30,57,False
2014-07-31,53,False
2014-08-01,49,False
2014-08-02,44,False
2014-08-03,43,False
2014-08-04,56,False
2014-08-05,58,False
2014-08-06,54,False
2014-08-07,61,False
2014-08-08,53,False
2014-08-09,41,False
2014-08-10,44,False
2014-08-11,68,False
2014-08-12,57,False
2014-08-13,63,False
2014-08-14,51,False
2014-08-15,45,False
2014-08-16,44,False
2014-08-17,41,False
2014-08-18,57,False
2014-08-19,59,False
2014-08-20,50,False
2014-08-21,56,False
2014-08-22,61,False
2014-08-23,47,False
2014-08-24,52,False
2014-08-25,61,False
2014-08-26,57,False
2014-08-27,59,False
2014-08-28,61,False
2014-08-29,50,False
2014-08-30,43,False
2014-08-31,45,False
2014-09-01,51,False
2014-09-02,54,False
2014-09-03,58,False
2014-09-04,60,False
2014-09-05,58,False
2014-09-06,41,False
2014-09-07,45,False
2014-09-08,51,False
2014-09-09,52,False
2014-09-10,57,False
2014-09-11,57,False
2014-09-12,59,False
2014-09-13,41,False
2014-09-14,47,False
2014-09-15,59,False
2014-09-16,62,False
2014-09-17,68,False
2014-09-18,63,False
2014-09-19,57,False
2014-09-20,42,False
2014-09-21,46,False
2014-09-22,61,False
2014-09-23,61,False
2014-09-24,62,False
2014-09-25,60,False
2014-09-26,49,False
2014-09-27,45,False
2014-09-28,48,False
2014-09-29,65,False
2014-09-30,67,False
2014-10-01,61,False
2014-10-02,49,False
2014-10-03,48,False
2014-10-04,41,False
2014-10-05,45,False
2014-10-06,58,False
2014-10-07,57,False
2014-10-08,55,False
2014-10-09,59,False
2014-10-10,60,False
2014-10-11,37,False
2014-10-12,50,False
2014-10-13,63,False
2014-10-14,63,False
2014-10-15,63,False
2014-10-16,59,False
2014-10-17,55,False
2014-10-18,46,False
2014-10-19,55,False
2014-10-20,57,False
2014-10-21,66,False
2014-10-22,63,False
2014-10-23,60,False
2014-10-24,51,False
2014-10-25,48,False
2014-10-26,45,False
2014-10-27,64,False
2014-10-28,67,False
2014-10-29,62,False
2014-10-30,67,False
2014-10-31,51,False
2014-11-01,42,False
2014-11-02,47,False
2014-11-03,69,False
2014-11-04,63,False
2014-11-05,68,False
2014-11-06,66,False
2014-11-07,58,False
2014-11-08,38,False
2014-11-09,56,False
2014-11-10,58,False
2014-11-11,68,False
2014-11-12,66,False
2014-11-13,61,False
2014-11-14,69,False
2014-11-15,39,False
2014-11-16,46,False
2014-11-17,69,False
2014-11-18,59,False
2014-11-19,72,False
2014-11-20,75,False
2014-11-21,66,False
2014-11-22,48,False
2014-11-23,51,False
2014-11-24,67,False
2014-11-25,55,False
2014-11-26,58,False
2014-11-27,49,False
2014-11-28,45,False
2014-11-29,37,False
2014-11-30,50,False
2014-12-01,64,False
2014-12-02,70,False
2014-12-03,83,False
2014-12-04,66,False
2014-12-05,60,False
2014-12-06,42,False
2014-12-07,42,False
2014-12-08,66,False
2014-12-09,65,False
2014-12-10,63,False
2014-12-11,70,False
2014-12-12,58,False
2014-12-13,40,False
2014-12-14,41,False
2014-12-15,63,False
2014-12-16,67,False
2014-12-17,55,False
2014-12-18,61,False
2014-12-19,51,False
2014-12-20,38,False
2014-12-21,42,False
2014-12-22,45,False
2014-12-23,49,False
2014-12-24,35,False
2014-12-25,32,False
2014-12-26,40,False
2014-12-27,37,False
2014-12-28,46,False
2014-12-29,48,False
2014-12-30,46,False
2014-12-31,47,False
2015-01-01,31,False
2015-01-02,54,False
2015-01-03,43,False
2015-01-04,50,False
2015-01-05,60,False
2015-01-06,62,False
2015-01-07,57,False
2015-01-08,61,False
2015-01-09,60,False
2015-01-10,42,False
2015-01-11,49,False
2015-01-12,63,False
2015-01-13,62,False
2015-01-14,66,False
2015-01-15,67,False
2015-01-16,70,False
2015-01-17,45,False
2015-01-18,56,False
2015-01-19,65,False
2015-01-20,74,False
2015-01-21,77,False
2015-01-22,73,False
2015-01-23,60,False
2015-01-24,43,False
2015-01-25,51,False
2015-01-26,68,False
2015-01-27,70,False
2015-01-28,71,False
2015-01-29,76,False
2015-01-30,59,False
2015-01-31,52,False
2015-02-01,53,False
2015-02-02,67,False
2015-02-03,69,False
2015-02-04,76,False
2015-02-05,75,False
2015-02-06,77,False
2015-02-07,59,False
2015-02-08,60,False
2015-02-09,73,False
2015-02-10,81,False
2015-02-11,79,False
2015-02-12,72,False
2015-02-13,65,False
2015-02-14,40,False
2015-02-15,61,False
2015-02-16,63,False
2015-02-17,71,False
2015-02-18,76,False
2015-02-19,65,False
2015-02-20,67,False
2015-02-21,48,False
2015-02-22,66,False
2015-02-23,76,False
2015-02-24,69,False
2015-02-25,78,False
2015-02-26,68,False
2015-02-27,63,False
2015-02-28,48,False
2015-03-01,51,False
2015-03-02,70,False
2015-03-03,76,False
2015-03-04,66,False
2015-03-05,66,False
2015-03-06,67,False
2015-03-07,52,False
2015-03-08,63,False
2015-03-09,71,False
2015-03-10,77,False
2015-03-11,69,False
2015-03-12,71,False
2015-03-13,71,False
2015-03-14,47,False
2015-03-15,68,False
2015-03-16,71,False
2015-03-17,87,False
2015-03-18,100,False
2015-03-19,72,False
2015-03-20,67,False
2015-03-21,49,False
2015-03-22,56,False
