date,inheritance,isPartial
2015-12-26,38,False
2015-12-27,41,False
2015-12-28,46,False
2015-12-29,49,False
2015-12-30,52,False
2015-12-31,39,False
2016-01-01,42,False
2016-01-02,42,False
2016-01-03,51,False
2016-01-04,58,False
2016-01-05,63,False
2016-01-06,70,False
2016-01-07,68,False
2016-01-08,61,False
2016-01-09,47,False
2016-01-10,57,False
2016-01-11,69,False
2016-01-12,77,False
2016-01-13,71,False
2016-01-14,69,False
2016-01-15,62,False
2016-01-16,42,False
2016-01-17,52,False
2016-01-18,67,False
2016-01-19,83,False
2016-01-20,77,False
2016-01-21,66,False
2016-01-22,63,False
2016-01-23,55,False
2016-01-24,48,False
2016-01-25,70,False
2016-01-26,73,False
2016-01-27,84,False
2016-01-28,82,False
2016-01-29,71,False
2016-01-30,65,False
2016-01-31,58,False
2016-02-01,73,False
2016-02-02,75,False
2016-02-03,89,False
2016-02-04,80,False
2016-02-05,67,False
2016-02-06,60,False
2016-02-07,56,False
2016-02-08,76,False
2016-02-09,85,False
2016-02-10,83,False
2016-02-11,78,False
2016-02-12,71,False
2016-02-13,51,False
2016-02-14,52,False
2016-02-15,68,False
2016-02-16,82,False
2016-02-17,78,False
2016-02-18,67,False
2016-02-19,68,False
2016-02-20,56,False
2016-02-21,58,False
2016-02-22,84,False
2016-02-23,73,False
2016-02-24,75,False
2016-02-25,71,False
2016-02-26,73,False
2016-02-27,62,False
2016-02-28,63,False
2016-02-29,78,False
2016-03-01,81,False
2016-03-02,80,False
2016-03-03,81,False
2016-03-04,78,False
2016-03-05,52,False
2016-03-06,57,False
2016-03-07,83,False
2016-03-08,84,False
2016-03-09,85,False
2016-03-10,83,False
2016-03-11,69,False
2016-03-12,62,False
2016-03-13,52,False
2016-03-14,70,False
2016-03-15,77,False
2016-03-16,87,False
2016-03-17,84,False
2016-03-18,67,False
2016-03-19,48,False
2016-03-20,59,False
2016-03-21,72,False
2016-03-22,66,False
2016-03-23,75,False
2016-03-24,64,False
2016-03-25,53,False
2016-03-26,42,False
2016-03-27,48,False
2016-03-28,57,False
2016-03-29,70,False
2016-03-30,76,False
2016-03-31,66,False
2016-04-01,67,False
2016-04-02,58,False
2016-04-03,61,False
2016-04-04,72,False
2016-04-05,79,False
2016-04-06,72,False
2016-04-07,82,False
2016-04-08,79,False
2016-04-09,60,False
2016-04-10,95,False
2016-04-11,100,False
2016-04-12,92,False
2016-04-13,84,False
2016-04-14,70,False
2016-04-15,82,False
2016-04-16,53,False
2016-04-17,61,False
2016-04-18,72,False
2016-04-19,72,False
2016-04-20,78,False
2016-04-21,66,False
2016-04-22,67,False
2016-04-23,49,False
2016-04-24,65,False
2016-04-25,77,False
2016-04-26,80,False
2016-04-27,72,False
2016-04-28,74,False
2016-04-29,68,False
2016-04-30,51,False
2016-05-01,49,False
2016-05-02,75,False
2016-05-03,84,False
2016-05-04,70,False
2016-05-05,71,False
2016-05-06,68,False
2016-05-07,53,False
2016-05-08,52,False
2016-05-09,68,False
2016-05-10,80,False
2016-05-11,71,False
2016-05-12,61,False
2016-05-13,72,False
2016-05-14,43,False
2016-05-15,50,False
2016-05-16,71,False
2016-05-17,67,False
2016-05-18,74,False
2016-05-19,60,False
2016-05-20,61,False
2016-05-21,39,False
2016-05-22,55,False
2016-05-23,65,False
2016-05-24,68,False
2016-05-25,71,False
2016-05-26,60,False
2016-05-27,49,False
2016-05-28,38,False
2016-05-29,50,False
2016-05-30,54,False
2016-05-31,63,False
2016-06-01,60,False
2016-06-02,63,False
2016-06-03,53,False
2016-06-04,44,False
2016-06-05,40,False
2016-06-06,62,False
2016-06-07,63,False
2016-06-08,62,False
2016-06-09,68,False
2016-06-10,50,False
2016-06-11,43,False
2016-06-12,41,False
2016-06-13,50,False
2016-06-14,59,False
2016-06-15,54,False
2016-06-16,66,False
2016-06-17,53,False
2016-06-18,44,False
2016-06-19,49,False
2016-06-20,55,False
2016-06-21,54,False
2016-06-22,54,False
2016-06-23,56,False
2016-06-24,52,False
2016-06-25,40,False
2016-06-26,48,False
2016-06-27,54,False
2016-06-28,56,False
2016-06-29,53,False
2016-06-30,56,False
2016-07-01,49,False
2016-07-02,47,False
2016-07-03,41,False
2016-07-04,53,False
2016-07-05,57,False
2016-07-06,50,False
2016-07-07,55,False
2016-07-08,50,False
2016-07-09,37,False
2016-07-10,40,False
2016-07-11,58,False
2016-07-12,54,False
2016-07-13,42,False
2016-07-14,53,False
2016-07-15,55,False
2016-07-16,39,False
2016-07-17,48,False
2016-07-18,57,False
2016-07-19,58,False
2016-07-20,56,False
2016-07-21,58,False
2016-07-22,58,False
2016-07-23,41,False
2016-07-24,52,False
2016-07-25,62,False
2016-07-26,70,False
2016-07-27,58,False
2016-07-28,63,False
2016-07-29,57,False
2016-07-30,44,False
2016-07-31,46,False
2016-08-01,62,False
2016-08-02,67,False
2016-08-03,62,False
2016-08-04,62,False
2016-08-05,62,False
2016-08-06,48,False
2016-08-07,42,False
2016-08-08,77,False
2016-08-09,68,False
2016-08-10,59,False
2016-08-11,63,False
2016-08-12,60,False
2016-08-13,46,False
2016-08-14,51,False
2016-08-15,50,False
2016-08-16,57,False
2016-08-17,53,False
2016-08-18,60,False
2016-08-19,53,False
2016-08-20,40,False
2016-08-21,49,False
2016-08-22,61,False
2016-08-23,62,False
2016-08-24,59,False
2016-08-25,56,False
2016-08-26,62,False
2016-08-27,55,False
2016-08-28,46,False
2016-08-29,50,False
2016-08-30,61,False
2016-08-31,57,False
2016-09-01,55,False
2016-09-02,55,False
2016-09-03,45,False
2016-09-04,51,False
2016-09-05,60,False
2016-09-06,55,False
2016-09-07,60,False
2016-09-08,55,False
2016-09-09,62,False
2016-09-10,42,False
2016-09-11,49,False
