date,Amgen,isPartial
2011-09-18,8,False
2011-09-19,13,False
2011-09-20,12,False
2011-09-21,17,False
2011-09-22,13,False
2011-09-23,12,False
2011-09-24,4,False
2011-09-25,10,False
2011-09-26,9,False
2011-09-27,13,False
2011-09-28,10,False
2011-09-29,15,False
2011-09-30,12,False
2011-10-01,8,False
2011-10-02,5,False
2011-10-03,9,False
2011-10-04,14,False
2011-10-05,12,False
2011-10-06,16,False
2011-10-07,7,False
2011-10-08,6,False
2011-10-09,14,False
2011-10-10,18,False
2011-10-11,15,False
2011-10-12,14,False
2011-10-13,19,False
2011-10-14,17,False
2011-10-15,7,False
2011-10-16,8,False
2011-10-17,17,False
2011-10-18,19,False
2011-10-19,23,False
2011-10-20,19,False
2011-10-21,14,False
2011-10-22,6,False
2011-10-23,12,False
2011-10-24,13,False
2011-10-25,20,False
2011-10-26,15,False
2011-10-27,10,False
2011-10-28,14,False
2011-10-29,7,False
2011-10-30,4,False
2011-10-31,11,False
2011-11-01,14,False
2011-11-02,15,False
2011-11-03,11,False
2011-11-04,15,False
2011-11-05,10,False
2011-11-06,7,False
2011-11-07,15,False
2011-11-08,20,False
2011-11-09,16,False
2011-11-10,11,False
2011-11-11,14,False
2011-11-12,8,False
2011-11-13,4,False
2011-11-14,17,False
2011-11-15,13,False
2011-11-16,13,False
2011-11-17,12,False
2011-11-18,15,False
2011-11-19,7,False
2011-11-20,9,False
2011-11-21,15,False
2011-11-22,12,False
2011-11-23,11,False
2011-11-24,11,False
2011-11-25,6,False
2011-11-26,8,False
2011-11-27,8,False
2011-11-28,12,False
2011-11-29,15,False
2011-11-30,13,False
2011-12-01,16,False
2011-12-02,14,False
2011-12-03,12,False
2011-12-04,7,False
2011-12-05,19,False
2011-12-06,15,False
2011-12-07,13,False
2011-12-08,9,False
2011-12-09,9,False
2011-12-10,4,False
2011-12-11,6,False
2011-12-12,12,False
2011-12-13,10,False
2011-12-14,12,False
2011-12-15,15,False
2011-12-16,20,False
2011-12-17,5,False
2011-12-18,7,False
2011-12-19,10,False
2011-12-20,10,False
2011-12-21,17,False
2011-12-22,10,False
2011-12-23,8,False
2011-12-24,8,False
2011-12-25,3,False
2011-12-26,5,False
2011-12-27,10,False
2011-12-28,9,False
2011-12-29,9,False
2011-12-30,8,False
2011-12-31,5,False
2012-01-01,3,False
2012-01-02,9,False
2012-01-03,12,False
2012-01-04,15,False
2012-01-05,16,False
2012-01-06,14,False
2012-01-07,4,False
2012-01-08,4,False
2012-01-09,12,False
2012-01-10,16,False
2012-01-11,14,False
2012-01-12,18,False
2012-01-13,17,False
2012-01-14,7,False
2012-01-15,7,False
2012-01-16,14,False
2012-01-17,16,False
2012-01-18,15,False
2012-01-19,12,False
2012-01-20,16,False
2012-01-21,10,False
2012-01-22,5,False
2012-01-23,15,False
2012-01-24,15,False
2012-01-25,17,False
2012-01-26,25,False
2012-01-27,22,False
2012-01-28,13,False
2012-01-29,7,False
2012-01-30,22,False
2012-01-31,13,False
2012-02-01,20,False
2012-02-02,20,False
2012-02-03,19,False
2012-02-04,9,False
2012-02-05,8,False
2012-02-06,17,False
2012-02-07,19,False
2012-02-08,20,False
2012-02-09,19,False
2012-02-10,13,False
2012-02-11,10,False
2012-02-12,14,False
2012-02-13,16,False
2012-02-14,17,False
2012-02-15,12,False
2012-02-16,12,False
2012-02-17,13,False
2012-02-18,10,False
2012-02-19,4,False
2012-02-20,13,False
2012-02-21,16,False
2012-02-22,17,False
2012-02-23,20,False
2012-02-24,16,False
2012-02-25,10,False
2012-02-26,12,False
2012-02-27,15,False
2012-02-28,13,False
2012-02-29,16,False
2012-03-01,16,False
2012-03-02,15,False
2012-03-03,10,False
2012-03-04,8,False
2012-03-05,12,False
2012-03-06,16,False
2012-03-07,13,False
2012-03-08,16,False
2012-03-09,11,False
2012-03-10,8,False
2012-03-11,6,False
2012-03-12,15,False
2012-03-13,16,False
2012-03-14,15,False
2012-03-15,17,False
2012-03-16,15,False
2012-03-17,7,False
2012-03-18,5,False
2012-03-19,12,False
2012-03-20,13,False
2012-03-21,15,False
2012-03-22,16,False
2012-03-23,15,False
2012-03-24,7,False
2012-03-25,12,False
2012-03-26,8,False
2012-03-27,16,False
2012-03-28,15,False
2012-03-29,12,False
2012-03-30,10,False
2012-03-31,8,False
2012-04-01,4,False
2012-04-02,17,False
2012-04-03,18,False
2012-04-04,11,False
2012-04-05,16,False
2012-04-06,12,False
2012-04-07,5,False
2012-04-08,6,False
2012-04-09,12,False
2012-04-10,13,False
2012-04-11,17,False
2012-04-12,15,False
2012-04-13,14,False
2012-04-14,6,False
2012-04-15,4,False
2012-04-16,12,False
2012-04-17,17,False
2012-04-18,19,False
2012-04-19,19,False
2012-04-20,13,False
2012-04-21,6,False
2012-04-22,6,False
2012-04-23,13,False
2012-04-24,18,False
2012-04-25,27,False
2012-04-26,23,False
2012-04-27,21,False
2012-04-28,12,False
2012-04-29,8,False
2012-04-30,18,False
2012-05-01,19,False
