date,Amgen,isPartial
2012-10-12,11,False
2012-10-13,7,False
2012-10-14,9,False
2012-10-15,16,False
2012-10-16,17,False
2012-10-17,16,False
2012-10-18,23,False
2012-10-19,17,False
2012-10-20,6,False
2012-10-21,10,False
2012-10-22,21,False
2012-10-23,21,False
2012-10-24,20,False
2012-10-25,21,False
2012-10-26,15,False
2012-10-27,5,False
2012-10-28,6,False
2012-10-29,14,False
2012-10-30,16,False
2012-10-31,18,False
2012-11-01,14,False
2012-11-02,17,False
2012-11-03,7,False
2012-11-04,8,False
2012-11-05,16,False
2012-11-06,21,False
2012-11-07,22,False
2012-11-08,16,False
2012-11-09,17,False
2012-11-10,11,False
2012-11-11,12,False
2012-11-12,10,False
2012-11-13,20,False
2012-11-14,13,False
2012-11-15,14,False
2012-11-16,11,False
2012-11-17,8,False
2012-11-18,7,False
2012-11-19,20,False
2012-11-20,15,False
2012-11-21,12,False
2012-11-22,15,False
2012-11-23,8,False
2012-11-24,8,False
2012-11-25,7,False
2012-11-26,15,False
2012-11-27,22,False
2012-11-28,24,False
2012-11-29,13,False
2012-11-30,15,False
2012-12-01,8,False
2012-12-02,4,False
2012-12-03,16,False
2012-12-04,19,False
2012-12-05,19,False
2012-12-06,15,False
2012-12-07,15,False
2012-12-08,7,False
2012-12-09,5,False
2012-12-10,19,False
2012-12-11,23,False
2012-12-12,15,False
2012-12-13,15,False
2012-12-14,12,False
2012-12-15,6,False
2012-12-16,9,False
2012-12-17,17,False
2012-12-18,10,False
2012-12-19,18,False
2012-12-20,20,False
2012-12-21,19,False
2012-12-22,8,False
2012-12-23,5,False
2012-12-24,7,False
2012-12-25,6,False
2012-12-26,8,False
2012-12-27,11,False
2012-12-28,9,False
2012-12-29,8,False
2012-12-30,8,False
2012-12-31,14,False
2013-01-01,7,False
2013-01-02,10,False
2013-01-03,17,False
2013-01-04,13,False
2013-01-05,7,False
2013-01-06,10,False
2013-01-07,13,False
2013-01-08,18,False
2013-01-09,23,False
2013-01-10,29,False
2013-01-11,17,False
2013-01-12,12,False
2013-01-13,8,False
2013-01-14,20,False
2013-01-15,33,False
2013-01-16,18,False
2013-01-17,25,False
2013-01-18,19,False
2013-01-19,11,False
2013-01-20,14,False
2013-01-21,20,False
2013-01-22,27,False
2013-01-23,29,False
2013-01-24,25,False
2013-01-25,20,False
2013-01-26,18,False
2013-01-27,23,False
2013-01-28,28,False
2013-01-29,26,False
2013-01-30,25,False
2013-01-31,23,False
2013-02-01,25,False
2013-02-02,18,False
2013-02-03,12,False
2013-02-04,16,False
2013-02-05,25,False
2013-02-06,22,False
2013-02-07,29,False
2013-02-08,18,False
2013-02-09,13,False
2013-02-10,9,False
2013-02-11,20,False
2013-02-12,23,False
2013-02-13,23,False
2013-02-14,17,False
2013-02-15,22,False
2013-02-16,9,False
2013-02-17,13,False
2013-02-18,13,False
2013-02-19,22,False
2013-02-20,19,False
2013-02-21,18,False
2013-02-22,23,False
2013-02-23,10,False
2013-02-24,10,False
2013-02-25,19,False
2013-02-26,17,False
2013-02-27,23,False
2013-02-28,20,False
2013-03-01,20,False
2013-03-02,10,False
2013-03-03,13,False
2013-03-04,22,False
2013-03-05,22,False
2013-03-06,19,False
2013-03-07,28,False
2013-03-08,22,False
2013-03-09,10,False
2013-03-10,11,False
2013-03-11,20,False
2013-03-12,28,False
2013-03-13,25,False
2013-03-14,18,False
2013-03-15,23,False
2013-03-16,13,False
2013-03-17,10,False
2013-03-18,17,False
2013-03-19,20,False
2013-03-20,23,False
2013-03-21,17,False
2013-03-22,15,False
2013-03-23,13,False
2013-03-24,10,False
2013-03-25,21,False
2013-03-26,24,False
2013-03-27,25,False
2013-03-28,20,False
2013-03-29,17,False
2013-03-30,11,False
2013-03-31,10,False
2013-04-01,16,False
2013-04-02,27,False
2013-04-03,17,False
2013-04-04,23,False
2013-04-05,19,False
2013-04-06,8,False
2013-04-07,11,False
2013-04-08,22,False
2013-04-09,17,False
2013-04-10,17,False
2013-04-11,18,False
2013-04-12,16,False
2013-04-13,10,False
2013-04-14,7,False
2013-04-15,23,False
2013-04-16,19,False
2013-04-17,25,False
2013-04-18,27,False
2013-04-19,21,False
2013-04-20,10,False
2013-04-21,9,False
2013-04-22,19,False
2013-04-23,27,False
2013-04-24,28,False
2013-04-25,23,False
2013-04-26,21,False
2013-04-27,12,False
2013-04-28,13,False
2013-04-29,22,False
2013-04-30,22,False
2013-05-01,27,False
2013-05-02,21,False
2013-05-03,27,False
2013-05-04,11,False
2013-05-05,15,False
2013-05-06,27,False
2013-05-07,24,False
2013-05-08,34,False
2013-05-09,25,False
2013-05-10,25,False
2013-05-11,21,False
2013-05-12,62,False
2013-05-13,92,False
2013-05-14,80,False
2013-05-15,85,False
2013-05-16,77,False
2013-05-17,61,False
2013-05-18,75,False
2013-05-19,100,False
2013-05-20,39,False
