date,Amgen,isPartial
2013-11-06,19,False
2013-11-07,22,False
2013-11-08,19,False
2013-11-09,6,False
2013-11-10,10,False
2013-11-11,18,False
2013-11-12,26,False
2013-11-13,19,False
2013-11-14,21,False
2013-11-15,15,False
2013-11-16,9,False
2013-11-17,10,False
2013-11-18,20,False
2013-11-19,21,False
2013-11-20,20,False
2013-11-21,26,False
2013-11-22,17,False
2013-11-23,9,False
2013-11-24,8,False
2013-11-25,14,False
2013-11-26,19,False
2013-11-27,18,False
2013-11-28,9,False
2013-11-29,9,False
2013-11-30,7,False
2013-12-01,9,False
2013-12-02,15,False
2013-12-03,19,False
2013-12-04,19,False
2013-12-05,14,False
2013-12-06,13,False
2013-12-07,7,False
2013-12-08,7,False
2013-12-09,13,False
2013-12-10,18,False
2013-12-11,19,False
2013-12-12,16,False
2013-12-13,17,False
2013-12-14,8,False
2013-12-15,6,False
2013-12-16,17,False
2013-12-17,19,False
2013-12-18,17,False
2013-12-19,17,False
2013-12-20,15,False
2013-12-21,7,False
2013-12-22,6,False
2013-12-23,12,False
2013-12-24,10,False
2013-12-25,6,False
2013-12-26,8,False
2013-12-27,9,False
2013-12-28,5,False
2013-12-29,8,False
2013-12-30,8,False
2013-12-31,10,False
2014-01-01,4,False
2014-01-02,12,False
2014-01-03,17,False
2014-01-04,5,False
2014-01-05,9,False
2014-01-06,18,False
2014-01-07,20,False
2014-01-08,21,False
2014-01-09,39,False
2014-01-10,23,False
2014-01-11,11,False
2014-01-12,10,False
2014-01-13,26,False
2014-01-14,22,False
2014-01-15,17,False
2014-01-16,27,False
2014-01-17,20,False
2014-01-18,11,False
2014-01-19,8,False
2014-01-20,17,False
2014-01-21,22,False
2014-01-22,24,False
2014-01-23,27,False
2014-01-24,18,False
2014-01-25,10,False
2014-01-26,10,False
2014-01-27,23,False
2014-01-28,23,False
2014-01-29,27,False
2014-01-30,29,False
2014-01-31,25,False
2014-02-01,9,False
2014-02-02,12,False
2014-02-03,24,False
2014-02-04,24,False
2014-02-05,19,False
2014-02-06,17,False
2014-02-07,23,False
2014-02-08,8,False
2014-02-09,9,False
2014-02-10,23,False
2014-02-11,24,False
2014-02-12,15,False
2014-02-13,17,False
2014-02-14,15,False
2014-02-15,9,False
2014-02-16,12,False
2014-02-17,18,False
2014-02-18,17,False
2014-02-19,22,False
2014-02-20,25,False
2014-02-21,26,False
2014-02-22,12,False
2014-02-23,9,False
2014-02-24,19,False
2014-02-25,22,False
2014-02-26,20,False
2014-02-27,24,False
2014-02-28,18,False
2014-03-01,8,False
2014-03-02,9,False
2014-03-03,20,False
2014-03-04,23,False
2014-03-05,20,False
2014-03-06,19,False
2014-03-07,22,False
2014-03-08,10,False
2014-03-09,8,False
2014-03-10,23,False
2014-03-11,20,False
2014-03-12,18,False
2014-03-13,18,False
2014-03-14,18,False
2014-03-15,8,False
2014-03-16,10,False
2014-03-17,20,False
2014-03-18,21,False
2014-03-19,15,False
2014-03-20,18,False
2014-03-21,17,False
2014-03-22,8,False
2014-03-23,8,False
2014-03-24,18,False
2014-03-25,22,False
2014-03-26,20,False
2014-03-27,19,False
2014-03-28,19,False
2014-03-29,8,False
2014-03-30,10,False
2014-03-31,24,False
2014-04-01,21,False
2014-04-02,21,False
2014-04-03,18,False
2014-04-04,20,False
2014-04-05,9,False
2014-04-06,10,False
2014-04-07,17,False
2014-04-08,28,False
2014-04-09,17,False
2014-04-10,20,False
2014-04-11,17,False
2014-04-12,9,False
2014-04-13,8,False
2014-04-14,19,False
2014-04-15,23,False
2014-04-16,21,False
2014-04-17,22,False
2014-04-18,15,False
2014-04-19,11,False
2014-04-20,9,False
2014-04-21,18,False
2014-04-22,23,False
2014-04-23,25,False
2014-04-24,21,False
2014-04-25,19,False
2014-04-26,12,False
2014-04-27,10,False
2014-04-28,24,False
2014-04-29,26,False
2014-04-30,21,False
2014-05-01,20,False
2014-05-02,19,False
2014-05-03,13,False
2014-05-04,14,False
2014-05-05,30,False
2014-05-06,20,False
2014-05-07,29,False
2014-05-08,37,False
2014-05-09,39,False
2014-05-10,34,False
2014-05-11,100,False
2014-05-12,92,False
2014-05-13,91,False
2014-05-14,69,False
2014-05-15,70,False
2014-05-16,58,False
2014-05-17,67,False
2014-05-18,66,False
2014-05-19,35,False
2014-05-20,28,False
2014-05-21,23,False
2014-05-22,19,False
2014-05-23,15,False
2014-05-24,9,False
2014-05-25,7,False
2014-05-26,9,False
2014-05-27,25,False
2014-05-28,19,False
2014-05-29,18,False
2014-05-30,23,False
2014-05-31,9,False
2014-06-01,8,False
2014-06-02,16,False
2014-06-03,19,False
2014-06-04,27,False
2014-06-05,21,False
2014-06-06,18,False
2014-06-07,9,False
2014-06-08,9,False
2014-06-09,15,False
2014-06-10,22,False
2014-06-11,18,False
2014-06-12,21,False
2014-06-13,18,False
2014-06-14,9,False
2014-06-15,6,False
2014-06-16,15,False
2014-06-17,15,False
2014-06-18,17,False
2014-06-19,19,False
2014-06-20,20,False
2014-06-21,8,False
2014-06-22,8,False
2014-06-23,18,False
2014-06-24,20,False
2014-06-25,17,False
2014-06-26,17,False
2014-06-27,15,False
2014-06-28,7,False
2014-06-29,9,False
2014-06-30,20,False
2014-07-01,15,False
2014-07-02,20,False
2014-07-03,14,False
2014-07-04,12,False
2014-07-05,7,False
2014-07-06,7,False
2014-07-07,16,False
2014-07-08,18,False
2014-07-09,17,False
2014-07-10,19,False
2014-07-11,18,False
2014-07-12,9,False
2014-07-13,7,False
2014-07-14,17,False
2014-07-15,19,False
2014-07-16,14,False
2014-07-17,17,False
2014-07-18,15,False
2014-07-19,8,False
2014-07-20,5,False
2014-07-21,17,False
2014-07-22,19,False
2014-07-23,21,False
2014-07-24,16,False
