date,Amgen,isPartial
2014-03-16,10,False
2014-03-17,23,False
2014-03-18,20,False
2014-03-19,12,False
2014-03-20,17,False
2014-03-21,25,False
2014-03-22,6,False
2014-03-23,7,False
2014-03-24,16,False
2014-03-25,21,False
2014-03-26,20,False
2014-03-27,21,False
2014-03-28,21,False
2014-03-29,13,False
2014-03-30,11,False
2014-03-31,22,False
2014-04-01,22,False
2014-04-02,22,False
2014-04-03,19,False
2014-04-04,16,False
2014-04-05,5,False
2014-04-06,9,False
2014-04-07,19,False
2014-04-08,27,False
2014-04-09,21,False
2014-04-10,20,False
2014-04-11,18,False
2014-04-12,9,False
2014-04-13,7,False
2014-04-14,22,False
2014-04-15,21,False
2014-04-16,22,False
2014-04-17,25,False
2014-04-18,15,False
2014-04-19,9,False
2014-04-20,12,False
2014-04-21,19,False
2014-04-22,28,False
2014-04-23,23,False
2014-04-24,22,False
2014-04-25,19,False
2014-04-26,13,False
2014-04-27,7,False
2014-04-28,28,False
2014-04-29,24,False
2014-04-30,18,False
2014-05-01,21,False
2014-05-02,17,False
2014-05-03,13,False
2014-05-04,10,False
2014-05-05,21,False
2014-05-06,17,False
2014-05-07,29,False
2014-05-08,35,False
2014-05-09,41,False
2014-05-10,31,False
2014-05-11,97,False
2014-05-12,100,False
2014-05-13,91,False
2014-05-14,73,False
2014-05-15,63,False
2014-05-16,66,False
2014-05-17,63,False
2014-05-18,57,False
2014-05-19,33,False
2014-05-20,27,False
2014-05-21,24,False
2014-05-22,21,False
2014-05-23,14,False
2014-05-24,7,False
2014-05-25,6,False
2014-05-26,11,False
2014-05-27,18,False
2014-05-28,18,False
2014-05-29,24,False
2014-05-30,23,False
2014-05-31,7,False
2014-06-01,12,False
2014-06-02,18,False
2014-06-03,18,False
2014-06-04,25,False
2014-06-05,21,False
2014-06-06,21,False
2014-06-07,8,False
2014-06-08,3,False
2014-06-09,15,False
2014-06-10,16,False
2014-06-11,19,False
2014-06-12,22,False
2014-06-13,20,False
2014-06-14,7,False
2014-06-15,6,False
2014-06-16,14,False
2014-06-17,24,False
2014-06-18,15,False
2014-06-19,19,False
2014-06-20,15,False
2014-06-21,8,False
2014-06-22,7,False
2014-06-23,23,False
2014-06-24,16,False
2014-06-25,19,False
2014-06-26,19,False
2014-06-27,13,False
2014-06-28,9,False
2014-06-29,7,False
2014-06-30,17,False
2014-07-01,22,False
2014-07-02,21,False
2014-07-03,15,False
2014-07-04,10,False
2014-07-05,6,False
2014-07-06,7,False
2014-07-07,17,False
2014-07-08,17,False
2014-07-09,13,False
2014-07-10,13,False
2014-07-11,21,False
2014-07-12,6,False
2014-07-13,9,False
2014-07-14,13,False
2014-07-15,20,False
2014-07-16,17,False
2014-07-17,17,False
2014-07-18,15,False
2014-07-19,9,False
2014-07-20,9,False
2014-07-21,16,False
2014-07-22,21,False
2014-07-23,24,False
2014-07-24,20,False
2014-07-25,19,False
2014-07-26,9,False
2014-07-27,7,False
2014-07-28,20,False
2014-07-29,46,False
2014-07-30,70,False
2014-07-31,36,False
2014-08-01,27,False
2014-08-02,12,False
2014-08-03,12,False
2014-08-04,26,False
2014-08-05,27,False
2014-08-06,23,False
2014-08-07,27,False
2014-08-08,19,False
2014-08-09,8,False
2014-08-10,7,False
2014-08-11,21,False
2014-08-12,19,False
2014-08-13,19,False
2014-08-14,35,False
2014-08-15,23,False
2014-08-16,8,False
2014-08-17,7,False
2014-08-18,17,False
2014-08-19,18,False
2014-08-20,21,False
2014-08-21,21,False
2014-08-22,14,False
2014-08-23,10,False
2014-08-24,11,False
2014-08-25,23,False
2014-08-26,19,False
2014-08-27,24,False
2014-08-28,26,False
2014-08-29,18,False
2014-08-30,9,False
2014-08-31,5,False
2014-09-01,12,False
2014-09-02,21,False
2014-09-03,18,False
2014-09-04,21,False
2014-09-05,19,False
2014-09-06,6,False
2014-09-07,11,False
2014-09-08,19,False
2014-09-09,17,False
2014-09-10,18,False
2014-09-11,16,False
2014-09-12,12,False
2014-09-13,12,False
2014-09-14,7,False
2014-09-15,13,False
2014-09-16,19,False
2014-09-17,20,False
2014-09-18,15,False
2014-09-19,17,False
2014-09-20,10,False
2014-09-21,7,False
2014-09-22,20,False
2014-09-23,21,False
2014-09-24,14,False
2014-09-25,18,False
2014-09-26,19,False
2014-09-27,9,False
2014-09-28,10,False
2014-09-29,21,False
2014-09-30,18,False
2014-10-01,27,False
2014-10-02,20,False
2014-10-03,16,False
2014-10-04,12,False
2014-10-05,11,False
