date,Amgen,isPartial
2017-10-06,21,False
2017-10-07,10,False
2017-10-08,9,False
2017-10-09,26,False
2017-10-10,20,False
2017-10-11,27,False
2017-10-12,28,False
2017-10-13,18,False
2017-10-14,8,False
2017-10-15,13,False
2017-10-16,24,False
2017-10-17,29,False
2017-10-18,28,False
2017-10-19,25,False
2017-10-20,18,False
2017-10-21,9,False
2017-10-22,12,False
2017-10-23,29,False
2017-10-24,21,False
2017-10-25,30,False
2017-10-26,38,False
2017-10-27,28,False
2017-10-28,7,False
2017-10-29,13,False
2017-10-30,29,False
2017-10-31,33,False
2017-11-01,19,False
2017-11-02,26,False
2017-11-03,25,False
2017-11-04,6,False
2017-11-05,10,False
2017-11-06,27,False
2017-11-07,23,False
2017-11-08,18,False
2017-11-09,24,False
2017-11-10,29,False
2017-11-11,10,False
2017-11-12,8,False
2017-11-13,17,False
2017-11-14,28,False
2017-11-15,23,False
2017-11-16,18,False
2017-11-17,19,False
2017-11-18,14,False
2017-11-19,6,False
2017-11-20,27,False
2017-11-21,20,False
2017-11-22,19,False
2017-11-23,12,False
2017-11-24,9,False
2017-11-25,6,False
2017-11-26,8,False
2017-11-27,24,False
2017-11-28,22,False
2017-11-29,25,False
2017-11-30,26,False
2017-12-01,30,False
2017-12-02,14,False
2017-12-03,10,False
2017-12-04,26,False
2017-12-05,27,False
2017-12-06,21,False
2017-12-07,28,False
2017-12-08,23,False
2017-12-09,10,False
2017-12-10,9,False
2017-12-11,18,False
2017-12-12,22,False
2017-12-13,24,False
2017-12-14,24,False
2017-12-15,23,False
2017-12-16,10,False
2017-12-17,12,False
2017-12-18,25,False
2017-12-19,15,False
2017-12-20,17,False
2017-12-21,14,False
2017-12-22,9,False
2017-12-23,8,False
2017-12-24,8,False
2017-12-25,8,False
2017-12-26,10,False
2017-12-27,13,False
2017-12-28,16,False
2017-12-29,16,False
2017-12-30,11,False
2017-12-31,6,False
2018-01-01,8,False
2018-01-02,17,False
2018-01-03,20,False
2018-01-04,24,False
2018-01-05,22,False
2018-01-06,9,False
2018-01-07,6,False
2018-01-08,24,False
2018-01-09,27,False
2018-01-10,26,False
2018-01-11,26,False
2018-01-12,25,False
2018-01-13,12,False
2018-01-14,9,False
2018-01-15,20,False
2018-01-16,21,False
2018-01-17,26,False
2018-01-18,30,False
2018-01-19,23,False
2018-01-20,15,False
2018-01-21,12,False
2018-01-22,29,False
2018-01-23,24,False
2018-01-24,31,False
2018-01-25,28,False
2018-01-26,31,False
2018-01-27,10,False
2018-01-28,12,False
2018-01-29,29,False
2018-01-30,32,False
2018-01-31,26,False
2018-02-01,35,False
2018-02-02,31,False
2018-02-03,14,False
2018-02-04,9,False
2018-02-05,37,False
2018-02-06,29,False
2018-02-07,25,False
2018-02-08,28,False
2018-02-09,26,False
2018-02-10,15,False
2018-02-11,19,False
2018-02-12,28,False
2018-02-13,34,False
2018-02-14,30,False
2018-02-15,25,False
2018-02-16,23,False
2018-02-17,13,False
2018-02-18,7,False
2018-02-19,21,False
2018-02-20,29,False
2018-02-21,23,False
2018-02-22,23,False
2018-02-23,34,False
2018-02-24,17,False
2018-02-25,10,False
2018-02-26,30,False
2018-02-27,23,False
2018-02-28,26,False
2018-03-01,24,False
2018-03-02,18,False
2018-03-03,10,False
2018-03-04,8,False
2018-03-05,22,False
2018-03-06,30,False
2018-03-07,28,False
2018-03-08,24,False
2018-03-09,19,False
2018-03-10,11,False
2018-03-11,12,False
2018-03-12,22,False
2018-03-13,25,False
2018-03-14,25,False
2018-03-15,20,False
2018-03-16,19,False
2018-03-17,11,False
2018-03-18,7,False
2018-03-19,19,False
2018-03-20,25,False
2018-03-21,19,False
2018-03-22,20,False
2018-03-23,22,False
2018-03-24,12,False
2018-03-25,12,False
2018-03-26,20,False
2018-03-27,20,False
2018-03-28,24,False
2018-03-29,25,False
2018-03-30,16,False
2018-03-31,6,False
2018-04-01,10,False
2018-04-02,19,False
2018-04-03,24,False
2018-04-04,20,False
2018-04-05,20,False
2018-04-06,19,False
2018-04-07,6,False
2018-04-08,6,False
2018-04-09,22,False
2018-04-10,18,False
2018-04-11,20,False
2018-04-12,25,False
2018-04-13,24,False
2018-04-14,9,False
2018-04-15,8,False
2018-04-16,23,False
2018-04-17,26,False
2018-04-18,21,False
2018-04-19,22,False
2018-04-20,19,False
2018-04-21,11,False
2018-04-22,6,False
2018-04-23,20,False
2018-04-24,30,False
2018-04-25,31,False
2018-04-26,22,False
2018-04-27,24,False
2018-04-28,10,False
2018-04-29,10,False
2018-04-30,21,False
2018-05-01,22,False
2018-05-02,20,False
2018-05-03,23,False
2018-05-04,22,False
2018-05-05,10,False
2018-05-06,17,False
2018-05-07,24,False
2018-05-08,32,False
2018-05-09,26,False
2018-05-10,30,False
2018-05-11,26,False
2018-05-12,25,False
2018-05-13,56,False
2018-05-14,73,False
2018-05-15,64,False
2018-05-16,65,False
2018-05-17,73,False
2018-05-18,100,False
2018-05-19,82,False
2018-05-20,32,False
2018-05-21,29,False
2018-05-22,22,False
2018-05-23,26,False
2018-05-24,19,False
2018-05-25,19,False
2018-05-26,12,False
2018-05-27,6,False
2018-05-28,13,False
2018-05-29,24,False
2018-05-30,26,False
2018-05-31,29,False
2018-06-01,27,False
2018-06-02,12,False
2018-06-03,12,False
2018-06-04,21,False
2018-06-05,24,False
2018-06-06,18,False
2018-06-07,24,False
2018-06-08,19,False
2018-06-09,12,False
2018-06-10,7,False
2018-06-11,19,False
2018-06-12,20,False
2018-06-13,24,False
2018-06-14,19,False
2018-06-15,16,False
2018-06-16,12,False
2018-06-17,7,False
2018-06-18,22,False
2018-06-19,19,False
2018-06-20,21,False
2018-06-21,24,False
2018-06-22,20,False
2018-06-23,8,False
