date,Amgen,isPartial
2013-06-29,21,False
2013-06-30,18,False
2013-07-01,52,False
2013-07-02,32,False
2013-07-03,21,False
2013-07-04,24,False
2013-07-05,32,False
2013-07-06,16,False
2013-07-07,9,False
2013-07-08,30,False
2013-07-09,22,False
2013-07-10,37,False
2013-07-11,39,False
2013-07-12,35,False
2013-07-13,5,False
2013-07-14,16,False
2013-07-15,32,False
2013-07-16,34,False
2013-07-17,35,False
2013-07-18,38,False
2013-07-19,28,False
2013-07-20,25,False
2013-07-21,10,False
2013-07-22,29,False
2013-07-23,32,False
2013-07-24,32,False
2013-07-25,35,False
2013-07-26,30,False
2013-07-27,28,False
2013-07-28,17,False
2013-07-29,41,False
2013-07-30,35,False
2013-07-31,37,False
2013-08-01,35,False
2013-08-02,29,False
2013-08-03,11,False
2013-08-04,10,False
2013-08-05,21,False
2013-08-06,35,False
2013-08-07,51,False
2013-08-08,39,False
2013-08-09,30,False
2013-08-10,15,False
2013-08-11,10,False
2013-08-12,33,False
2013-08-13,31,False
2013-08-14,28,False
2013-08-15,31,False
2013-08-16,32,False
2013-08-17,27,False
2013-08-18,17,False
2013-08-19,34,False
2013-08-20,27,False
2013-08-21,32,False
2013-08-22,28,False
2013-08-23,17,False
2013-08-24,23,False
2013-08-25,37,False
2013-08-26,100,False
2013-08-27,70,False
2013-08-28,39,False
2013-08-29,44,False
2013-08-30,35,False
2013-08-31,15,False
2013-09-01,11,False
2013-09-02,24,False
2013-09-03,35,False
2013-09-04,43,False
2013-09-05,30,False
2013-09-06,29,False
2013-09-07,6,False
2013-09-08,10,False
2013-09-09,27,False
2013-09-10,39,False
2013-09-11,25,False
2013-09-12,37,False
2013-09-13,32,False
2013-09-14,14,False
2013-09-15,11,False
2013-09-16,30,False
2013-09-17,44,False
2013-09-18,37,False
2013-09-19,38,False
2013-09-20,28,False
2013-09-21,15,False
2013-09-22,15,False
2013-09-23,35,False
2013-09-24,38,False
2013-09-25,39,False
2013-09-26,35,False
2013-09-27,35,False
2013-09-28,23,False
2013-09-29,17,False
2013-09-30,23,False
2013-10-01,36,False
2013-10-02,40,False
2013-10-03,24,False
2013-10-04,38,False
2013-10-05,13,False
2013-10-06,18,False
2013-10-07,41,False
2013-10-08,37,False
2013-10-09,33,False
2013-10-10,34,False
2013-10-11,36,False
2013-10-12,16,False
2013-10-13,25,False
2013-10-14,29,False
2013-10-15,32,False
2013-10-16,37,False
2013-10-17,33,False
2013-10-18,27,False
2013-10-19,12,False
2013-10-20,14,False
2013-10-21,27,False
2013-10-22,44,False
2013-10-23,41,False
2013-10-24,43,False
2013-10-25,45,False
2013-10-26,14,False
2013-10-27,13,False
2013-10-28,36,False
2013-10-29,45,False
2013-10-30,30,False
2013-10-31,34,False
2013-11-01,31,False
2013-11-02,14,False
2013-11-03,13,False
2013-11-04,36,False
2013-11-05,32,False
2013-11-06,37,False
2013-11-07,43,False
2013-11-08,29,False
2013-11-09,21,False
2013-11-10,26,False
2013-11-11,35,False
2013-11-12,33,False
2013-11-13,28,False
2013-11-14,34,False
2013-11-15,30,False
2013-11-16,17,False
2013-11-17,18,False
2013-11-18,36,False
2013-11-19,36,False
2013-11-20,39,False
2013-11-21,49,False
2013-11-22,27,False
2013-11-23,19,False
2013-11-24,13,False
2013-11-25,34,False
2013-11-26,30,False
2013-11-27,26,False
2013-11-28,16,False
2013-11-29,19,False
2013-11-30,10,False
2013-12-01,14,False
2013-12-02,22,False
2013-12-03,37,False
2013-12-04,38,False
2013-12-05,36,False
2013-12-06,32,False
2013-12-07,15,False
2013-12-08,10,False
2013-12-09,35,False
